Bundesland;Landkreis;Verwaltung;man;woman;older75;catholic;evangelic
7;31;Gemeinde;325;318;27;181;292
7;31;Gemeinde;299;296;57;146;291
7;31;Gemeinde;455;439;54;197;477
7;31;Gemeinde;1209;1312;217;594;1346
7;31;Gemeinde;894;901;152;408;925
7;31;Gemeinde;349;359;57;145;393
7;31;Gemeindeverband;5901;5859;959;3323;5546
7;31;Gemeinde;912;907;187;450;846
7;31;Gemeinde;159;167;16;73;161
7;31;Gemeinde;204;219;38;85;200
7;31;Gemeinde;1035;1047;167;604;973
7;31;Gemeinde;187;157;9;115;107
7;31;Gemeinde;834;786;142;425;869
7;31;Gemeinde;447;464;57;554;195
7;31;Gemeinde;226;240;36;74;276
7;31;Gemeinde;309;297;48;127;308
7;31;Gemeinde;1588;1575;259;816;1611
7;31;Gemeindeverband;5933;5876;839;3654;4992
7;31;Gemeinde;226;230;53;98;284
7;31;Gemeinde;991;1022;159;1078;384
7;31;Gemeinde;309;291;31;155;273
7;31;Gemeinde;631;642;88;390;590
7;31;Gemeinde;315;376;50;125;420
7;31;Gemeinde;650;693;93;269;699
7;31;Gemeinde;2368;2176;309;1376;1888
7;31;Gemeinde;443;446;56;163;454
7;31;Gemeindeverband;13856;14152;2048;8040;11297
7;31;Gemeinde;1276;1291;159;757;1165
7;31;Gemeinde;222;216;32;78;225
7;31;Gemeinde;362;391;52;407;178
7;31;Gemeinde;321;314;57;241;183
7;31;Gemeinde;778;784;124;327;829
7;31;Gemeinde;3565;3599;482;2076;2797
7;31;Gemeinde;751;793;109;379;710
7;31;Gemeinde;477;495;84;228;430
7;31;Gemeinde;531;536;66;520;256
7;31;Gemeinde;669;690;72;393;542
7;31;Gemeinde;299;290;50;161;274
7;31;Gemeinde;924;882;116;474;663
7;31;Gemeinde;3681;3871;645;1999;3045
7;32;Stadtkreis/kreisfreie Stadt/Landkreis;63784;67301;13072;38161;55744
7;32;Gemeinde;8579;9640;2084;4529;7402
7;32;Gemeinde;6172;6677;1309;3128;5518
7;32;Gemeinde;9698;10104;1886;5161;9375
7;32;Gemeindeverband;5703;6061;1146;5900;3288
7;32;Gemeinde;1774;1955;505;2059;912
7;32;Gemeinde;396;435;74;420;242
7;32;Gemeinde;1656;1717;255;981;1433
7;32;Gemeinde;1165;1199;184;1595;413
7;32;Gemeinde;712;755;128;845;288
7;32;Gemeindeverband;7461;7996;1479;3500;7393
7;32;Gemeinde;402;432;80;223;354
7;32;Gemeinde;222;209;18;88;232
7;32;Gemeinde;633;685;102;257;637
7;32;Gemeinde;2419;2639;488;1076;2403
7;32;Gemeinde;378;363;56;155;367
7;32;Gemeinde;575;591;110;251;628
7;32;Gemeinde;819;871;196;469;733
7;32;Gemeinde;2013;2206;429;981;2039
7;32;Gemeindeverband;9861;10025;1741;4959;9360
7;32;Gemeinde;202;198;53;121;150
7;32;Gemeinde;199;230;33;85;238
7;32;Gemeinde;1068;1071;179;393;1262
7;32;Gemeinde;1419;1546;231;905;1274
7;32;Gemeinde;634;633;117;332;599
7;32;Gemeinde;835;850;140;475;670
7;32;Gemeinde;535;584;88;229;527
7;32;Gemeinde;507;494;85;119;578
7;32;Gemeinde;928;909;135;474;801
7;32;Gemeinde;451;425;68;193;442
7;32;Gemeinde;440;444;72;243;408
7;32;Gemeinde;209;187;39;147;147
7;32;Gemeinde;398;428;74;390;239
7;32;Gemeinde;328;305;33;155;241
7;32;Gemeinde;1302;1364;342;469;1470
7;32;Gemeinde;406;357;52;229;314
7;32;Gemeindeverband;5330;5391;960;3718;4026
7;32;Gemeinde;911;901;157;503;769
7;32;Gemeinde;1741;1715;279;961;1427
7;32;Gemeinde;1465;1580;322;1414;871
7;32;Gemeinde;407;409;73;292;327
7;32;Gemeinde;806;786;129;548;632
7;32;Gemeindeverband;6126;6340;1428;4685;5042
7;32;Gemeinde;1235;1250;277;760;1221
7;32;Gemeinde;715;682;147;960;251
7;32;Gemeinde;411;382;88;247;331
7;32;Gemeinde;1932;2076;493;1209;1682
7;32;Gemeinde;519;548;139;459;384
7;32;Gemeinde;427;453;90;352;376
7;32;Gemeinde;887;949;194;698;797
7;32;Gemeindeverband;4854;5067;1039;2581;4340
7;32;Gemeinde;1144;1127;209;596;975
7;32;Gemeinde;721;746;125;393;622
7;32;Gemeinde;712;787;112;354;675
7;32;Gemeinde;2277;2407;593;1238;2068
7;33;Stadtkreis/kreisfreie Stadt/Landkreis;37461;38569;7048;16508;40775
7;33;Gemeindeverband;3381;3489;778;925;4782
7;33;Gemeinde;811;844;217;253;1087
7;33;Gemeinde;159;167;44;36;250
7;33;Gemeinde;274;286;56;48;427
7;33;Gemeinde;99;93;20;15;134
7;33;Gemeinde;204;232;40;53;299
7;33;Gemeinde;252;247;51;53;354
7;33;Gemeinde;123;118;24;25;175
7;33;Gemeinde;232;259;48;80;347
7;33;Gemeinde;74;77;21;12;104
7;33;Gemeinde;530;542;108;169;732
7;33;Gemeinde;136;125;25;65;138
7;33;Gemeinde;110;129;38;21;170
7;33;Gemeinde;66;57;12;24;84
7;33;Gemeinde;116;106;26;19;185
7;33;Gemeinde;108;108;33;30;165
7;33;Gemeinde;87;99;15;22;131
7;33;Gemeindeverband;6500;6653;1152;3125;5903
7;33;Gemeinde;4518;4655;805;2011;3900
7;33;Gemeinde;1071;1063;158;441;1205
7;33;Gemeinde;911;935;189;673;798
7;33;Gemeindeverband;5932;6010;1058;3029;6150
7;33;Gemeinde;857;879;200;244;1005
7;33;Gemeinde;316;305;62;212;260
7;33;Gemeinde;218;207;28;166;174
7;33;Gemeinde;488;496;63;169;586
7;33;Gemeinde;427;421;60;219;437
7;33;Gemeinde;1834;1911;343;996;1976
7;33;Gemeinde;71;72;22;66;44
7;33;Gemeinde;308;338;42;174;329
7;33;Gemeinde;200;188;31;155;117
7;33;Gemeinde;238;243;36;140;237
7;33;Gemeinde;106;101;25;35;138
7;33;Gemeinde;269;235;25;184;167
7;33;Gemeinde;600;614;121;269;680
7;33;Gemeindeverband;9526;9910;1719;3657;10369
7;33;Gemeinde;76;78;7;11;97
7;33;Gemeinde;386;339;45;115;418
7;33;Gemeinde;1233;1190;129;466;1300
7;33;Gemeinde;435;461;94;138;573
7;33;Gemeinde;315;311;56;102;386
7;33;Gemeinde;290;272;38;100;314
7;33;Gemeinde;128;121;21;21;125
7;33;Gemeinde;3732;4085;802;1518;3659
7;33;Gemeinde;530;521;94;175;730
7;33;Gemeinde;794;848;128;282;948
7;33;Gemeinde;263;248;33;104;299
7;33;Gemeinde;373;370;52;113;467
7;33;Gemeinde;243;261;69;111;278
7;33;Gemeinde;338;368;76;145;392
7;33;Gemeinde;96;103;16;21;121
7;33;Gemeinde;294;334;59;235;262
7;33;Gemeindeverband;5548;5760;1212;2159;6744
7;33;Gemeinde;227;207;45;99;226
7;33;Gemeinde;125;109;24;30;153
7;33;Gemeinde;257;289;50;93;363
7;33;Gemeinde;74;67;13;9;99
7;33;Gemeinde;164;176;41;46;247
7;33;Gemeinde;276;284;54;126;336
7;33;Gemeinde;244;254;26;61;382
7;33;Gemeinde;252;302;60;167;306
7;33;Gemeinde;265;256;49;133;310
7;33;Gemeinde;131;134;23;37;189
7;33;Gemeinde;186;191;47;67;215
7;33;Gemeinde;158;149;33;65;183
7;33;Gemeinde;67;62;15;12;105
7;33;Gemeinde;87;96;37;24;119
7;33;Gemeinde;55;61;18;6;88
7;33;Gemeinde;109;104;22;46;136
7;33;Gemeinde;94;100;20;20;133
7;33;Gemeinde;54;56;18;10;73
7;33;Gemeinde;86;91;17;9;125
7;33;Gemeinde;2637;2772;600;1099;2956
7;33;Gemeindeverband;6574;6747;1129;3613;6827
7;33;Gemeinde;437;474;77;511;258
7;33;Gemeinde;226;220;35;82;233
7;33;Gemeinde;130;115;30;90;99
7;33;Gemeinde;248;256;25;93;302
7;33;Gemeinde;336;351;57;161;381
7;33;Gemeinde;449;459;73;311;430
7;33;Gemeinde;472;477;72;239;495
7;33;Gemeinde;604;602;72;307;682
7;33;Gemeinde;167;186;53;159;144
7;33;Gemeinde;573;569;115;219;696
7;33;Gemeinde;372;387;78;105;502
7;33;Gemeinde;243;233;33;79;255
7;33;Gemeinde;2317;2418;409;1257;2350
7;34;Stadtkreis/kreisfreie Stadt/Landkreis;61234;62679;9772;55945;34267
7;34;Gemeinde;9779;10024;1161;6573;5004
7;34;Gemeinde;8405;8884;1602;7770;4396
7;34;Gemeindeverband;6623;6788;1149;6998;3643
7;34;Gemeinde;4098;4282;802;4350;2124
7;34;Gemeinde;509;516;65;635;249
7;34;Gemeinde;914;921;130;1275;349
7;34;Gemeinde;1102;1069;152;738;921
7;34;Gemeindeverband;5182;5379;858;4705;3232
7;34;Gemeinde;989;1053;172;1155;409
7;34;Gemeinde;2612;2680;363;2596;1107
7;34;Gemeinde;1261;1302;257;526;1595
7;34;Gemeinde;320;344;66;428;121
7;34;Gemeindeverband;8302;8168;1270;9667;2894
7;34;Gemeinde;1547;1330;212;1841;355
7;34;Gemeinde;3462;3474;626;3537;1480
7;34;Gemeinde;906;930;139;1337;218
7;34;Gemeinde;2387;2434;293;2952;841
7;34;Gemeindeverband;7596;7825;1304;5038;6561
7;34;Gemeinde;361;349;61;182;378
7;34;Gemeinde;752;813;151;402;806
7;34;Gemeinde;4151;4335;738;2764;3364
7;34;Gemeinde;738;780;119;576;657
7;34;Gemeinde;978;901;132;786;715
7;34;Gemeinde;96;117;24;51;105
7;34;Gemeinde;520;530;79;277;536
7;34;Gemeindeverband;8085;8123;1171;5660;6105
7;34;Gemeinde;545;548;51;277;502
7;34;Gemeinde;2758;2787;372;2783;1211
7;34;Gemeinde;1579;1661;263;779;1575
7;34;Gemeinde;1469;1445;211;714;1351
7;34;Gemeinde;862;806;127;572;655
7;34;Gemeinde;872;876;147;535;811
7;34;Gemeindeverband;7262;7488;1257;9534;2432
7;34;Gemeinde;1237;1197;216;1675;333
7;34;Gemeinde;946;961;129;1360;246
7;34;Gemeinde;1268;1345;211;1761;375
7;34;Gemeinde;3811;3985;701;4738;1478
7;35;Stadtkreis/kreisfreie Stadt/Landkreis;51460;53823;9920;37758;43630
7;35;Gemeindeverband;5170;5231;989;3701;4014
7;35;Gemeinde;3657;3961;708;2283;3013
7;35;Gemeinde;92;73;16;31;109
7;35;Gemeinde;374;366;79;142;461
7;35;Gemeinde;147;123;12;99;122
7;35;Gemeinde;900;708;174;1146;309
7;35;Gemeindeverband;6139;6467;1124;3542;5873
7;35;Gemeinde;3288;3545;702;2111;2952
7;35;Gemeinde;1888;1907;297;922;1982
7;35;Gemeinde;409;436;50;202;435
7;35;Gemeinde;554;579;75;307;504
7;35;Gemeindeverband;3358;3335;584;1796;3351
7;35;Gemeinde;396;376;59;182;443
7;35;Gemeinde;496;491;102;194;535
7;35;Gemeinde;2260;2254;381;1301;2169
7;35;Gemeinde;206;214;42;119;204
7;35;Gemeindeverband;5329;5562;1085;4981;3742
7;35;Gemeinde;601;597;123;502;498
7;35;Gemeinde;570;620;114;839;218
7;35;Gemeinde;1390;1442;259;1994;453
7;35;Gemeinde;569;604;95;256;572
7;35;Gemeinde;1485;1584;340;983;1254
7;35;Gemeinde;714;715;154;407;747
7;35;Gemeindeverband;7418;8012;1536;8192;4033
7;35;Gemeinde;1091;1103;177;1741;259
7;35;Gemeinde;601;605;118;614;330
7;35;Gemeinde;1161;1262;233;1497;517
7;35;Gemeinde;4033;4475;904;3830;2455
7;35;Gemeinde;325;350;60;352;257
7;35;Gemeinde;207;217;44;158;215
7;35;Gemeindeverband;4576;4754;951;2538;4910
7;35;Gemeinde;162;161;20;37;235
7;35;Gemeinde;405;379;75;197;396
7;35;Gemeinde;827;864;170;352;956
7;35;Gemeinde;533;575;94;266;616
7;35;Gemeinde;540;538;140;272;632
7;35;Gemeinde;1877;2016;407;1347;1785
7;35;Gemeinde;232;221;45;67;290
7;35;Gemeindeverband;4546;4735;855;2538;4792
7;35;Gemeinde;322;348;72;122;425
7;35;Gemeinde;967;1022;161;304;1321
7;35;Gemeinde;2516;2635;480;1263;2628
7;35;Gemeinde;424;449;97;508;251
7;35;Gemeinde;317;281;45;341;167
7;35;Gemeindeverband;8175;8584;1597;6831;5890
7;35;Gemeinde;1901;2016;357;1584;1561
7;35;Gemeinde;637;646;121;545;519
7;35;Gemeinde;707;742;151;649;548
7;35;Gemeinde;3705;3917;721;3150;2208
7;35;Gemeinde;1225;1263;247;903;1054
7;35;Gemeindeverband;6749;7143;1199;3639;7025
7;35;Gemeinde;354;387;46;177;407
7;35;Gemeinde;234;255;44;76;307
7;35;Gemeinde;248;228;30;97;260
7;35;Gemeinde;959;1030;174;446;1069
7;35;Gemeinde;1515;1624;274;768;1582
7;35;Gemeinde;522;511;76;309;529
7;35;Gemeinde;2210;2390;444;1378;2068
7;35;Gemeinde;707;718;111;388;803
7;36;Stadtkreis/kreisfreie Stadt/Landkreis;35908;36875;7806;16483;43309
7;36;Gemeindeverband;4993;5039;1083;1606;6762
7;36;Gemeinde;1436;1436;298;368;2037
7;36;Gemeinde;380;379;89;86;541
7;36;Gemeinde;48;60;22;18;66
7;36;Gemeinde;299;303;68;63;420
7;36;Gemeinde;189;181;35;110;218
7;36;Gemeinde;139;136;25;33;218
7;36;Gemeinde;224;217;60;125;227
7;36;Gemeinde;156;147;37;25;230
7;36;Gemeinde;129;148;33;68;155
7;36;Gemeinde;122;124;16;67;138
7;36;Gemeinde;780;800;167;374;918
7;36;Gemeinde;66;88;18;25;110
7;36;Gemeinde;159;162;29;53;212
7;36;Gemeinde;364;363;80;74;554
7;36;Gemeinde;102;94;25;33;138
7;36;Gemeinde;400;401;81;84;580
7;36;Gemeindeverband;4718;4813;966;2438;5530
7;36;Gemeinde;216;206;38;125;215
7;36;Gemeinde;570;696;168;464;609
7;36;Gemeinde;171;175;31;65;189
7;36;Gemeinde;671;682;140;203;955
7;36;Gemeinde;293;290;55;127;394
7;36;Gemeinde;359;360;66;112;498
7;36;Gemeinde;224;227;34;76;288
7;36;Gemeinde;606;596;140;613;444
7;36;Gemeinde;218;221;33;100;227
7;36;Gemeinde;463;445;85;260;432
7;36;Gemeinde;367;348;77;82;564
7;36;Gemeinde;322;329;53;134;416
7;36;Gemeinde;238;238;46;77;299
7;36;Gemeindeverband;6559;6887;1476;2381;8590
7;36;Gemeinde;88;72;9;36;85
7;36;Gemeinde;196;202;40;65;251
7;36;Gemeinde;138;148;37;35;199
7;36;Gemeinde;91;86;35;12;131
7;36;Gemeinde;330;339;71;77;475
7;36;Gemeinde;358;354;59;184;433
7;36;Gemeinde;246;285;57;126;290
7;36;Gemeinde;185;178;38;56;248
7;36;Gemeinde;367;398;82;93;551
7;36;Gemeinde;2434;2629;598;939;3022
7;36;Gemeinde;116;130;36;30;176
7;36;Gemeinde;471;474;97;108;704
7;36;Gemeinde;270;267;33;152;336
7;36;Gemeinde;238;233;42;125;241
7;36;Gemeinde;246;274;49;66;360
7;36;Gemeinde;166;184;49;50;243
7;36;Gemeinde;283;279;53;71;401
7;36;Gemeinde;336;355;91;156;444
7;36;Gemeindeverband;5377;5502;1237;1392;7888
7;36;Gemeinde;73;77;16;24;102
7;36;Gemeinde;90;62;6;30;113
7;36;Gemeinde;72;74;25;19;124
7;36;Gemeinde;48;52;12;7;84
7;36;Gemeinde;176;143;29;105;171
7;36;Gemeinde;245;239;46;68;357
7;36;Gemeinde;231;228;42;54;342
7;36;Gemeinde;30;25;10;9;34
7;36;Gemeinde;133;138;31;38;187
7;36;Gemeinde;81;81;12;6;138
7;36;Gemeinde;193;168;35;27;271
7;36;Gemeinde;101;115;16;13;185
7;36;Gemeinde;167;146;37;48;219
7;36;Gemeinde;103;100;18;6;191
7;36;Gemeinde;79;92;17;16;133
7;36;Gemeinde;123;148;27;26;202
7;36;Gemeinde;1013;1149;309;317;1387
7;36;Gemeinde;197;207;36;54;300
7;36;Gemeinde;254;234;67;73;344
7;36;Gemeinde;89;92;12;21;142
7;36;Gemeinde;56;62;9;12;91
7;36;Gemeinde;450;433;99;105;666
7;36;Gemeinde;572;610;117;191;822
7;36;Gemeinde;562;589;153;79;895
7;36;Gemeinde;35;34;15;6;60
7;36;Gemeinde;204;204;41;38;328
7;36;Gemeindeverband;6182;6254;1223;4555;5372
7;36;Gemeinde;688;650;134;271;858
7;36;Gemeinde;1105;1122;254;1174;711
7;36;Gemeinde;436;448;69;177;567
7;36;Gemeinde;273;274;48;107;364
7;36;Gemeinde;516;482;102;247;547
7;36;Gemeinde;422;401;75;325;356
7;36;Gemeinde;2742;2877;541;2254;1969
7;36;Gemeindeverband;3905;4072;844;2827;3401
7;36;Gemeinde;944;961;190;838;794
7;36;Gemeinde;434;476;96;317;433
7;36;Gemeinde;2527;2635;558;1672;2174
7;36;Gemeindeverband;4174;4308;977;1284;5766
7;36;Gemeinde;174;167;27;46;248
7;36;Gemeinde;222;220;56;46;333
7;36;Gemeinde;213;206;40;37;319
7;36;Gemeinde;255;266;56;59;369
7;36;Gemeinde;179;204;58;39;285
7;36;Gemeinde;423;451;76;87;625
7;36;Gemeinde;385;397;98;145;526
7;36;Gemeinde;318;307;74;117;373
7;36;Gemeinde;74;95;16;17;123
7;36;Gemeinde;148;137;25;35;205
7;36;Gemeinde;186;197;99;118;214
7;36;Gemeinde;89;94;24;21;116
7;36;Gemeinde;341;344;82;70;536
7;36;Gemeinde;189;188;30;41;268
7;36;Gemeinde;978;1035;216;406;1226
7;37;Stadtkreis/kreisfreie Stadt/Landkreis;53041;55203;10443;48881;37449
7;37;Gemeindeverband;8208;8531;1747;8448;4934
7;37;Gemeinde;906;985;205;871;663
7;37;Gemeinde;229;227;38;240;110
7;37;Gemeinde;446;455;101;522;217
7;37;Gemeinde;708;698;128;1037;184
7;37;Gemeinde;113;101;23;118;53
7;37;Gemeinde;496;474;112;664;146
7;37;Gemeinde;305;315;53;156;343
7;37;Gemeinde;393;408;65;548;137
7;37;Gemeinde;303;295;42;402;98
7;37;Gemeinde;170;192;31;274;45
7;37;Gemeinde;182;195;45;251;77
7;37;Gemeinde;531;579;113;790;164
7;37;Gemeinde;3426;3607;791;2575;2697
7;37;Gemeindeverband;11406;12021;2654;8876;9299
7;37;Gemeinde;3426;3988;1159;2411;2811
7;37;Gemeinde;284;303;42;155;340
7;37;Gemeinde;328;349;72;434;132
7;37;Gemeinde;110;104;16;127;53
7;37;Gemeinde;267;290;40;93;345
7;37;Gemeinde;447;464;115;315;433
7;37;Gemeinde;369;384;91;279;339
7;37;Gemeinde;111;114;9;48;120
7;37;Gemeinde;486;487;55;259;468
7;37;Gemeinde;494;474;81;635;153
7;37;Gemeinde;1119;1071;196;871;892
7;37;Gemeinde;240;247;52;94;308
7;37;Gemeinde;161;172;30;161;87
7;37;Gemeinde;250;232;43;103;307
7;37;Gemeinde;571;587;133;319;594
7;37;Gemeinde;74;67;15;18;67
7;37;Gemeinde;399;404;76;318;365
7;37;Gemeinde;705;729;143;436;696
7;37;Gemeinde;292;285;53;392;97
7;37;Gemeinde;947;950;162;1249;310
7;37;Gemeinde;326;320;71;159;382
7;37;Gemeindeverband;9649;9981;1854;8634;6718
7;37;Gemeinde;376;349;46;191;395
7;37;Gemeinde;347;375;47;211;379
7;37;Gemeinde;377;429;112;527;121
7;37;Gemeinde;3200;3386;604;2318;2344
7;37;Gemeinde;1129;1126;225;1470;419
7;37;Gemeinde;203;205;38;284;56
7;37;Gemeinde;476;476;78;289;492
7;37;Gemeinde;275;324;60;223;210
7;37;Gemeinde;720;743;123;331;841
7;37;Gemeinde;318;324;41;356;170
7;37;Gemeinde;405;380;64;503;138
7;37;Gemeinde;127;132;33;78;141
7;37;Gemeinde;539;559;119;254;637
7;37;Gemeinde;412;437;73;583;125
7;37;Gemeinde;486;447;101;602;172
7;37;Gemeinde;259;289;90;414;78
7;37;Gemeindeverband;7049;7442;1195;8401;3488
7;37;Gemeinde;4992;5319;826;6529;1922
7;37;Gemeinde;283;254;50;363;92
7;37;Gemeinde;996;1078;178;959;752
7;37;Gemeinde;778;791;141;550;722
7;37;Gemeindeverband;6833;6989;1314;4794;6421
7;37;Gemeinde;1941;1953;328;1271;1857
7;37;Gemeinde;383;355;81;270;324
7;37;Gemeinde;391;404;65;201;430
7;37;Gemeinde;307;325;74;432;107
7;37;Gemeinde;432;440;100;186;523
7;37;Gemeinde;431;480;98;505;304
7;37;Gemeinde;452;456;90;188;584
7;37;Gemeinde;584;593;126;293;633
7;37;Gemeinde;400;402;70;211;459
7;37;Gemeinde;247;228;25;179;192
7;37;Gemeinde;185;206;41;72;208
7;37;Gemeinde;300;343;70;454;87
7;37;Gemeinde;514;532;80;393;440
7;37;Gemeinde;266;272;66;139;273
7;37;Gemeindeverband;3997;4091;764;4847;1774
7;37;Gemeinde;1042;1020;155;1262;486
7;37;Gemeinde;2067;2162;412;2367;1015
7;37;Gemeinde;888;909;197;1218;273
7;37;Gemeindeverband;5899;6148;915;4881;4815
7;37;Gemeinde;699;724;89;556;579
7;37;Gemeinde;1053;1100;169;736;997
7;37;Gemeinde;1162;1240;224;674;1310
7;37;Gemeinde;2985;3084;433;2915;1929
7;38;Stadtkreis/kreisfreie Stadt/Landkreis;71749;75119;14155;54231;47855
7;38;Gemeinde;3794;3899;696;2059;2767
7;38;Gemeinde;4778;5054;967;3790;3052
7;38;Gemeinde;4917;5256;1044;3206;4535
7;38;Gemeinde;3100;3273;662;1649;2706
7;38;Gemeinde;5135;5641;1378;3422;3611
7;38;Gemeinde;5959;6433;1254;3505;4442
7;38;Gemeinde;3392;3548;857;1800;2901
7;38;Gemeinde;4577;4793;744;4711;2350
7;38;Gemeinde;9260;9504;1766;9043;3860
7;38;Gemeindeverband;6241;6409;1102;4934;4028
7;38;Gemeinde;3318;3454;591;2336;2467
7;38;Gemeinde;1528;1496;245;1192;850
7;38;Gemeinde;1395;1459;266;1406;711
7;38;Gemeindeverband;5512;5646;936;5808;2499
7;38;Gemeinde;2818;2914;581;2902;1339
7;38;Gemeinde;1180;1230;131;1201;542
7;38;Gemeinde;1514;1502;224;1705;618
7;38;Gemeindeverband;4688;4771;835;2385;3901
7;38;Gemeinde;1521;1523;272;905;1091
7;38;Gemeinde;635;614;100;257;520
7;38;Gemeinde;1447;1568;322;732;1315
7;38;Gemeinde;614;612;83;254;594
7;38;Gemeinde;471;454;58;237;381
7;38;Gemeindeverband;6143;6544;1170;3617;5205
7;38;Gemeinde;1502;1581;220;936;1193
7;38;Gemeinde;1237;1323;232;654;1131
7;38;Gemeinde;3404;3640;718;2027;2881
7;38;Gemeindeverband;4253;4348;744;4302;1998
7;38;Gemeinde;1627;1657;293;1548;786
7;38;Gemeinde;2626;2691;451;2754;1212
7;39;Stadtkreis/kreisfreie Stadt/Landkreis;98168;102504;15996;77693;63918
7;39;Gemeinde;11624;12188;2313;11766;5262
7;39;Gemeinde;4059;4269;726;3375;1837
7;39;Gemeinde;11673;12286;2080;7766;8021
7;39;Gemeindeverband;7291;7692;1345;7382;4259
7;39;Gemeinde;943;977;224;591;937
7;39;Gemeinde;68;62;16;37;80
7;39;Gemeinde;168;160;24;67;196
7;39;Gemeinde;1365;1455;261;1564;559
7;39;Gemeinde;365;402;82;480;123
7;39;Gemeinde;443;432;75;259;474
7;39;Gemeinde;289;297;67;427;82
7;39;Gemeinde;494;514;83;545;193
7;39;Gemeinde;1944;2080;277;1890;1158
7;39;Gemeinde;1212;1313;236;1522;457
7;39;Gemeindeverband;9159;9524;1219;8688;4455
7;39;Gemeinde;3427;3630;498;3404;1653
7;39;Gemeinde;880;963;96;829;441
7;39;Gemeinde;1079;1073;147;727;738
7;39;Gemeinde;1040;1081;149;1094;469
7;39;Gemeinde;2733;2777;329;2634;1154
7;39;Gemeindeverband;7989;8355;1382;7044;5197
7;39;Gemeinde;704;715;111;422;628
7;39;Gemeinde;442;437;69;251;406
7;39;Gemeinde;349;386;65;194;368
7;39;Gemeinde;3147;3470;650;3432;1597
7;39;Gemeinde;312;310;48;168;311
7;39;Gemeinde;522;504;74;319;464
7;39;Gemeinde;1239;1253;188;1473;387
7;39;Gemeinde;1274;1280;177;785;1036
7;39;Gemeindeverband;4658;4756;739;2308;4645
7;39;Gemeinde;452;464;69;231;496
7;39;Gemeinde;250;274;47;145;253
7;39;Gemeinde;1844;1902;304;777;1878
7;39;Gemeinde;319;298;58;100;414
7;39;Gemeinde;262;287;40;291;134
7;39;Gemeinde;545;536;83;288;490
7;39;Gemeinde;372;348;45;228;287
7;39;Gemeinde;146;172;23;38;205
7;39;Gemeinde;468;475;70;210;488
7;39;Gemeindeverband;4867;4906;752;4116;2543
7;39;Gemeinde;3591;3634;585;3267;1707
7;39;Gemeinde;1276;1272;167;849;836
7;39;Gemeindeverband;15208;15904;2233;11902;9592
7;39;Gemeinde;1630;1747;268;845;1408
7;39;Gemeinde;781;774;113;329;801
7;39;Gemeinde;1739;1724;225;1601;819
7;39;Gemeinde;4369;4794;673;3599;2299
7;39;Gemeinde;2069;2095;316;1882;1078
7;39;Gemeinde;593;570;87;559;267
7;39;Gemeinde;2230;2335;301;1347;1992
7;39;Gemeinde;1797;1865;250;1740;928
7;39;Gemeindeverband;14764;15599;2183;9127;12190
7;39;Gemeinde;498;513;75;244;500
7;39;Gemeinde;698;713;66;331;619
7;39;Gemeinde;1092;1051;152;716;840
7;39;Gemeinde;357;313;29;215;258
7;39;Gemeinde;768;824;97;564;537
7;39;Gemeinde;684;721;59;427;556
7;39;Gemeinde;1508;1553;170;998;1142
7;39;Gemeinde;3771;4033;696;2323;3303
7;39;Gemeinde;3307;3711;566;2186;2512
7;39;Gemeinde;776;778;102;407;728
7;39;Gemeinde;1305;1389;171;716;1195
7;39;Gemeindeverband;6876;7025;1024;4219;5917
7;39;Gemeinde;451;471;68;308;385
7;39;Gemeinde;275;302;34;187;251
7;39;Gemeinde;1789;1922;327;1133;1389
7;39;Gemeinde;621;578;56;375;463
7;39;Gemeinde;339;367;51;183;372
7;39;Gemeinde;409;413;58;199;439
7;39;Gemeinde;2025;1996;266;1183;1715
7;39;Gemeinde;301;295;40;291;202
7;39;Gemeinde;311;315;46;193;301
7;39;Gemeinde;355;366;78;167;400
7;40;Stadtkreis/kreisfreie Stadt/Landkreis;48470;49956;10594;49085;35383
7;40;Gemeindeverband;7296;7468;1709;9887;2800
7;40;Gemeinde;165;156;22;220;40
7;40;Gemeinde;668;651;155;1019;146
7;40;Gemeinde;2154;2319;582;2922;853
7;40;Gemeinde;617;570;109;887;170
7;40;Gemeinde;166;165;43;200;49
7;40;Gemeinde;754;863;183;1098;297
7;40;Gemeinde;52;48;13;27;48
7;40;Gemeinde;393;378;96;279;354
7;40;Gemeinde;164;157;44;218;49
7;40;Gemeinde;72;66;24;30;87
7;40;Gemeinde;239;234;59;129;259
7;40;Gemeinde;295;286;40;430;66
7;40;Gemeinde;197;220;64;305;71
7;40;Gemeinde;794;799;155;1257;176
7;40;Gemeinde;566;556;120;866;135
7;40;Gemeindeverband;4359;4527;1143;4950;2722
7;40;Gemeinde;110;99;23;46;115
7;40;Gemeinde;82;86;15;15;119
7;40;Gemeinde;1948;2071;578;2974;540
7;40;Gemeinde;758;807;215;599;778
7;40;Gemeinde;307;322;55;461;73
7;40;Gemeinde;309;274;75;416;86
7;40;Gemeinde;326;364;75;151;435
7;40;Gemeinde;519;504;107;288;576
7;40;Gemeindeverband;6166;6426;1320;4853;5730
7;40;Gemeinde;693;716;152;908;308
7;40;Gemeinde;163;188;45;171;138
7;40;Gemeinde;365;379;77;410;245
7;40;Gemeinde;1910;2035;402;902;2334
7;40;Gemeinde;306;327;47;170;356
7;40;Gemeinde;722;718;145;336;758
7;40;Gemeinde;176;176;34;211;75
7;40;Gemeinde;625;659;155;735;397
7;40;Gemeinde;837;858;197;858;645
