transmission,cylinder,turbo,car_size,year,mpg_city,mpg_highway,displacement
manual,few,False,compact cars,1988,23.0,27.0,98.0
auto,few,False,compact cars,1988,19.0,25.0,140.0
manual,few,False,compact cars,1988,21.0,29.0,140.0
auto,few,False,compact cars,1988,17.0,21.0,140.0
lock-up,few,True,compact cars,1988,15.0,21.0,140.0
manual,few,True,compact cars,1988,16.0,25.0,140.0
lock-up,medium,False,compact cars,1988,18.0,25.0,231.0
lock-up,medium,False,compact cars,1988,16.0,25.0,302.0
lock-up,few,False,compact cars,1988,21.0,27.0,119.0
manual,few,False,compact cars,1988,23.0,31.0,119.0
lock-up,few,False,compact cars,1988,21.0,26.0,119.0
manual,few,False,compact cars,1988,22.0,27.0,119.0
lock-up,medium,False,compact cars,1988,15.0,22.0,219.0
lock-up,medium,False,compact cars,1988,16.0,23.0,219.0
lock-up,medium,False,compact cars,1988,18.0,25.0,231.0
lock-up,medium,False,compact cars,1988,16.0,23.0,302.0
auto,few,False,compact cars,1988,19.0,25.0,140.0
manual,few,False,compact cars,1988,21.0,29.0,140.0
auto,few,False,compact cars,1988,17.0,21.0,140.0
auto,few,False,compact cars,1988,22.0,26.0,97.0
manual,few,False,compact cars,1988,24.0,32.0,97.0
lock-up,few,False,compact cars,1988,21.0,27.0,98.0
manual,few,False,compact cars,1988,23.0,27.0,98.0
manual,few,True,compact cars,1988,18.0,22.0,98.0
manual,few,True,compact cars,1988,19.0,25.0,98.0
manual,few,False,compact cars,1988,24.0,30.0,98.0
auto,few,False,compact cars,1988,18.0,22.0,141.0
auto,medium,False,compact cars,1988,18.0,22.0,159.0
manual,medium,False,compact cars,1988,16.0,24.0,159.0
auto,medium,False,compact cars,1988,16.0,20.0,181.0
manual,medium,False,compact cars,1988,15.0,23.0,181.0
auto,medium,False,compact cars,1988,15.0,17.0,181.0
auto,medium,False,compact cars,1988,11.0,15.0,338.0
auto,few,True,compact cars,1988,16.0,20.0,140.0
manual,few,True,compact cars,1988,18.0,23.0,140.0
auto,medium,False,compact cars,1988,16.0,20.0,181.0
manual,medium,False,compact cars,1988,15.0,22.0,181.0
manual,few,False,compact cars,1988,25.0,33.0,98.0
lock-up,few,False,compact cars,1988,18.0,25.0,120.0
manual,few,False,compact cars,1988,19.0,26.0,120.0
lock-up,medium,False,compact cars,1988,16.0,22.0,181.0
manual,medium,False,compact cars,1988,16.0,24.0,181.0
lock-up,few,False,compact cars,1988,23.0,26.0,98.0
manual,few,False,compact cars,1988,25.0,32.0,98.0
lock-up,few,False,compact cars,1988,23.0,29.0,122.0
manual,few,False,compact cars,1988,23.0,35.0,122.0
lock-up,few,False,compact cars,1988,22.0,29.0,121.0
manual,few,False,compact cars,1988,22.0,33.0,121.0
lock-up,medium,False,compact cars,1988,17.0,25.0,181.0
manual,few,False,compact cars,1988,21.0,30.0,151.0
lock-up,few,False,compact cars,1988,21.0,29.0,151.0
manual,few,False,compact cars,1988,22.0,33.0,138.0
lock-up,few,False,compact cars,1988,21.0,31.0,138.0
lock-up,few,True,compact cars,1988,16.0,20.0,131.0
manual,few,True,compact cars,1988,16.0,22.0,131.0
lock-up,medium,False,compact cars,1988,16.0,20.0,174.0
manual,medium,False,compact cars,1988,16.0,20.0,174.0
lock-up,few,False,compact cars,1988,17.0,20.0,132.0
manual,few,False,compact cars,1988,16.0,21.0,132.0
lock-up,few,False,compact cars,1988,22.0,27.0,135.0
manual,few,False,compact cars,1988,22.0,31.0,135.0
auto,few,True,compact cars,1988,18.0,23.0,135.0
lock-up,few,False,compact cars,1988,21.0,26.0,135.0
manual,few,False,compact cars,1988,22.0,30.0,135.0
manual,few,True,compact cars,1988,18.0,26.0,135.0
lock-up,few,False,compact cars,1988,21.0,26.0,152.0
manual,few,False,compact cars,1988,21.0,29.0,152.0
manual,few,False,compact cars,1988,23.0,35.0,122.0
lock-up,few,True,compact cars,1988,18.0,25.0,121.0
manual,few,False,compact cars,1988,26.0,36.0,98.0
manual,few,False,compact cars,1988,21.0,27.0,122.0
lock-up,few,True,compact cars,1988,18.0,25.0,121.0
manual,few,True,compact cars,1988,18.0,29.0,121.0
lock-up,few,False,compact cars,1988,23.0,29.0,122.0
manual,few,True,compact cars,1988,18.0,27.0,121.0
lock-up,few,False,compact cars,1988,21.0,31.0,138.0
lock-up,few,False,compact cars,1988,23.0,29.0,98.0
manual,few,False,compact cars,1988,26.0,35.0,98.0
manual,few,False,compact cars,1988,22.0,33.0,138.0
lock-up,few,False,compact cars,1988,21.0,29.0,151.0
manual,few,False,compact cars,1988,21.0,30.0,151.0
manual,few,True,compact cars,1988,19.0,25.0,121.0
manual,few,False,compact cars,1988,18.0,25.0,121.0
auto,few,False,compact cars,1988,17.0,20.0,121.0
auto,few,False,compact cars,1988,17.0,20.0,121.0
auto,few,True,compact cars,1988,18.0,21.0,121.0
manual,few,False,compact cars,1988,19.0,25.0,121.0
manual,few,True,compact cars,1988,18.0,25.0,121.0
manual,few,False,compact cars,1988,22.0,29.0,109.0
lock-up,few,True,compact cars,1988,18.0,25.0,109.0
manual,few,True,compact cars,1988,18.0,23.0,109.0
auto,few,True,compact cars,1988,19.0,22.0,109.0
lock-up,few,False,compact cars,1988,22.0,25.0,109.0
lock-up,few,False,compact cars,1988,22.0,27.0,122.0
manual,few,False,compact cars,1988,19.0,25.0,122.0
lock-up,few,False,compact cars,1988,22.0,29.0,122.0
manual,few,False,compact cars,1988,23.0,29.0,122.0
lock-up,medium,False,compact cars,1988,17.0,22.0,152.0
manual,medium,False,compact cars,1988,17.0,22.0,152.0
lock-up,medium,False,compact cars,1988,16.0,22.0,168.0
auto,few,False,compact cars,1988,21.0,26.0,109.0
manual,few,False,compact cars,1988,22.0,30.0,109.0
manual,few,False,compact cars,1988,19.0,26.0,109.0
auto,few,False,compact cars,1988,21.0,26.0,109.0
manual,few,False,compact cars,1988,22.0,31.0,109.0
manual,few,False,compact cars,1988,19.0,26.0,109.0
auto,medium,False,compact cars,1988,16.0,20.0,136.0
manual,medium,False,compact cars,1988,17.0,22.0,136.0
auto,few,False,compact cars,1988,18.0,22.0,141.0
manual,few,False,compact cars,1988,19.0,25.0,141.0
auto,medium,False,compact cars,1988,15.0,19.0,174.0
lock-up,many,False,large cars,1988,11.0,16.0,304.0
lock-up,medium,False,large cars,1988,17.0,26.0,231.0
lock-up,medium,False,large cars,1988,17.0,26.0,231.0
lock-up,medium,False,large cars,1988,15.0,22.0,307.0
lock-up,medium,False,large cars,1988,15.0,22.0,275.0
lock-up,medium,False,large cars,1988,15.0,22.0,275.0
lock-up,medium,False,large cars,1988,13.0,20.0,350.0
lock-up,medium,False,large cars,1988,15.0,22.0,305.0
lock-up,medium,False,large cars,1988,11.0,19.0,350.0
lock-up,medium,False,large cars,1988,17.0,25.0,262.0
auto,few,False,large cars,1988,16.0,20.0,153.0
lock-up,few,False,large cars,1988,19.0,29.0,150.0
manual,few,False,large cars,1988,21.0,29.0,150.0
lock-up,medium,False,large cars,1988,16.0,25.0,182.0
lock-up,medium,False,large cars,1988,15.0,22.0,302.0
lock-up,medium,False,large cars,1988,11.0,16.0,351.0
lock-up,medium,False,large cars,1988,15.0,16.0,181.0
lock-up,medium,False,large cars,1988,15.0,23.0,231.0
lock-up,medium,False,large cars,1988,15.0,22.0,302.0
lock-up,medium,False,large cars,1988,15.0,22.0,302.0
lock-up,medium,False,large cars,1988,17.0,26.0,231.0
lock-up,medium,False,large cars,1988,17.0,26.0,231.0
lock-up,medium,False,large cars,1988,17.0,26.0,231.0
auto,medium,False,large cars,1988,8.0,10.0,412.0
lock-up,few,True,large cars,1988,17.0,24.0,121.0
lock-up,few,False,large cars,1988,15.0,22.0,121.0
manual,few,False,large cars,1988,18.0,25.0,121.0
manual,few,True,large cars,1988,18.0,26.0,121.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,307.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,307.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,302.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,302.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,307.0
lock-up,medium,False,large station wagon,1988,15.0,22.0,307.0
manual,medium,True,midsize cars,1988,15.0,23.0,136.0
auto,medium,True,midsize cars,1988,16.0,20.0,136.0
manual,medium,True,midsize cars,1988,16.0,24.0,136.0
auto,medium,False,midsize cars,1988,17.0,21.0,141.0
manual,medium,False,midsize cars,1988,18.0,23.0,141.0
manual,medium,False,midsize cars,1988,16.0,22.0,141.0
lock-up,medium,False,midsize cars,1988,13.0,17.0,209.0
manual,medium,False,midsize cars,1988,14.0,20.0,209.0
lock-up,few,False,midsize cars,1988,21.0,29.0,151.0
lock-up,medium,False,midsize cars,1988,18.0,25.0,173.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,17.0,26.0,231.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,17.0,26.0,231.0
lock-up,medium,False,midsize cars,1988,15.0,22.0,275.0
lock-up,medium,False,midsize cars,1988,15.0,22.0,275.0
manual,medium,False,midsize cars,1988,18.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,17.0,25.0,262.0
lock-up,medium,False,midsize cars,1988,15.0,22.0,305.0
lock-up,few,False,midsize cars,1988,21.0,29.0,151.0
lock-up,medium,False,midsize cars,1988,18.0,25.0,173.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
auto,few,True,midsize cars,1988,18.0,23.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,135.0
manual,few,True,midsize cars,1988,18.0,26.0,135.0
manual,few,False,midsize cars,1988,22.0,31.0,135.0
lock-up,medium,False,midsize cars,1988,15.0,21.0,318.0
lock-up,few,False,midsize cars,1988,21.0,26.0,152.0
manual,few,False,midsize cars,1988,19.0,29.0,152.0
auto,few,True,midsize cars,1988,18.0,23.0,135.0
lock-up,medium,False,midsize cars,1988,17.0,24.0,181.0
auto,few,False,midsize cars,1988,16.0,20.0,153.0
manual,few,False,midsize cars,1988,16.0,24.0,153.0
manual,few,False,midsize cars,1988,22.0,30.0,135.0
lock-up,few,False,midsize cars,1988,21.0,25.0,152.0
lock-up,medium,False,midsize cars,1988,14.0,17.0,318.0
lock-up,medium,False,midsize cars,1988,15.0,21.0,318.0
lock-up,medium,False,midsize cars,1988,11.0,14.0,318.0
lock-up,few,False,midsize cars,1988,21.0,26.0,152.0
lock-up,medium,False,midsize cars,1988,17.0,24.0,181.0
auto,few,True,midsize cars,1988,18.0,23.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,135.0
manual,few,False,midsize cars,1988,22.0,31.0,135.0
manual,few,True,midsize cars,1988,18.0,26.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,152.0
manual,few,False,midsize cars,1988,19.0,29.0,152.0
lock-up,few,False,midsize cars,1988,22.0,27.0,135.0
auto,few,True,midsize cars,1988,18.0,23.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,152.0
auto,few,False,midsize cars,1988,18.0,24.0,132.0
manual,few,False,midsize cars,1988,22.0,30.0,132.0
auto,few,False,midsize cars,1988,18.0,24.0,152.0
manual,few,False,midsize cars,1988,21.0,29.0,152.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,182.0
lock-up,medium,False,midsize cars,1988,16.0,25.0,231.0
lock-up,medium,False,midsize cars,1988,15.0,22.0,302.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,182.0
lock-up,medium,False,midsize cars,1988,16.0,25.0,231.0
lock-up,few,True,midsize cars,1988,17.0,23.0,133.0
lock-up,few,False,midsize cars,1988,19.0,26.0,133.0
manual,few,False,midsize cars,1988,21.0,29.0,133.0
manual,few,True,midsize cars,1988,18.0,26.0,133.0
lock-up,medium,False,midsize cars,1988,17.0,21.0,180.0
manual,medium,False,midsize cars,1988,16.0,22.0,180.0
auto,medium,False,midsize cars,1988,14.0,17.0,256.0
auto,medium,False,midsize cars,1988,11.0,15.0,338.0
auto,medium,False,midsize cars,1988,15.0,17.0,181.0
lock-up,medium,False,midsize cars,1988,15.0,21.0,179.0
manual,medium,False,midsize cars,1988,15.0,21.0,179.0
lock-up,few,False,midsize cars,1988,21.0,29.0,151.0
lock-up,medium,False,midsize cars,1988,18.0,25.0,173.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,17.0,26.0,231.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
manual,medium,False,midsize cars,1988,17.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,16.0,23.0,307.0
lock-up,medium,False,midsize cars,1988,17.0,26.0,231.0
auto,few,True,midsize cars,1988,18.0,23.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,135.0
lock-up,few,False,midsize cars,1988,21.0,26.0,152.0
lock-up,medium,False,midsize cars,1988,15.0,21.0,318.0
lock-up,medium,False,midsize cars,1988,14.0,17.0,318.0
lock-up,medium,False,midsize cars,1988,11.0,14.0,318.0
lock-up,few,False,midsize cars,1988,22.0,27.0,135.0
manual,few,False,midsize cars,1988,22.0,30.0,135.0
lock-up,few,False,midsize cars,1988,21.0,25.0,152.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
manual,medium,False,midsize cars,1988,17.0,26.0,173.0
lock-up,few,False,midsize cars,1988,21.0,29.0,151.0
lock-up,medium,False,midsize cars,1988,18.0,25.0,173.0
lock-up,medium,False,midsize cars,1988,18.0,26.0,173.0
manual,medium,False,midsize cars,1988,18.0,26.0,173.0
lock-up,medium,False,midsize cars,1988,15.0,21.0,191.0
auto,medium,False,midsize cars,1988,8.0,10.0,412.0
auto,medium,False,midsize cars,1988,8.0,10.0,412.0
manual,few,True,midsize cars,1988,18.0,23.0,141.0
manual,few,False,midsize cars,1988,19.0,25.0,141.0
auto,medium,False,midsize cars,1988,15.0,19.0,174.0
auto,few,True,midsize cars,1988,17.0,20.0,141.0
lock-up,few,False,midsize cars,1988,18.0,24.0,141.0
manual,medium,True,midsize station wagons,1988,15.0,23.0,136.0
auto,medium,False,midsize station wagons,1988,16.0,20.0,141.0
manual,medium,False,midsize station wagons,1988,16.0,22.0,141.0
lock-up,few,False,midsize station wagons,1988,19.0,26.0,151.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,173.0
lock-up,medium,False,midsize station wagons,1988,17.0,26.0,231.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,173.0
manual,medium,False,midsize station wagons,1988,17.0,26.0,173.0
lock-up,few,False,midsize station wagons,1988,21.0,29.0,151.0
auto,few,True,midsize station wagons,1988,18.0,23.0,135.0
lock-up,few,False,midsize station wagons,1988,21.0,26.0,152.0
auto,few,False,midsize station wagons,1988,16.0,20.0,153.0
manual,few,False,midsize station wagons,1988,16.0,24.0,153.0
lock-up,few,False,midsize station wagons,1988,21.0,26.0,135.0
manual,few,False,midsize station wagons,1988,22.0,30.0,135.0
lock-up,few,False,midsize station wagons,1988,21.0,26.0,152.0
manual,few,False,midsize station wagons,1988,21.0,30.0,132.0
auto,few,False,midsize station wagons,1988,17.0,22.0,132.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,182.0
lock-up,medium,False,midsize station wagons,1988,16.0,25.0,231.0
lock-up,medium,False,midsize station wagons,1988,17.0,24.0,182.0
lock-up,medium,False,midsize station wagons,1988,15.0,22.0,231.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,182.0
lock-up,medium,False,midsize station wagons,1988,17.0,24.0,182.0
lock-up,medium,False,midsize station wagons,1988,15.0,22.0,231.0
auto,few,False,midsize station wagons,1988,18.0,22.0,141.0
auto,medium,False,midsize station wagons,1988,15.0,19.0,181.0
lock-up,few,False,midsize station wagons,1988,18.0,23.0,120.0
manual,few,False,midsize station wagons,1988,19.0,25.0,120.0
lock-up,few,False,midsize station wagons,1988,19.0,26.0,151.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,173.0
lock-up,medium,False,midsize station wagons,1988,17.0,26.0,231.0
lock-up,few,False,midsize station wagons,1988,17.0,20.0,132.0
manual,few,False,midsize station wagons,1988,16.0,20.0,132.0
lock-up,few,True,midsize station wagons,1988,16.0,20.0,131.0
lock-up,few,False,midsize station wagons,1988,21.0,26.0,152.0
lock-up,few,False,midsize station wagons,1988,21.0,26.0,135.0
manual,few,False,midsize station wagons,1988,22.0,31.0,135.0
lock-up,few,False,midsize station wagons,1988,19.0,26.0,151.0
lock-up,medium,False,midsize station wagons,1988,18.0,26.0,173.0
manual,medium,False,midsize station wagons,1988,17.0,26.0,173.0
auto,few,False,midsize station wagons,1988,18.0,22.0,141.0
manual,few,False,midsize station wagons,1988,19.0,26.0,141.0
auto,few,True,midsize station wagons,1988,17.0,20.0,141.0
lock-up,few,False,midsize station wagons,1988,18.0,24.0,141.0
manual,few,True,midsize station wagons,1988,18.0,23.0,141.0
manual,few,False,midsize station wagons,1988,19.0,26.0,141.0
manual,few,False,minicompact cars,1988,44.0,51.0,61.0
manual,few,True,minicompact cars,1988,31.0,39.0,61.0
manual,medium,False,minicompact cars,1988,11.0,17.0,194.0
manual,few,False,minicompact cars,1988,21.0,29.0,85.0
manual,few,False,minicompact cars,1988,21.0,29.0,85.0
manual,few,True,minicompact cars,1988,31.0,39.0,61.0
auto,few,False,minicompact cars,1988,17.0,20.0,151.0
manual,medium,False,minicompact cars,1988,16.0,23.0,193.0
manual,medium,True,minicompact cars,1988,15.0,20.0,201.0
auto,few,False,minicompact cars,1988,18.0,21.0,151.0
manual,few,False,minicompact cars,1988,18.0,26.0,151.0
auto,medium,False,minicompact cars,1988,15.0,20.0,302.0
manual,medium,False,minicompact cars,1988,14.0,21.0,302.0
manual,few,False,minicompact cars,1988,18.0,26.0,151.0
manual,few,False,minicompact cars,1988,17.0,24.0,151.0
manual,few,True,minicompact cars,1988,17.0,25.0,151.0
manual,few,True,minicompact cars,1988,31.0,39.0,61.0
lock-up,few,False,minicompact cars,1988,22.0,29.0,122.0
manual,few,False,minicompact cars,1988,23.0,29.0,122.0
manual,medium,False,minicompact cars,1988,15.0,24.0,193.0
auto,few,False,minicompact cars,1988,19.0,22.0,109.0
manual,few,False,minicompact cars,1988,21.0,25.0,109.0
manual,medium,False,small pickup trucks 2wd,1988,17.0,24.0,173.0
lock-up,few,False,small pickup trucks 2wd,1988,18.0,26.0,151.0
manual,few,False,small pickup trucks 2wd,1988,21.0,27.0,151.0
lock-up,medium,False,small pickup trucks 2wd,1988,15.0,23.0,173.0
manual,medium,False,small pickup trucks 2wd,1988,17.0,23.0,173.0
lock-up,medium,False,small pickup trucks 2wd,1988,16.0,21.0,262.0
auto,few,False,small pickup trucks 2wd,1988,21.0,24.0,122.0
manual,few,False,small pickup trucks 2wd,1988,21.0,26.0,122.0
auto,few,False,small pickup trucks 2wd,1988,18.0,20.0,156.0
manual,few,False,small pickup trucks 2wd,1988,18.0,23.0,156.0
lock-up,few,False,small pickup trucks 2wd,1988,18.0,23.0,133.0
manual,few,False,small pickup trucks 2wd,1988,18.0,24.0,133.0
manual,few,False,small pickup trucks 2wd,1988,19.0,24.0,122.0
lock-up,few,False,small pickup trucks 2wd,1988,19.0,25.0,140.0
manual,few,False,small pickup trucks 2wd,1988,21.0,26.0,140.0
lock-up,medium,False,small pickup trucks 2wd,1988,16.0,20.0,179.0
manual,medium,False,small pickup trucks 2wd,1988,17.0,22.0,179.0
lock-up,few,False,small pickup trucks 2wd,1988,18.0,26.0,151.0
manual,few,False,small pickup trucks 2wd,1988,21.0,27.0,151.0
lock-up,medium,False,small pickup trucks 2wd,1988,15.0,23.0,173.0
manual,medium,False,small pickup trucks 2wd,1988,17.0,23.0,173.0
manual,medium,False,small pickup trucks 2wd,1988,17.0,24.0,173.0
lock-up,medium,False,small pickup trucks 2wd,1988,16.0,21.0,262.0
manual,few,False,small pickup trucks 2wd,1988,17.0,22.0,156.0
lock-up,few,False,small pickup trucks 2wd,1988,17.0,21.0,156.0
manual,few,False,small pickup trucks 2wd,1988,19.0,22.0,138.0
lock-up,few,False,small pickup trucks 2wd,1988,18.0,23.0,133.0
manual,few,False,small pickup trucks 2wd,1988,16.0,22.0,156.0
manual,few,False,small pickup trucks 2wd,1988,18.0,23.0,133.0
manual,few,False,small pickup trucks 2wd,1988,18.0,24.0,133.0
lock-up,few,False,small pickup trucks 2wd,1988,16.0,20.0,156.0
auto,few,False,small pickup trucks 2wd,1988,21.0,24.0,122.0
manual,few,False,small pickup trucks 2wd,1988,21.0,26.0,122.0
auto,few,False,small pickup trucks 2wd,1988,18.0,20.0,156.0
manual,few,False,small pickup trucks 2wd,1988,18.0,23.0,156.0
manual,medium,False,small pickup trucks 2wd,1988,15.0,22.0,181.0
lock-up,few,False,small pickup trucks 2wd,1988,18.0,24.0,146.0
manual,few,False,small pickup trucks 2wd,1988,18.0,22.0,146.0
manual,few,False,small pickup trucks 2wd,1988,19.0,24.0,146.0
lock-up,medium,False,small pickup trucks 2wd,1988,16.0,20.0,181.0
manual,few,False,small pickup trucks 2wd,1988,18.0,21.0,144.0
manual,few,False,small pickup trucks 2wd,1988,21.0,25.0,144.0
manual,few,False,small pickup trucks 2wd,1988,18.0,23.0,144.0
manual,few,False,small pickup trucks 2wd,1988,18.0,23.0,144.0
manual,few,True,small pickup trucks 2wd,1988,18.0,22.0,144.0
manual,few,False,small pickup trucks 2wd,1988,21.0,25.0,144.0
auto,few,False,small pickup trucks 2wd,1988,19.0,21.0,144.0
manual,medium,False,small pickup trucks 4wd,1988,16.0,21.0,179.0
lock-up,medium,False,small pickup trucks 4wd,1988,15.0,20.0,179.0
manual,few,False,small pickup trucks 4wd,1988,15.0,20.0,156.0
manual,few,False,small pickup trucks 4wd,1988,19.0,25.0,140.0
lock-up,few,False,small pickup trucks 4wd,1988,15.0,17.0,156.0
manual,few,False,small pickup trucks 4wd,1988,15.0,20.0,156.0
lock-up,few,False,small station wagons,1988,22.0,29.0,121.0
manual,few,False,small station wagons,1988,22.0,33.0,121.0
lock-up,few,False,small station wagons,1988,21.0,29.0,122.0
manual,few,False,small station wagons,1988,23.0,35.0,122.0
lock-up,medium,False,small station wagons,1988,18.0,25.0,173.0
manual,medium,False,small station wagons,1988,18.0,26.0,173.0
lock-up,few,False,small station wagons,1988,22.0,29.0,121.0
manual,few,False,small station wagons,1988,22.0,33.0,121.0
manual,few,False,small station wagons,1988,26.0,32.0,90.0
lock-up,few,False,small station wagons,1988,21.0,22.0,122.0
manual,few,False,small station wagons,1988,21.0,26.0,122.0
lock-up,few,False,small station wagons,1988,24.0,27.0,90.0
auto,few,False,small station wagons,1988,21.0,27.0,113.0
manual,few,False,small station wagons,1988,28.0,38.0,113.0
manual,few,False,small station wagons,1988,24.0,33.0,113.0
lock-up,few,False,small station wagons,1988,24.0,30.0,91.0
lock-up,few,False,small station wagons,1988,24.0,30.0,91.0
manual,few,False,small station wagons,1988,28.0,33.0,91.0
manual,few,False,small station wagons,1988,22.0,25.0,97.0
auto,few,False,small station wagons,1988,22.0,26.0,97.0
manual,few,False,small station wagons,1988,24.0,32.0,97.0
auto,few,False,small station wagons,1988,21.0,26.0,98.0
manual,few,False,small station wagons,1988,24.0,30.0,98.0
lock-up,few,False,small station wagons,1988,24.0,27.0,90.0
manual,few,False,small station wagons,1988,26.0,32.0,90.0
lock-up,few,False,small station wagons,1988,21.0,22.0,122.0
lock-up,medium,False,small station wagons,1988,16.0,22.0,181.0
lock-up,few,False,small station wagons,1988,23.0,26.0,98.0
manual,few,False,small station wagons,1988,24.0,32.0,98.0
manual,few,False,small station wagons,1988,22.0,26.0,98.0
manual,few,False,small station wagons,1988,21.0,29.0,85.0
manual,few,False,small station wagons,1988,22.0,33.0,121.0
lock-up,few,False,small station wagons,1988,22.0,29.0,121.0
lock-up,few,False,small station wagons,1988,23.0,29.0,122.0
manual,few,False,small station wagons,1988,23.0,35.0,122.0
lock-up,few,False,small station wagons,1988,21.0,22.0,122.0
manual,few,False,small station wagons,1988,21.0,26.0,122.0
lock-up,few,False,small station wagons,1988,24.0,27.0,90.0
manual,few,False,small station wagons,1988,26.0,32.0,90.0
lock-up,few,False,small station wagons,1988,23.0,29.0,122.0
manual,few,False,small station wagons,1988,23.0,35.0,122.0
auto,few,True,small station wagons,1988,19.0,22.0,109.0
lock-up,few,False,small station wagons,1988,22.0,25.0,109.0
manual,few,False,small station wagons,1988,22.0,29.0,109.0
lock-up,few,True,small station wagons,1988,18.0,25.0,109.0
manual,few,True,small station wagons,1988,18.0,23.0,109.0
manual,few,False,small station wagons,1988,26.0,32.0,97.0
auto,few,False,small station wagons,1988,21.0,23.0,89.0
lock-up,few,False,small station wagons,1988,21.0,26.0,97.0
lock-up,few,False,small station wagons,1988,22.0,27.0,122.0
manual,few,False,small station wagons,1988,23.0,29.0,122.0
lock-up,medium,False,small station wagons,1988,17.0,22.0,152.0
manual,few,False,small station wagons,1988,21.0,26.0,97.0
lock-up,few,False,small station wagons,1988,23.0,27.0,97.0
manual,few,False,small station wagons,1988,23.0,27.0,89.0
manual,medium,False,small station wagons,1988,15.0,20.0,136.0
manual,medium,False,small station wagons,1988,17.0,21.0,136.0
manual,few,False,small station wagons,1988,22.0,27.0,109.0
auto,medium,False,small station wagons,1988,16.0,20.0,136.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,15.0,21.0,275.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,14.0,15.0,173.0
manual,medium,False,special purpose vechicles cab chassis,1988,14.0,14.0,173.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,14.0,17.0,239.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,14.0,17.0,239.0
manual,medium,False,special purpose vechicles cab chassis,1988,11.0,15.0,239.0
auto,medium,False,special purpose vechicles cab chassis,1988,10.0,12.0,360.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,14.0,15.0,173.0
manual,medium,False,special purpose vechicles cab chassis,1988,14.0,14.0,173.0
lock-up,medium,False,special purpose vechicles cab chassis,1988,11.0,11.0,181.0
manual,medium,False,special purpose vechicles cab chassis,1988,13.0,13.0,181.0
auto,few,False,special purpose vechicles cab chassis,1988,11.0,12.0,144.0
manual,few,False,special purpose vechicles cab chassis,1988,14.0,14.0,144.0
lock-up,medium,False,special purpose vehicles 2wd,1988,11.0,17.0,350.0
lock-up,medium,True,special purpose vehicles 2wd,1988,15.0,21.0,379.0
lock-up,few,False,special purpose vehicles 2wd,1988,18.0,23.0,151.0
manual,few,False,special purpose vehicles 2wd,1988,19.0,26.0,151.0
lock-up,medium,False,special purpose vehicles 2wd,1988,15.0,22.0,173.0
manual,medium,False,special purpose vehicles 2wd,1988,16.0,21.0,173.0
manual,medium,False,special purpose vehicles 2wd,1988,16.0,23.0,173.0
lock-up,medium,False,special purpose vehicles 2wd,1988,16.0,21.0,262.0
lock-up,medium,False,special purpose vehicles 2wd,1988,16.0,21.0,181.0
auto,medium,False,special purpose vehicles 2wd,1988,11.0,13.0,318.0
lock-up,medium,False,special purpose vehicles 2wd,1988,13.0,16.0,318.0
auto,medium,False,special purpose vehicles 2wd,1988,10.0,12.0,360.0
auto,few,False,special purpose vehicles 2wd,1988,18.0,21.0,152.0
manual,few,False,special purpose vehicles 2wd,1988,18.0,26.0,152.0
lock-up,medium,False,special purpose vehicles 2wd,1988,16.0,21.0,181.0
lock-up,medium,False,special purpose vehicles 2wd,1988,15.0,20.0,179.0
manual,medium,False,special purpose vehicles 2wd,1988,17.0,22.0,179.0
manual,medium,False,special purpose vehicles 2wd,1988,16.0,23.0,173.0
lock-up,medium,False,special purpose vehicles 2wd,1988,16.0,21.0,262.0
