transmission,cylinder,turbo,car_size,year,mpg_city,mpg_highway,displacement
manual,few,False,7,1984,34.0,47.0,89.0
auto,few,False,7,1984,28.0,34.0,89.0
manual,few,False,7,1984,31.0,41.0,89.0
auto,few,True,7,1984,32.0,43.0,97.0
auto,few,True,7,1984,32.0,43.0,97.0
manual,few,True,7,1984,42.0,50.0,97.0
manual,few,True,7,1984,41.0,50.0,97.0
auto,medium,False,7,1984,20.0,29.0,131.0
manual,medium,False,7,1984,20.0,29.0,131.0
auto,medium,False,8,1984,19.0,28.0,131.0
manual,medium,False,8,1984,20.0,32.0,131.0
auto,few,False,8,1984,24.0,37.0,151.0
auto,medium,False,8,1984,19.0,29.0,181.0
auto,medium,False,8,1984,20.0,32.0,231.0
auto,medium,False,8,1984,27.0,43.0,263.0
auto,few,False,8,1984,25.0,39.0,151.0
manual,few,False,8,1984,25.0,38.0,151.0
auto,medium,False,8,1984,20.0,30.0,173.0
auto,medium,False,8,1984,20.0,32.0,173.0
auto,medium,False,8,1984,27.0,43.0,263.0
auto,few,False,8,1984,24.0,33.0,135.0
auto,few,False,8,1984,23.0,31.0,156.0
auto,few,False,8,1984,26.0,36.0,135.0
manual,few,False,8,1984,28.0,40.0,135.0
manual,few,False,8,1984,27.0,41.0,135.0
auto,few,False,8,1984,23.0,31.0,156.0
auto,medium,False,8,1984,20.0,27.0,231.0
auto,medium,False,8,1984,21.0,32.0,231.0
auto,medium,False,8,1984,20.0,28.0,232.0
auto,medium,False,8,1984,20.0,27.0,231.0
auto,medium,False,8,1984,21.0,32.0,231.0
auto,medium,False,8,1984,20.0,28.0,232.0
auto,medium,True,8,1984,27.0,33.0,183.0
auto,medium,True,8,1984,26.0,32.0,183.0
auto,few,False,8,1984,25.0,39.0,151.0
auto,medium,False,8,1984,19.0,29.0,181.0
auto,medium,False,8,1984,20.0,32.0,231.0
auto,medium,False,8,1984,27.0,43.0,263.0
auto,few,False,8,1984,21.0,25.0,120.0
manual,few,False,8,1984,22.0,31.0,120.0
auto,few,True,8,1984,27.0,31.0,141.0
auto,few,True,8,1984,27.0,32.0,141.0
auto,few,False,8,1984,26.0,36.0,135.0
manual,few,False,8,1984,28.0,40.0,135.0
manual,few,False,8,1984,27.0,41.0,135.0
auto,few,False,8,1984,23.0,31.0,156.0
auto,few,False,8,1984,25.0,39.0,151.0
auto,medium,False,8,1984,20.0,30.0,173.0
auto,medium,False,8,1984,20.0,32.0,173.0
auto,medium,False,8,1984,27.0,43.0,263.0
auto,few,True,8,1984,20.0,27.0,130.0
manual,few,True,8,1984,20.0,29.0,130.0
auto,few,False,8,1984,23.0,30.0,141.0
auto,few,False,8,1984,22.0,31.0,141.0
manual,few,False,8,1984,24.0,35.0,141.0
manual,few,False,8,1984,25.0,34.0,141.0
auto,medium,False,8,1984,28.0,36.0,145.0
manual,medium,False,8,1984,30.0,43.0,145.0
auto,medium,False,9,1984,17.0,28.0,307.0
auto,medium,False,9,1984,23.0,37.0,350.0
auto,medium,False,9,1984,16.0,25.0,305.0
auto,medium,False,9,1984,23.0,37.0,350.0
auto,medium,False,9,1984,17.0,27.0,302.0
auto,medium,False,9,1984,17.0,27.0,302.0
auto,medium,False,9,1984,17.0,28.0,307.0
auto,medium,False,9,1984,23.0,37.0,350.0
auto,medium,False,9,1984,16.0,25.0,305.0
auto,medium,False,9,1984,23.0,37.0,350.0
manual,few,False,10,1984,27.0,40.0,119.0
manual,few,False,10,1984,29.0,43.0,119.0
auto,few,False,10,1984,22.0,33.0,121.0
manual,few,False,10,1984,24.0,35.0,121.0
manual,few,False,10,1984,25.0,36.0,121.0
manual,few,False,10,1984,33.0,43.0,137.0
manual,few,False,10,1984,34.0,45.0,137.0
auto,medium,False,10,1984,20.0,31.0,173.0
manual,medium,False,10,1984,20.0,29.0,173.0
manual,medium,False,10,1984,20.0,31.0,173.0
manual,few,False,10,1984,31.0,43.0,119.0
auto,few,False,10,1984,23.0,29.0,146.0
manual,few,False,10,1984,25.0,35.0,146.0
manual,few,False,10,1984,34.0,42.0,152.0
auto,few,False,10,1984,23.0,34.0,135.0
manual,few,False,10,1984,26.0,39.0,135.0
manual,few,False,10,1984,25.0,40.0,135.0
auto,few,False,10,1984,25.0,29.0,122.0
auto,few,False,10,1984,23.0,28.0,122.0
manual,few,False,10,1984,26.0,32.0,122.0
manual,few,False,10,1984,25.0,31.0,122.0
manual,few,False,10,1984,27.0,38.0,122.0
manual,few,False,10,1984,27.0,36.0,122.0
manual,few,True,10,1984,33.0,44.0,143.0
auto,few,False,10,1984,22.0,26.0,156.0
auto,few,False,10,1984,24.0,28.0,156.0
manual,few,False,10,1984,22.0,32.0,156.0
manual,few,False,10,1984,22.0,32.0,156.0
manual,few,False,10,1984,26.0,35.0,120.0
manual,few,False,10,1984,27.0,39.0,122.0
manual,few,False,10,1984,25.0,36.0,122.0
manual,few,False,10,1984,32.0,39.0,134.0
auto,few,False,10,1984,22.0,30.0,140.0
manual,few,False,10,1984,24.0,33.0,140.0
manual,few,False,10,1984,21.0,30.0,140.0
manual,few,False,10,1984,24.0,34.0,140.0
manual,few,False,10,1984,21.0,30.0,140.0
auto,medium,False,10,1984,20.0,29.0,171.0
manual,medium,False,10,1984,22.0,32.0,171.0
manual,medium,False,10,1984,21.0,33.0,171.0
manual,few,False,10,1984,27.0,40.0,119.0
manual,few,False,10,1984,29.0,43.0,119.0
auto,few,False,10,1984,22.0,33.0,121.0
manual,few,False,10,1984,24.0,35.0,121.0
manual,few,False,10,1984,25.0,36.0,121.0
manual,few,False,10,1984,33.0,43.0,137.0
manual,few,False,10,1984,34.0,45.0,137.0
auto,medium,False,10,1984,20.0,31.0,173.0
manual,medium,False,10,1984,20.0,29.0,173.0
manual,medium,False,10,1984,20.0,31.0,173.0
auto,few,False,10,1984,23.0,28.0,119.0
manual,few,False,10,1984,28.0,39.0,119.0
manual,few,False,10,1984,26.0,37.0,119.0
auto,few,False,10,1984,30.0,34.0,137.0
manual,few,False,10,1984,38.0,49.0,137.0
manual,few,False,10,1984,36.0,46.0,137.0
auto,few,False,10,1984,25.0,29.0,122.0
auto,few,False,10,1984,23.0,28.0,122.0
manual,few,False,10,1984,26.0,32.0,122.0
manual,few,False,10,1984,25.0,31.0,122.0
manual,few,False,10,1984,27.0,38.0,122.0
manual,few,False,10,1984,27.0,36.0,122.0
manual,few,True,10,1984,33.0,44.0,143.0
auto,few,False,10,1984,22.0,26.0,156.0
auto,few,False,10,1984,24.0,28.0,156.0
manual,few,False,10,1984,22.0,32.0,156.0
manual,few,False,10,1984,22.0,32.0,156.0
auto,few,False,10,1984,22.0,28.0,120.0
manual,few,False,10,1984,26.0,35.0,120.0
manual,few,False,10,1984,27.0,37.0,120.0
manual,few,False,10,1984,32.0,40.0,135.0
manual,few,False,11,1984,21.0,27.0,146.0
manual,few,False,11,1984,22.0,28.0,122.0
manual,few,False,11,1984,24.0,29.0,122.0
manual,few,True,11,1984,30.0,39.0,143.0
auto,few,False,11,1984,20.0,24.0,156.0
auto,few,False,11,1984,21.0,25.0,156.0
manual,few,False,11,1984,21.0,28.0,156.0
manual,few,False,11,1984,22.0,29.0,156.0
manual,few,False,11,1984,22.0,29.0,140.0
manual,few,False,11,1984,20.0,29.0,140.0
manual,few,False,11,1984,22.0,32.0,140.0
manual,few,False,11,1984,20.0,30.0,140.0
auto,medium,False,11,1984,18.0,23.0,171.0
manual,medium,False,11,1984,21.0,30.0,171.0
manual,medium,False,11,1984,19.0,29.0,171.0
manual,few,False,11,1984,24.0,29.0,119.0
manual,few,False,11,1984,32.0,34.0,137.0
manual,few,False,11,1984,23.0,28.0,59.0
manual,few,False,11,1984,24.0,33.0,150.0
manual,few,False,11,1984,23.0,32.0,150.0
manual,few,False,11,1984,24.0,32.0,150.0
auto,medium,False,11,1984,20.0,28.0,258.0
manual,medium,False,11,1984,20.0,25.0,258.0
manual,medium,False,11,1984,20.0,27.0,258.0
manual,few,False,11,1984,22.0,28.0,122.0
manual,few,False,11,1984,24.0,29.0,122.0
manual,few,True,11,1984,30.0,39.0,143.0
auto,few,False,11,1984,20.0,24.0,156.0
auto,few,False,11,1984,21.0,25.0,156.0
manual,few,False,11,1984,21.0,28.0,156.0
manual,few,False,11,1984,22.0,29.0,156.0
manual,few,False,11,1984,28.0,30.0,59.0
auto,medium,False,12,1984,17.0,24.0,250.0
auto,medium,False,12,1984,18.0,26.0,250.0
manual,medium,False,12,1984,19.0,26.0,250.0
manual,medium,False,12,1984,19.0,27.0,250.0
auto,medium,False,12,1984,16.0,22.0,305.0
auto,medium,False,12,1984,17.0,25.0,305.0
manual,medium,False,12,1984,17.0,23.0,305.0
manual,medium,False,12,1984,18.0,24.0,305.0
auto,medium,False,12,1984,21.0,30.0,379.0
manual,medium,False,12,1984,23.0,30.0,379.0
manual,medium,False,12,1984,23.0,28.0,379.0
auto,medium,False,12,1984,16.0,23.0,250.0
manual,medium,False,12,1984,16.0,21.0,250.0
auto,medium,False,12,1984,16.0,23.0,305.0
manual,medium,False,12,1984,15.0,20.0,305.0
auto,medium,False,12,1984,21.0,30.0,379.0
manual,medium,False,12,1984,23.0,30.0,379.0
manual,medium,False,12,1984,21.0,26.0,379.0
auto,medium,False,12,1984,19.0,26.0,229.0
auto,medium,False,12,1984,19.0,30.0,229.0
auto,medium,False,12,1984,17.0,25.0,305.0
auto,medium,False,12,1984,18.0,28.0,305.0
auto,medium,False,12,1984,22.0,34.0,350.0
auto,medium,False,12,1984,23.0,37.0,350.0
auto,medium,False,12,1984,17.0,23.0,225.0
manual,medium,False,12,1984,18.0,26.0,225.0
manual,medium,False,12,1984,18.0,23.0,225.0
auto,medium,False,12,1984,14.0,19.0,318.0
manual,medium,False,12,1984,14.0,22.0,318.0
manual,medium,False,12,1984,13.0,20.0,318.0
auto,medium,False,12,1984,13.0,17.0,318.0
auto,medium,False,12,1984,12.0,16.0,360.0
auto,medium,False,12,1984,17.0,23.0,225.0
manual,medium,False,12,1984,18.0,23.0,225.0
auto,medium,False,12,1984,14.0,19.0,318.0
manual,medium,False,12,1984,12.0,17.0,318.0
auto,medium,False,12,1984,13.0,15.0,318.0
auto,medium,False,12,1984,12.0,16.0,360.0
auto,medium,False,12,1984,16.0,21.0,300.0
auto,medium,False,12,1984,17.0,25.0,300.0
manual,medium,False,12,1984,19.0,26.0,300.0
manual,medium,False,12,1984,20.0,30.0,300.0
auto,medium,False,12,1984,14.0,17.0,302.0
auto,medium,False,12,1984,15.0,22.0,302.0
manual,medium,False,12,1984,15.0,21.0,302.0
manual,medium,False,12,1984,16.0,24.0,302.0
auto,medium,False,12,1984,13.0,16.0,351.0
manual,medium,False,12,1984,13.0,20.0,351.0
manual,medium,False,12,1984,13.0,17.0,351.0
auto,medium,False,12,1984,13.0,17.0,351.0
auto,medium,False,12,1984,15.0,20.0,300.0
manual,medium,False,12,1984,17.0,21.0,300.0
auto,medium,False,12,1984,15.0,21.0,302.0
manual,medium,False,12,1984,16.0,24.0,302.0
manual,medium,False,12,1984,14.0,20.0,302.0
auto,medium,False,12,1984,13.0,15.0,351.0
manual,medium,False,12,1984,13.0,17.0,351.0
auto,medium,False,12,1984,13.0,17.0,351.0
auto,medium,False,12,1984,19.0,26.0,229.0
auto,medium,False,12,1984,19.0,30.0,229.0
auto,medium,False,12,1984,17.0,25.0,305.0
auto,medium,False,12,1984,18.0,28.0,305.0
auto,medium,False,12,1984,22.0,34.0,350.0
auto,medium,False,12,1984,23.0,37.0,350.0
auto,medium,False,12,1984,17.0,24.0,250.0
auto,medium,False,12,1984,18.0,26.0,250.0
manual,medium,False,12,1984,19.0,26.0,250.0
manual,medium,False,12,1984,19.0,27.0,250.0
auto,medium,False,12,1984,16.0,22.0,305.0
auto,medium,False,12,1984,17.0,25.0,305.0
manual,medium,False,12,1984,17.0,23.0,305.0
manual,medium,False,12,1984,18.0,24.0,305.0
auto,medium,False,12,1984,21.0,30.0,379.0
manual,medium,False,12,1984,23.0,30.0,379.0
manual,medium,False,12,1984,23.0,28.0,379.0
auto,medium,False,12,1984,16.0,23.0,250.0
manual,medium,False,12,1984,16.0,21.0,250.0
auto,medium,False,12,1984,16.0,23.0,305.0
manual,medium,False,12,1984,15.0,20.0,305.0
auto,medium,False,12,1984,21.0,30.0,379.0
manual,medium,False,12,1984,23.0,30.0,379.0
manual,medium,False,12,1984,21.0,26.0,379.0
auto,few,False,12,1984,23.0,27.0,144.0
manual,few,False,12,1984,28.0,37.0,144.0
manual,few,False,12,1984,24.0,32.0,144.0
auto,few,False,12,1984,24.0,30.0,144.0
manual,few,False,12,1984,25.0,33.0,144.0
manual,few,False,12,1984,37.0,45.0,149.0
manual,few,False,12,1984,35.0,44.0,149.0
auto,medium,False,13,1984,17.0,24.0,250.0
manual,medium,False,13,1984,16.0,23.0,250.0
manual,medium,False,13,1984,16.0,22.0,250.0
auto,medium,False,13,1984,16.0,22.0,305.0
manual,medium,False,13,1984,14.0,21.0,305.0
manual,medium,False,13,1984,15.0,22.0,305.0
auto,medium,False,13,1984,20.0,28.0,379.0
manual,medium,False,13,1984,21.0,27.0,379.0
manual,medium,False,13,1984,21.0,25.0,379.0
auto,medium,False,13,1984,13.0,20.0,350.0
manual,medium,False,13,1984,13.0,18.0,350.0
auto,medium,False,13,1984,20.0,28.0,379.0
manual,medium,False,13,1984,21.0,27.0,379.0
manual,medium,False,13,1984,20.0,25.0,379.0
manual,few,False,13,1984,23.0,32.0,121.0
manual,few,False,13,1984,22.0,33.0,121.0
auto,medium,False,13,1984,20.0,30.0,173.0
manual,medium,False,13,1984,19.0,28.0,173.0
manual,medium,False,13,1984,19.0,30.0,173.0
manual,medium,False,13,1984,16.0,20.0,225.0
auto,medium,False,13,1984,13.0,17.0,318.0
manual,medium,False,13,1984,12.0,17.0,318.0
auto,medium,False,13,1984,12.0,16.0,318.0
auto,medium,False,13,1984,11.0,16.0,360.0
auto,medium,False,13,1984,13.0,17.0,318.0
manual,medium,False,13,1984,12.0,17.0,318.0
auto,medium,False,13,1984,11.0,15.0,360.0
auto,medium,False,13,1984,15.0,18.0,300.0
manual,medium,False,13,1984,17.0,24.0,300.0
manual,medium,False,13,1984,17.0,21.0,300.0
auto,medium,False,13,1984,14.0,17.0,302.0
manual,medium,False,13,1984,14.0,21.0,302.0
manual,medium,False,13,1984,14.0,19.0,302.0
auto,medium,False,13,1984,12.0,15.0,351.0
manual,medium,False,13,1984,13.0,20.0,351.0
manual,medium,False,13,1984,13.0,17.0,351.0
auto,medium,False,13,1984,12.0,16.0,351.0
auto,medium,False,13,1984,15.0,18.0,300.0
manual,medium,False,13,1984,16.0,20.0,300.0
auto,medium,False,13,1984,14.0,17.0,302.0
manual,medium,False,13,1984,14.0,19.0,302.0
auto,medium,False,13,1984,12.0,15.0,351.0
manual,medium,False,13,1984,13.0,17.0,351.0
auto,medium,False,13,1984,12.0,16.0,351.0
auto,medium,False,13,1984,17.0,24.0,250.0
manual,medium,False,13,1984,16.0,23.0,250.0
manual,medium,False,13,1984,16.0,22.0,250.0
auto,medium,False,13,1984,16.0,22.0,305.0
manual,medium,False,13,1984,14.0,21.0,305.0
manual,medium,False,13,1984,15.0,22.0,305.0
auto,medium,False,13,1984,20.0,28.0,379.0
manual,medium,False,13,1984,21.0,27.0,379.0
manual,medium,False,13,1984,21.0,25.0,379.0
auto,medium,False,13,1984,13.0,20.0,350.0
manual,medium,False,13,1984,13.0,18.0,350.0
auto,medium,False,13,1984,20.0,28.0,379.0
manual,medium,False,13,1984,21.0,27.0,379.0
manual,medium,False,13,1984,20.0,25.0,379.0
manual,few,False,13,1984,23.0,32.0,121.0
manual,few,False,13,1984,22.0,33.0,121.0
auto,medium,False,13,1984,20.0,30.0,173.0
manual,medium,False,13,1984,19.0,28.0,173.0
manual,medium,False,13,1984,19.0,30.0,173.0
auto,medium,False,13,1984,19.0,26.0,258.0
manual,medium,False,13,1984,18.0,24.0,258.0
auto,medium,False,13,1984,12.0,16.0,360.0
auto,medium,False,13,1984,12.0,16.0,360.0
manual,few,False,13,1984,21.0,29.0,144.0
manual,few,False,13,1984,31.0,36.0,149.0
auto,medium,False,14,1984,17.0,24.0,250.0
auto,medium,False,14,1984,17.0,25.0,250.0
manual,medium,False,14,1984,18.0,24.0,250.0
manual,medium,False,14,1984,18.0,26.0,250.0
auto,medium,False,14,1984,16.0,22.0,305.0
auto,medium,False,14,1984,16.0,25.0,305.0
manual,medium,False,14,1984,17.0,23.0,305.0
manual,medium,False,14,1984,18.0,24.0,305.0
auto,medium,False,14,1984,21.0,30.0,379.0
manual,medium,False,14,1984,23.0,30.0,379.0
auto,medium,False,14,1984,16.0,23.0,250.0
manual,medium,False,14,1984,16.0,21.0,250.0
auto,medium,False,14,1984,17.0,23.0,225.0
manual,medium,False,14,1984,19.0,26.0,225.0
auto,medium,False,14,1984,14.0,19.0,318.0
manual,medium,False,14,1984,14.0,22.0,318.0
auto,medium,False,14,1984,13.0,16.0,318.0
auto,medium,False,14,1984,12.0,16.0,360.0
auto,medium,False,14,1984,14.0,19.0,318.0
auto,medium,False,14,1984,13.0,15.0,318.0
auto,medium,False,14,1984,12.0,16.0,360.0
auto,medium,False,14,1984,16.0,21.0,300.0
auto,medium,False,14,1984,17.0,25.0,300.0
manual,medium,False,14,1984,19.0,25.0,300.0
manual,medium,False,14,1984,15.0,21.0,300.0
manual,medium,False,14,1984,20.0,30.0,300.0
auto,medium,False,14,1984,15.0,21.0,302.0
manual,medium,False,14,1984,15.0,21.0,302.0
auto,medium,False,14,1984,13.0,15.0,351.0
auto,medium,False,14,1984,13.0,17.0,351.0
auto,medium,False,14,1984,15.0,19.0,300.0
auto,medium,False,14,1984,14.0,21.0,300.0
manual,medium,False,14,1984,17.0,21.0,300.0
auto,medium,False,14,1984,14.0,21.0,302.0
auto,medium,False,14,1984,12.0,15.0,351.0
auto,medium,False,14,1984,12.0,16.0,351.0
auto,medium,False,14,1984,17.0,24.0,250.0
auto,medium,False,14,1984,17.0,25.0,250.0
manual,medium,False,14,1984,18.0,24.0,250.0
manual,medium,False,14,1984,18.0,26.0,250.0
auto,medium,False,14,1984,16.0,22.0,305.0
auto,medium,False,14,1984,16.0,25.0,305.0
manual,medium,False,14,1984,17.0,23.0,305.0
manual,medium,False,14,1984,18.0,24.0,305.0
auto,medium,False,14,1984,21.0,30.0,379.0
manual,medium,False,14,1984,23.0,30.0,379.0
auto,medium,False,14,1984,16.0,23.0,250.0
manual,medium,False,14,1984,16.0,21.0,250.0
auto,few,False,14,1984,24.0,31.0,122.0
manual,few,False,14,1984,25.0,31.0,122.0
auto,medium,False,15,1984,16.0,22.0,250.0
auto,medium,False,15,1984,16.0,23.0,250.0
manual,medium,False,15,1984,16.0,21.0,250.0
auto,medium,False,15,1984,14.0,20.0,305.0
auto,medium,False,15,1984,15.0,21.0,305.0
auto,medium,False,15,1984,14.0,21.0,350.0
auto,medium,False,15,1984,20.0,30.0,379.0
manual,medium,False,15,1984,21.0,27.0,379.0
auto,medium,False,15,1984,12.0,17.0,350.0
auto,medium,False,15,1984,16.0,22.0,225.0
manual,medium,False,15,1984,18.0,25.0,225.0
auto,medium,False,15,1984,14.0,19.0,318.0
manual,medium,False,15,1984,13.0,21.0,318.0
auto,medium,False,15,1984,11.0,15.0,360.0
auto,medium,False,15,1984,13.0,18.0,318.0
auto,medium,False,15,1984,10.0,14.0,360.0
auto,medium,False,15,1984,14.0,19.0,300.0
auto,medium,False,15,1984,15.0,21.0,300.0
manual,medium,False,15,1984,16.0,23.0,300.0
auto,medium,False,15,1984,14.0,21.0,302.0
manual,medium,False,15,1984,14.0,21.0,302.0
auto,medium,False,15,1984,12.0,15.0,351.0
auto,medium,False,15,1984,12.0,16.0,351.0
auto,medium,False,15,1984,16.0,22.0,250.0
auto,medium,False,15,1984,16.0,23.0,250.0
manual,medium,False,15,1984,16.0,21.0,250.0
auto,medium,False,15,1984,14.0,20.0,305.0
auto,medium,False,15,1984,15.0,21.0,305.0
auto,medium,False,15,1984,14.0,21.0,350.0
auto,medium,False,15,1984,20.0,30.0,379.0
manual,medium,False,15,1984,21.0,27.0,379.0
auto,medium,False,15,1984,12.0,17.0,350.0
auto,few,False,15,1984,24.0,31.0,122.0
manual,few,False,15,1984,25.0,31.0,122.0
auto,few,False,15,1984,17.0,23.0,117.0
manual,few,False,15,1984,19.0,25.0,117.0
auto,medium,False,17,1984,16.0,18.0,258.0
auto,few,False,17,1984,22.0,24.0,150.0
auto,medium,False,17,1984,15.0,21.0,305.0
auto,medium,False,17,1984,14.0,21.0,350.0
auto,medium,False,17,1984,20.0,30.0,379.0
manual,few,False,17,1984,24.0,35.0,121.0
manual,few,False,17,1984,25.0,36.0,121.0
auto,medium,False,17,1984,20.0,31.0,173.0
manual,medium,False,17,1984,20.0,30.0,173.0
manual,medium,False,17,1984,20.0,31.0,173.0
auto,medium,False,17,1984,20.0,31.0,173.0
manual,medium,False,17,1984,20.0,30.0,173.0
auto,medium,False,17,1984,14.0,19.0,318.0
auto,medium,False,17,1984,13.0,15.0,318.0
auto,medium,False,17,1984,12.0,16.0,360.0
auto,few,False,17,1984,22.0,30.0,135.0
manual,few,False,17,1984,25.0,36.0,135.0
manual,few,False,17,1984,24.0,37.0,135.0
auto,few,False,17,1984,21.0,28.0,156.0
auto,medium,False,17,1984,15.0,21.0,305.0
auto,medium,False,17,1984,14.0,21.0,350.0
auto,medium,False,17,1984,20.0,30.0,379.0
manual,few,False,17,1984,24.0,35.0,121.0
manual,few,False,17,1984,25.0,36.0,121.0
auto,medium,False,17,1984,20.0,31.0,173.0
manual,medium,False,17,1984,20.0,30.0,173.0
manual,medium,False,17,1984,20.0,31.0,173.0
auto,medium,False,17,1984,20.0,31.0,173.0
manual,medium,False,17,1984,20.0,30.0,173.0
auto,few,False,17,1984,35.0,38.0,97.0
manual,few,False,17,1984,40.0,45.0,97.0
auto,few,False,17,1984,22.0,29.0,135.0
manual,few,False,17,1984,24.0,37.0,135.0
auto,few,False,17,1984,21.0,28.0,156.0
auto,medium,False,17,1984,11.0,15.0,366.0
auto,medium,False,17,1984,12.0,15.0,366.0
auto,few,False,18,1984,21.0,29.0,150.0
manual,few,False,18,1984,24.0,30.0,150.0
manual,few,False,18,1984,24.0,32.0,150.0
auto,medium,False,18,1984,20.0,28.0,258.0
manual,medium,False,18,1984,20.0,27.0,258.0
manual,medium,False,18,1984,20.0,30.0,258.0
manual,few,False,18,1984,24.0,30.0,150.0
manual,few,False,18,1984,24.0,32.0,150.0
auto,medium,False,18,1984,19.0,27.0,258.0
manual,medium,False,18,1984,20.0,27.0,258.0
manual,medium,False,18,1984,20.0,30.0,258.0
auto,medium,False,18,1984,15.0,22.0,305.0
manual,medium,False,18,1984,15.0,22.0,305.0
auto,medium,False,18,1984,20.0,28.0,379.0
auto,medium,False,18,1984,13.0,19.0,350.0
manual,medium,False,18,1984,12.0,17.0,350.0
auto,medium,False,18,1984,18.0,27.0,379.0
manual,few,False,18,1984,23.0,33.0,121.0
manual,few,False,18,1984,22.0,32.0,121.0
auto,medium,False,18,1984,19.0,30.0,173.0
manual,medium,False,18,1984,18.0,28.0,173.0
manual,medium,False,18,1984,18.0,30.0,173.0
auto,medium,False,18,1984,13.0,17.0,318.0
manual,medium,False,18,1984,12.0,17.0,318.0
auto,medium,False,18,1984,11.0,15.0,360.0
auto,medium,False,18,1984,18.0,24.0,171.0
manual,medium,False,18,1984,20.0,30.0,171.0
manual,medium,False,18,1984,18.0,28.0,171.0
auto,medium,False,18,1984,15.0,18.0,300.0
manual,medium,False,18,1984,17.0,24.0,300.0
manual,medium,False,18,1984,16.0,20.0,300.0
auto,medium,False,18,1984,13.0,17.0,302.0
manual,medium,False,18,1984,14.0,21.0,302.0
manual,medium,False,18,1984,14.0,18.0,302.0
auto,medium,False,18,1984,12.0,15.0,351.0
manual,medium,False,18,1984,13.0,19.0,351.0
manual,medium,False,18,1984,13.0,16.0,351.0
auto,medium,False,18,1984,12.0,16.0,351.0
auto,medium,False,18,1984,15.0,22.0,305.0
manual,medium,False,18,1984,15.0,22.0,305.0
auto,medium,False,18,1984,20.0,28.0,379.0
auto,medium,False,18,1984,13.0,19.0,350.0
manual,medium,False,18,1984,12.0,17.0,350.0
auto,medium,False,18,1984,18.0,27.0,379.0
manual,few,False,18,1984,23.0,33.0,121.0
manual,few,False,18,1984,22.0,32.0,121.0
auto,medium,False,18,1984,19.0,30.0,173.0
manual,medium,False,18,1984,18.0,28.0,173.0
manual,medium,False,18,1984,18.0,30.0,173.0
manual,few,False,18,1984,21.0,27.0,119.0
auto,few,False,18,1984,21.0,29.0,150.0
manual,few,False,18,1984,24.0,33.0,150.0
manual,few,False,18,1984,23.0,32.0,150.0
manual,few,False,18,1984,24.0,32.0,150.0
auto,medium,False,18,1984,19.0,24.0,173.0
manual,medium,False,18,1984,19.0,28.0,173.0
manual,few,False,18,1984,24.0,33.0,150.0
manual,few,False,18,1984,23.0,32.0,150.0
manual,few,False,18,1984,24.0,32.0,150.0
auto,medium,False,18,1984,19.0,24.0,258.0
manual,medium,False,18,1984,20.0,25.0,258.0
manual,medium,False,18,1984,20.0,27.0,258.0
auto,medium,False,18,1984,17.0,23.0,258.0
manual,medium,False,18,1984,18.0,24.0,258.0
auto,medium,False,18,1984,12.0,16.0,360.0
auto,medium,False,18,1984,20.0,28.0,258.0
auto,few,False,18,1984,20.0,22.0,156.0
auto,few,False,18,1984,19.0,21.0,156.0
manual,few,False,18,1984,20.0,25.0,156.0
manual,few,False,18,1984,20.0,25.0,156.0
auto,few,False,18,1984,24.0,31.0,109.0
manual,few,False,18,1984,27.0,37.0,109.0
auto,few,True,18,1984,24.0,30.0,109.0
auto,few,False,18,1984,24.0,31.0,109.0
manual,few,False,18,1984,26.0,36.0,109.0
auto,few,True,18,1984,24.0,30.0,109.0
auto,few,False,18,1984,24.0,31.0,109.0
manual,few,False,18,1984,27.0,37.0,109.0
auto,few,True,18,1984,24.0,30.0,109.0
manual,few,False,18,1984,28.0,30.0,59.0
manual,few,False,18,1984,28.0,30.0,59.0
manual,medium,False,18,1984,12.0,16.0,258.0
