age,sex,educ,income,eastwest,happiness,health,lived_abroad
73,0,3,2500,1,8,3,0
71,0,5,1200,1,10,3,1
38,1,3,1625,0,8,3,0
54,0,2,1200,1,8,3,0
22,0,5,400,1,8,5,0
50,1,2,2700,1,8,4,0
67,0,2,1400,1,9,4,0
19,0,4,350,1,10,5,0
29,0,5,1800,1,8,5,0
54,1,3,1200,0,9,4,0
67,0,3,2600,1,8,4,0
77,0,5,1100,0,9,4,0
52,1,5,3000,1,9,4,0
42,1,4,2400,1,5,3,0
40,0,3,800,1,9,4,0
47,1,4,2700,1,9,3,0
64,1,3,1450,0,8,4,0
62,1,3,800,1,7,1,0
32,1,2,1063,1,10,5,0
56,0,5,2500,1,8,4,0
46,0,3,1375,0,9,5,0
71,1,3,2300,1,7,3,0
39,0,5,1200,1,9,5,0
51,0,3,800,0,8,4,0
71,0,3,600,1,10,3,0
48,1,5,2875,0,7,4,0
83,0,3,1438,1,8,4,0
61,0,3,280,1,8,4,0
32,1,5,2200,1,8,5,0
24,0,5,850,1,8,4,0
55,0,5,4200,1,8,3,0
80,0,3,1100,1,9,3,0
42,1,4,3600,1,10,4,0
25,0,5,1082,1,8,2,0
56,0,3,650,0,10,4,0
68,1,5,3500,1,10,4,0
70,1,2,1330,1,8,3,0
44,0,5,2125,1,8,4,0
64,0,2,913,1,5,3,0
67,0,3,850,0,8,3,1
76,1,2,1200,0,5,3,0
59,0,2,1150,1,1,3,0
43,0,3,1600,1,8,4,0
34,0,5,2125,0,8,4,0
26,0,5,800,0,8,4,0
56,1,3,1875,0,7,4,0
61,0,2,370,1,9,4,0
56,1,3,2375,0,7,4,1
57,1,5,6000,1,9,2,1
34,0,3,1800,1,5,5,0
28,1,3,1000,0,3,4,0
67,0,3,1650,0,9,4,0
34,1,5,3200,1,8,4,1
73,0,3,1800,1,8,4,0
72,0,4,300,1,10,4,0
53,0,3,650,0,8,3,0
50,0,3,820,0,6,2,0
63,1,2,1200,1,6,4,0
25,1,3,1300,0,8,3,0
25,0,3,670,1,9,4,0
34,1,4,1500,0,9,5,0
53,1,3,2600,1,7,3,0
68,1,2,2125,1,9,3,0
37,0,3,600,0,7,3,0
58,1,5,4000,0,10,5,1
57,0,3,1100,0,8,4,0
53,1,5,4500,1,8,4,1
71,1,2,1200,1,10,5,0
97,0,5,1100,0,8,2,0
26,0,5,1200,1,10,5,1
66,0,3,400,0,7,3,1
33,0,2,1800,1,8,4,1
46,1,2,1800,1,5,3,0
20,0,5,1100,1,9,4,1
38,1,3,1500,0,4,1,0
26,1,5,600,0,8,4,1
48,0,3,1100,0,8,4,0
29,1,5,900,1,9,4,0
40,1,3,2700,0,9,5,0
63,0,3,1875,1,8,5,0
51,0,5,900,1,10,2,0
57,0,4,1550,1,8,4,1
47,1,3,1100,0,7,4,0
32,1,5,1700,1,8,3,0
20,0,5,1750,1,10,4,1
57,1,3,2000,0,8,3,1
49,0,5,2000,1,9,5,0
55,0,3,1700,1,8,4,0
50,0,3,400,1,4,3,0
23,0,5,1800,1,8,5,0
55,1,5,2100,0,9,4,0
50,0,3,813,0,8,4,0
25,1,2,1800,1,8,4,0
31,1,5,2400,0,8,4,1
78,0,5,1200,0,7,3,0
40,0,5,1800,1,7,5,1
60,1,4,3000,1,8,4,0
70,1,3,900,0,8,3,0
66,1,3,823,0,8,4,0
52,0,3,500,0,7,2,0
49,0,2,550,1,5,3,0
39,1,3,3800,1,8,4,0
71,1,2,950,0,6,5,0
65,0,2,1500,1,8,4,0
66,0,5,488,0,5,4,1
53,1,2,1800,1,9,4,0
47,0,5,900,1,8,5,0
57,1,3,3800,0,8,4,0
54,0,3,1800,1,6,3,0
35,0,5,1,0,10,4,0
47,0,3,2800,1,6,2,0
64,0,3,450,0,9,3,0
53,1,5,1500,0,8,3,0
25,1,5,450,1,7,5,0
53,1,2,1400,1,5,3,1
65,1,5,4500,1,9,4,1
36,1,4,3500,1,8,5,0
31,1,2,1900,1,9,5,1
52,0,3,1800,1,8,4,0
79,1,5,2375,1,9,3,0
28,0,5,2700,1,8,5,1
67,1,2,1750,0,7,4,0
75,0,2,800,0,9,3,0
43,1,2,2050,1,8,2,0
73,0,2,820,0,6,2,0
22,1,2,2000,1,8,5,0
59,1,4,3100,1,9,4,0
47,1,2,1235,1,7,4,0
54,0,4,1000,0,8,4,0
36,0,5,2100,1,8,4,0
69,1,3,1250,0,8,3,0
27,1,5,2400,1,9,5,0
42,1,3,1750,1,5,3,1
82,1,5,1500,0,8,3,0
32,1,5,500,1,6,3,0
75,0,2,1063,0,8,3,0
35,1,3,600,0,7,4,1
29,1,5,1500,1,5,4,1
46,1,3,938,1,6,3,0
41,1,5,3000,1,8,4,0
70,1,2,1500,1,10,4,0
68,1,5,2100,1,8,2,0
45,0,3,900,1,10,5,1
66,0,2,1000,1,8,5,0
45,1,5,5500,1,8,4,1
59,1,3,816,0,4,2,0
68,0,2,1000,1,7,5,1
53,1,2,680,0,5,2,0
46,1,4,1700,1,8,3,0
33,0,5,2300,1,9,5,0
54,0,1,45,0,5,2,0
76,1,2,1200,1,10,3,0
69,1,5,2500,1,8,4,0
26,1,5,1429,0,7,4,0
67,0,5,420,1,10,5,1
23,0,5,450,1,9,4,0
48,1,2,1300,0,2,5,0
65,1,2,1500,1,7,1,0
56,0,3,500,0,6,3,0
39,0,5,1000,0,7,2,0
46,0,3,1000,0,8,3,0
69,1,4,3500,1,9,4,0
51,0,3,1625,1,9,4,0
75,1,3,1300,1,5,3,1
61,1,5,2875,1,10,4,0
55,1,3,390,0,6,1,0
50,0,3,3000,0,9,4,0
27,1,1,750,0,8,4,1
58,1,4,150,1,10,5,0
57,0,2,1800,1,7,4,0
21,1,5,300,1,9,4,1
59,0,5,2700,1,10,5,1
52,1,3,1438,0,10,4,0
36,0,5,1600,1,8,5,1
34,1,3,2900,0,9,5,0
50,1,2,1700,1,7,4,0
31,0,5,1800,1,6,4,1
26,1,5,2100,1,7,4,0
76,0,2,688,1,9,3,0
31,1,3,1800,0,8,4,0
23,1,5,1500,1,8,4,0
76,1,2,1200,0,6,3,0
73,1,2,1400,0,8,4,0
52,1,5,1750,1,8,4,0
61,0,5,4300,1,10,4,0
75,1,2,2375,1,10,3,0
28,0,5,1990,0,8,4,1
46,1,5,5000,1,10,3,0
23,1,3,2211,1,9,5,0
66,1,2,1800,1,7,3,0
53,0,4,900,1,6,4,0
64,0,5,1400,0,5,2,0
30,0,5,875,1,8,5,1
48,1,2,1800,1,10,3,0
63,1,2,1500,1,9,2,0
73,0,3,1500,0,9,4,0
66,0,2,720,0,2,2,0
63,1,3,1300,0,8,4,0
75,1,2,1050,0,9,4,0
63,0,3,1800,0,9,4,0
31,0,3,1100,1,8,3,1
66,0,3,813,0,9,4,0
46,1,3,1000,0,8,4,0
53,0,3,1400,0,10,4,0
44,0,3,2300,0,8,4,0
89,0,5,2000,1,9,3,0
47,0,5,700,1,8,4,1
53,1,3,3500,0,8,5,1
76,1,2,1438,1,10,4,0
78,1,5,3300,1,6,2,0
52,0,5,2250,0,8,4,1
33,0,3,1300,1,10,3,0
73,0,5,2375,0,8,3,0
50,1,5,6250,1,8,4,0
56,0,3,353,1,10,2,0
47,1,3,834,0,9,3,0
58,0,5,3500,1,8,5,0
67,1,3,850,0,10,5,0
87,0,2,1100,1,8,3,0
52,0,2,710,0,5,2,0
47,1,2,450,1,4,1,0
58,1,3,742,0,8,3,0
63,0,2,795,1,8,4,0
72,1,2,780,0,7,3,0
73,1,4,3000,1,10,5,1
65,1,4,8750,0,8,4,0
48,1,3,1600,1,5,3,0
80,0,2,200,1,8,3,0
67,0,2,645,0,7,2,0
68,0,3,845,1,4,3,0
49,1,3,3900,1,8,4,0
60,1,5,620,0,7,3,0
51,1,5,1200,1,7,3,0
62,1,5,1875,0,8,3,0
53,0,3,350,0,6,2,1
26,1,5,1300,1,7,3,0
53,0,4,1875,0,10,5,0
34,0,5,5000,1,8,3,1
32,0,3,900,1,10,5,1
48,1,2,1900,1,7,3,0
35,0,5,1100,1,9,5,0
31,0,3,1200,0,9,4,0
84,1,4,1100,1,9,2,1
75,0,4,1063,0,5,2,0
44,0,2,800,1,6,3,0
70,0,5,456,1,9,2,0
51,0,3,896,0,7,1,0
84,1,5,1800,0,10,4,0
54,1,3,1875,0,9,4,0
64,1,3,1500,1,9,2,0
42,0,5,2000,1,8,4,0
32,0,5,3300,1,8,5,0
49,1,2,2400,0,9,4,1
38,0,2,1000,1,8,4,0
52,1,5,5000,1,8,4,1
46,0,3,938,0,5,2,0
67,0,2,1000,1,10,5,1
44,0,3,450,0,10,3,0
62,1,5,640,0,5,2,0
24,1,5,2100,0,8,4,0
50,0,3,800,0,8,4,0
29,1,2,1900,1,8,5,0
68,1,5,4500,1,9,5,1
64,0,3,750,1,10,4,0
48,1,5,1800,1,8,3,0
57,1,5,6250,1,9,5,1
25,0,5,1300,1,7,4,0
85,0,2,1063,0,10,3,0
18,1,5,150,1,9,5,0
66,0,2,280,1,8,5,0
76,1,2,1063,0,8,3,0
79,0,3,2000,1,10,3,1
84,1,2,1800,0,10,4,0
71,0,3,1040,0,9,4,0
51,1,1,400,0,2,1,0
64,0,2,1009,1,10,5,0
60,1,2,1188,1,8,3,1
48,1,3,1625,1,8,4,0
65,1,2,1188,1,8,4,1
48,0,3,2400,0,10,4,0
76,0,3,2500,1,9,4,0
60,0,5,1200,1,8,4,1
66,1,2,512,1,3,2,0
63,1,3,800,0,7,3,1
54,0,4,563,0,10,3,0
88,1,2,1500,0,10,3,0
40,1,3,1700,1,9,3,0
61,1,5,3000,0,8,4,0
30,0,5,380,1,10,4,0
71,1,3,2000,1,4,3,1
60,1,5,2700,0,8,2,0
30,1,3,2500,1,10,5,0
64,0,3,1500,1,8,4,0
75,0,5,1875,1,8,4,1
80,0,2,600,0,8,2,0
67,1,5,2800,1,8,3,0
33,0,2,1311,1,5,4,0
66,0,3,1000,0,9,5,0
82,1,2,1063,0,8,3,0
50,1,3,6250,1,9,5,0
48,0,5,3500,1,7,4,1
36,0,3,280,0,7,4,0
57,0,3,2400,0,7,4,0
18,1,5,800,1,8,4,1
67,0,3,688,0,8,3,0
53,1,4,1500,0,9,4,0
38,1,3,1375,0,5,3,0
29,1,3,1500,1,8,5,0
60,1,2,1400,1,4,3,0
67,1,5,3500,1,9,4,1
61,1,3,980,0,6,4,0
52,1,5,7300,1,9,4,0
67,1,3,1100,0,5,3,1
32,1,3,2300,1,10,5,0
57,1,5,950,1,5,2,0
78,1,4,1300,1,8,4,0
79,0,2,630,0,7,3,0
49,0,3,1000,1,8,5,0
53,1,3,2000,0,7,4,0
63,1,3,990,1,7,3,0
51,1,5,2100,1,7,2,1
32,0,5,1750,0,9,5,1
55,1,3,1875,1,7,4,0
48,1,3,3000,1,8,4,1
47,1,5,1340,1,8,4,0
78,0,2,500,0,8,3,0
46,0,5,900,0,3,2,1
57,1,2,2000,1,10,3,1
23,1,5,500,1,6,4,0
22,0,5,400,1,7,5,0
40,0,5,450,1,10,5,1
49,1,3,3000,1,8,3,0
53,0,3,1450,0,10,4,0
67,1,2,680,1,8,3,0
56,1,3,1600,0,4,2,0
68,1,2,1625,1,7,2,0
62,1,2,1800,1,9,4,0
52,1,3,2000,1,9,5,0
64,1,4,4000,1,9,4,1
33,0,5,1600,1,2,3,1
67,1,5,1000,0,7,3,0
37,1,3,1600,0,7,4,0
48,1,3,1600,0,7,4,0
25,1,5,2100,1,10,5,1
42,0,5,1800,1,8,4,1
44,0,3,1200,1,9,5,1
32,0,3,800,0,10,4,0
51,0,5,3500,1,7,3,1
83,1,2,1400,1,5,2,0
84,0,2,700,0,7,1,0
90,1,4,3500,1,6,3,1
46,1,5,1800,0,8,3,1
50,1,2,3000,1,9,3,0
55,1,5,3500,1,8,3,0
23,1,3,1500,1,9,4,0
49,1,3,2400,0,10,2,0
34,1,2,1188,1,10,3,1
41,0,3,1200,0,7,3,0
71,1,2,1200,1,8,5,0
64,1,5,1200,1,8,4,1
29,1,3,2600,1,7,4,0
79,0,5,3400,1,10,4,0
51,0,3,1500,0,8,3,0
68,1,4,5000,0,9,4,0
23,0,5,200,1,9,5,0
40,1,2,460,0,3,2,0
60,0,3,800,0,8,4,0
81,0,5,2125,1,10,5,1
42,0,2,1000,1,10,4,0
52,1,3,1600,0,7,3,0
55,0,3,1500,0,9,5,0
25,1,5,556,0,9,5,1
60,0,3,1000,0,8,1,0
67,1,5,2700,1,10,4,0
66,1,2,2200,1,10,5,0
45,0,5,2000,0,10,5,0
48,1,3,1200,1,8,3,0
77,1,5,901,0,8,4,0
44,0,5,2500,1,9,5,1
62,0,3,688,0,6,4,0
31,0,5,2300,1,9,5,0
52,1,3,700,1,8,2,0
74,0,2,1188,0,5,3,0
51,1,4,2700,1,5,3,0
63,1,2,1650,1,7,3,0
22,1,2,1300,0,7,4,0
52,0,4,1700,1,9,5,1
56,1,2,1875,1,7,4,0
81,1,2,1438,1,8,4,0
19,0,5,470,1,8,4,0
76,1,5,1400,0,5,4,0
66,1,3,1188,0,10,5,0
69,0,5,2125,0,9,4,0
46,1,3,1450,0,8,4,0
79,1,2,1625,1,9,4,1
74,1,2,4000,1,9,3,1
60,0,2,1625,1,7,4,0
29,0,5,1300,0,9,5,0
28,1,5,3000,1,8,4,0
57,0,3,550,1,10,4,0
67,0,2,2125,1,10,3,0
20,0,2,1200,1,5,5,0
67,1,3,1500,1,8,4,1
42,0,3,800,1,5,3,0
74,1,2,1050,1,8,4,0
65,0,3,900,0,6,3,0
60,0,5,2500,1,10,5,1
22,1,2,730,1,6,5,0
54,0,2,1600,1,5,3,0
52,1,5,2400,0,6,4,0
64,0,3,1400,0,8,3,0
40,1,5,3200,1,9,4,0
20,1,5,688,1,7,4,0
51,1,3,2300,1,9,4,0
23,1,5,2050,1,9,5,0
67,0,3,550,0,5,4,0
44,0,2,1100,1,10,2,0
55,0,5,1800,0,7,3,0
47,1,5,2600,1,8,4,0
28,0,3,1200,1,8,3,0
49,1,5,3500,1,7,3,0
69,0,3,524,1,8,4,0
59,0,3,2000,0,9,5,0
25,0,5,2150,1,6,3,0
26,1,3,1500,0,8,4,0
57,0,5,1438,1,9,4,0
63,1,3,2400,1,10,4,0
20,0,3,772,1,9,3,0
27,0,5,450,0,8,5,0
56,0,3,404,0,5,3,0
24,0,4,1800,1,9,4,0
60,1,5,5800,1,10,5,0
51,1,3,1500,1,10,4,0
84,0,2,400,1,7,3,0
77,0,2,776,0,7,2,0
62,1,5,3500,1,8,2,1
74,1,2,550,1,9,3,0
19,0,4,700,1,8,4,1
83,0,5,800,1,8,3,1
53,0,4,2000,1,7,4,0
47,0,3,758,1,5,2,0
54,1,4,4500,1,9,4,0
32,0,5,1200,1,10,5,1
33,1,5,3200,1,8,4,0
55,0,5,3500,0,8,3,0
64,0,5,550,1,10,4,0
58,0,4,860,0,6,3,0
72,0,3,1400,0,9,3,0
73,1,5,2800,1,8,3,1
57,1,3,1300,0,9,4,0
54,0,3,1500,1,7,4,0
64,0,3,1000,0,6,4,0
45,0,5,2400,1,9,5,1
65,0,2,2200,1,7,3,0
40,0,3,192,1,8,5,0
49,1,5,2000,1,7,4,0
46,0,5,1500,1,9,4,0
51,1,3,1625,1,8,3,0
71,0,3,300,1,8,3,1
73,1,3,3090,1,9,5,0
53,0,3,500,0,5,1,0
32,0,4,1900,1,9,3,1
36,1,2,2100,1,7,3,1
56,0,3,1900,0,9,4,0
76,0,2,850,1,7,2,0
53,0,2,700,1,10,4,0
46,0,2,450,1,10,5,0
48,0,3,813,1,8,4,0
28,0,5,6250,1,9,4,1
44,1,2,1800,1,8,4,0
21,0,5,660,1,9,4,0
32,0,5,2700,1,8,4,0
42,1,5,3200,1,9,5,0
77,1,2,1200,0,7,4,0
82,0,1,1200,0,6,2,0
55,0,3,1313,1,8,4,0
31,0,3,2000,1,8,5,1
21,0,2,1500,1,7,4,0
75,0,2,1625,1,10,3,0
35,1,5,2400,1,9,5,0
57,1,3,7000,1,10,4,0
79,1,2,1800,1,7,3,0
66,1,2,1400,1,10,2,0
48,0,3,3000,0,10,4,1
73,0,5,500,0,8,2,0
64,0,3,1100,0,10,4,0
20,0,3,580,1,9,3,0
57,0,5,1500,1,7,2,0
72,1,2,760,1,5,3,0
50,0,2,650,1,5,3,0
56,1,3,1600,0,7,3,0
73,1,5,2500,0,9,3,0
49,1,3,1300,1,7,2,0
66,0,5,3400,1,9,5,0
46,0,5,1875,0,7,4,0
67,0,3,1300,0,9,4,0
30,0,4,1625,1,7,3,0
23,0,5,250,1,10,5,1
49,1,2,360,1,4,2,1
49,0,5,750,1,6,3,0
42,1,4,3500,1,9,5,0
54,1,3,2875,0,7,4,0
65,0,4,800,0,8,3,0
50,1,5,3000,1,8,4,0
70,1,5,1400,1,10,4,0
35,1,3,3500,1,9,4,0
22,0,5,1000,1,9,5,0
64,0,2,500,1,9,4,0
74,1,2,1400,1,10,3,0
27,0,4,600,1,7,4,0
23,1,5,250,1,9,5,0
67,1,5,1800,1,6,4,0
28,0,4,1100,0,7,4,0
39,0,5,1500,1,8,2,0
72,1,3,1830,0,9,5,0
58,1,5,1500,0,4,2,0
27,1,2,450,0,7,4,0
62,1,5,3000,1,10,3,1
81,0,3,1063,0,10,2,0
43,1,5,3600,1,7,4,0
51,0,3,450,1,6,3,0
46,1,3,6250,0,8,4,1
60,0,3,450,1,9,4,1
77,0,2,890,0,8,4,0
34,0,3,980,1,8,4,0
56,0,4,2600,1,8,3,0
74,1,3,1000,0,8,4,0
64,0,3,1300,0,7,4,0
72,1,5,4000,1,9,5,0
28,0,5,1875,1,8,4,0
64,0,5,2600,1,8,3,0
45,0,5,1900,1,8,4,1
35,0,3,250,1,8,4,0
35,1,3,1063,0,10,4,0
73,1,2,1200,0,10,3,0
71,0,3,1900,1,8,3,0
22,0,2,350,1,7,5,0
68,0,2,607,1,7,4,0
77,1,2,1050,0,7,3,0
56,1,2,2125,1,8,4,0
49,1,5,5000,1,9,3,0
69,0,5,550,0,9,3,0
57,0,3,1313,1,7,3,0
21,1,5,300,1,8,5,1
49,1,5,6250,1,8,4,1
86,1,2,1500,1,9,3,0
67,1,2,1060,0,8,3,0
69,1,2,800,0,7,3,0
40,1,5,1900,0,7,4,0
48,1,2,2650,1,8,4,1
57,0,2,1200,1,8,4,0
33,1,5,3000,1,9,4,1
75,1,5,3000,1,5,2,1
28,1,3,1875,0,9,5,0
35,1,2,650,0,8,4,0
61,0,3,1875,0,8,2,0
48,1,5,2800,1,8,3,1
63,0,2,813,0,8,3,0
64,1,3,1350,0,8,3,0
29,0,5,1100,0,3,3,0
56,1,2,2200,1,8,3,0
22,1,5,450,1,6,3,0
79,1,2,1600,1,5,4,0
77,1,5,1438,0,7,4,1
74,0,2,1100,1,10,4,0
70,0,2,500,1,8,3,0
57,0,3,404,0,6,3,0
54,1,3,1400,0,7,4,0
48,0,5,2100,1,9,4,0
42,0,5,1700,1,10,4,0
78,1,2,1600,1,10,4,0
59,1,3,2000,0,8,3,0
63,0,2,1000,1,7,3,0
51,0,2,1200,1,5,2,0
81,1,2,1100,1,8,3,0
50,0,3,1000,0,8,4,0
53,1,3,2625,1,9,3,0
76,0,2,1300,1,10,3,1
30,0,5,1700,0,8,4,1
69,1,3,3000,1,8,4,0
33,1,3,1063,0,8,4,0
42,0,3,1200,0,9,5,1
62,0,5,2600,1,10,3,1
79,0,2,420,1,9,2,0
28,0,5,1500,0,7,4,0
37,0,5,1700,1,9,5,0
73,0,5,991,1,7,3,0
59,0,4,1200,1,9,4,0
59,1,3,1500,0,7,2,1
53,1,2,2400,1,8,4,0
55,0,3,1800,1,9,4,0
35,1,1,1300,1,8,4,1
28,0,5,2100,1,9,5,0
48,0,3,1500,0,4,3,0
66,0,2,600,1,8,3,0
67,1,3,1700,1,4,2,0
43,0,5,2500,1,9,5,1
29,1,3,1100,0,7,4,0
65,0,2,795,1,10,3,0
61,0,3,1625,0,4,3,0
63,0,5,1875,0,7,2,1
77,0,2,294,1,8,2,0
65,1,2,3000,1,9,4,0
47,1,5,2375,0,7,3,0
51,1,2,1900,1,6,3,0
29,0,5,700,1,10,5,0
60,0,4,1450,0,7,4,0
72,1,5,1500,0,5,2,0
70,0,5,1500,0,7,3,0
63,1,3,1100,0,9,4,0
24,1,5,1800,1,9,5,0
69,1,5,404,0,7,3,0
74,0,2,1800,1,10,3,0
35,0,3,1250,1,9,4,0
53,0,3,1200,0,9,3,0
75,0,3,1200,1,10,5,0
47,0,5,3500,1,9,5,0
