age,sex,educ,income,eastwest,happiness,health,lived_abroad,spectrum
65,1,1,1100,0,6,2,0,3
52,1,1,2500,1,7,2,0,1
58,0,1,1900,1,9,1,0,0
44,1,4,5000,1,9,4,0,1
63,0,2,1400,0,9,1,0,1
55,1,2,1900,0,7,2,0,2
62,0,1,2000,1,10,2,0,0
61,1,2,2000,1,10,3,0,3
23,0,4,1200,1,9,4,1,2
76,1,1,2800,1,6,0,0,2
57,0,2,688,1,9,3,0,0
76,1,1,1350,1,8,1,0,0
59,1,4,8750,1,8,2,1,1
53,1,2,2500,1,5,2,0,3
37,0,4,1500,0,9,3,1,0
48,0,2,900,1,6,1,1,1
56,0,1,320,1,5,0,0,1
32,0,4,412,1,10,4,0,2
45,1,2,1500,0,8,2,0,0
65,0,2,586,0,6,1,0,3
57,0,2,1600,0,9,2,0,0
46,0,4,4500,1,9,4,0,1
43,1,3,3500,1,8,2,1,0
79,1,1,1438,1,9,1,0,1
45,0,1,800,1,4,4,0,1
47,0,3,1200,1,8,0,0,2
63,0,2,2875,1,9,4,0,1
42,1,3,5000,1,9,2,1,1
73,1,4,6250,1,9,3,0,1
45,1,3,1500,1,6,2,0,3
29,0,4,1400,1,9,4,1,2
59,0,3,800,1,8,1,0,2
48,1,3,1400,1,8,1,0,2
55,1,2,2400,1,6,3,1,2
82,0,1,1500,0,5,1,0,1
63,1,4,936,0,4,2,0,3
76,1,1,900,0,8,1,0,3
31,0,3,950,0,8,2,0,2
55,1,1,1200,1,6,2,0,3
44,0,2,500,1,8,3,0,0
64,0,1,1300,1,7,4,0,1
52,0,2,2000,0,8,3,0,2
64,0,1,1300,1,10,3,0,1
21,0,3,640,1,7,3,0,0
60,1,4,5000,1,9,3,0,2
47,1,2,2625,1,8,3,0,0
56,0,1,200,1,9,4,0,1
32,0,4,2000,0,9,4,0,2
59,0,1,450,1,9,3,0,2
57,1,1,2000,1,8,2,0,2
31,1,2,1250,0,8,2,0,0
48,1,4,3500,0,8,3,0,0
51,1,4,2400,1,7,2,0,1
55,0,2,1800,1,7,2,0,2
50,1,1,2200,1,7,2,1,2
36,1,4,3100,1,9,4,1,3
24,0,4,476,0,5,3,0,2
42,0,2,404,0,5,1,0,3
87,1,2,1500,1,10,1,0,1
47,0,2,1300,1,5,1,0,1
77,0,2,1063,0,10,2,0,2
35,0,4,1100,1,10,3,1,1
26,1,4,1300,1,4,4,1,1
75,0,1,450,1,9,3,1,1
69,1,4,2000,1,9,2,0,1
56,0,2,360,1,9,1,0,0
82,1,2,2625,1,8,2,0,1
33,1,4,3800,1,8,4,1,2
46,1,2,2000,0,8,2,0,2
70,1,1,1800,1,10,4,0,1
79,1,4,3000,1,8,2,0,0
50,0,2,1300,0,6,3,0,2
66,0,2,688,1,9,4,0,2
56,0,4,1350,1,10,3,0,0
52,0,2,2000,0,10,4,0,0
75,1,1,2700,1,9,3,0,0
68,0,4,1000,1,9,1,1,1
30,0,1,1000,1,3,1,0,1
62,0,4,600,0,7,1,0,1
63,1,2,1394,0,7,2,0,2
43,1,4,1700,1,8,3,0,2
72,0,2,1080,0,8,2,0,0
26,0,2,1500,0,8,4,0,1
64,1,4,9500,1,8,3,0,1
75,0,1,520,1,10,4,0,1
78,1,2,1200,1,0,2,0,1
48,1,4,2500,1,8,3,0,3
68,1,2,800,0,7,3,0,0
62,0,1,1200,1,10,3,0,0
68,1,2,650,0,8,1,1,0
31,0,4,1300,1,8,4,1,0
63,1,2,1500,0,8,1,0,1
21,1,4,700,1,7,4,1,2
62,0,1,887,1,10,2,0,0
39,1,4,1200,1,5,1,1,2
83,1,2,2500,1,9,3,1,1
22,1,4,450,1,8,3,0,0
33,0,2,359,0,5,1,0,3
80,0,1,900,1,5,1,0,1
32,1,3,8750,1,10,4,1,1
44,0,2,1100,1,10,3,0,2
56,1,4,2125,1,6,3,0,2
57,1,2,2000,0,9,2,0,1
75,0,2,1063,1,9,3,0,3
60,1,1,2625,1,10,1,1,3
65,1,3,1600,1,8,3,1,0
46,0,2,3000,1,10,4,0,1
60,0,4,2125,1,8,4,0,1
53,0,2,500,1,8,4,0,2
57,1,1,1500,1,8,1,1,0
75,0,2,1500,0,9,3,0,2
63,1,1,1313,1,7,3,0,1
23,1,4,3000,1,10,4,0,1
82,1,2,1100,0,5,3,0,0
22,0,3,1600,1,10,3,0,0
43,1,2,2300,1,9,3,0,0
45,1,2,2875,0,8,3,0,1
25,1,2,2100,1,8,1,0,0
46,1,2,2000,0,9,3,0,0
65,0,2,1000,1,9,3,0,0
24,0,3,266,1,8,3,0,2
64,1,2,1800,0,8,3,0,2
66,0,1,1400,1,9,3,0,1
79,1,1,1700,1,8,1,0,0
30,1,2,2200,1,5,3,1,3
62,0,2,600,0,10,3,0,1
76,0,1,700,0,9,3,0,1
78,0,1,4500,1,9,1,1,2
23,1,2,1100,1,9,4,0,3
23,0,4,550,0,7,3,1,2
34,1,1,1450,0,8,3,0,0
23,0,1,750,0,7,2,0,2
28,0,3,770,1,5,4,0,3
67,0,4,2000,0,8,3,0,2
32,1,2,1438,0,8,3,0,3
43,1,3,4000,1,8,3,0,1
48,1,2,4000,1,7,4,0,1
43,1,2,2375,1,8,3,0,1
52,1,2,2875,1,9,3,0,2
74,0,2,350,1,10,2,1,1
33,1,2,1625,1,7,1,0,3
55,1,4,3500,1,8,3,0,1
53,0,2,1300,1,8,2,0,2
72,1,1,1050,1,10,1,0,1
39,1,4,2000,1,10,4,0,1
48,1,2,1500,0,5,3,0,1
38,1,2,1600,0,7,3,0,1
65,0,2,560,0,5,2,0,1
52,1,4,2700,1,8,2,0,2
91,0,1,1200,1,6,3,0,0
49,0,2,960,0,9,3,0,0
81,1,1,800,1,5,0,0,1
37,1,2,970,1,5,0,0,3
69,1,1,2200,1,9,3,1,1
73,0,2,2000,1,10,2,0,2
41,0,4,1875,1,10,2,0,0
63,1,4,2500,0,7,3,0,1
69,0,2,938,0,7,3,0,3
61,1,4,1500,1,8,3,1,2
54,1,2,2500,0,6,2,0,3
57,1,2,460,0,8,3,0,1
52,1,3,1800,1,9,3,0,2
65,1,3,2900,1,9,3,0,1
37,0,4,1200,0,7,4,1,1
29,1,4,2400,0,8,3,1,0
27,0,4,813,1,8,3,1,0
21,0,4,600,0,8,4,0,1
58,1,4,3200,0,8,2,0,2
53,1,2,2125,1,8,2,0,1
55,1,4,4500,1,9,3,0,2
34,1,2,1600,0,9,4,0,1
72,1,1,1800,1,8,2,0,0
49,0,2,1100,0,8,3,0,2
47,1,3,4500,0,8,3,0,1
63,1,1,2000,1,7,2,0,3
51,0,3,2375,1,10,4,0,1
31,0,2,900,1,9,3,1,0
54,1,2,1400,0,8,3,0,1
73,0,2,2500,1,8,2,0,1
71,0,4,1200,1,10,2,1,2
38,1,2,1625,0,8,2,0,2
54,0,1,1200,1,8,2,0,0
22,0,4,400,1,8,4,0,2
50,1,1,2700,1,8,3,0,1
67,0,1,1400,1,9,3,0,0
19,0,3,350,1,10,4,0,1
29,0,4,1800,1,8,4,0,0
54,1,2,1200,0,9,3,0,1
67,0,2,2600,1,8,3,0,1
77,0,4,1100,0,9,3,0,2
52,1,4,3000,1,9,3,0,2
42,1,3,2400,1,5,2,0,2
40,0,2,800,1,9,3,0,0
47,1,3,2700,1,9,2,0,2
64,1,2,1450,0,8,3,0,0
62,1,2,800,1,7,0,0,0
32,1,1,1063,1,10,4,0,0
56,0,4,2500,1,8,3,0,1
46,0,2,1375,0,9,4,0,1
71,1,2,2300,1,7,2,0,2
39,0,4,1200,1,9,4,0,1
51,0,2,800,0,8,3,0,0
71,0,2,600,1,10,2,0,1
48,1,4,2875,0,7,3,0,0
83,0,2,1438,1,8,3,0,1
61,0,2,280,1,8,3,0,1
32,1,4,2200,1,8,4,0,1
24,0,4,850,1,8,3,0,2
55,0,4,4200,1,8,2,0,1
80,0,2,1100,1,9,2,0,1
42,1,3,3600,1,10,3,0,0
25,0,4,1082,1,8,1,0,2
56,0,2,650,0,10,3,0,2
68,1,4,3500,1,10,3,0,1
70,1,1,1330,1,8,2,0,1
44,0,4,2125,1,8,3,0,1
64,0,1,913,1,5,2,0,2
67,0,2,850,0,8,2,1,1
76,1,1,1200,0,5,2,0,1
59,0,1,1150,1,1,2,0,0
43,0,2,1600,1,8,3,0,3
34,0,4,2125,0,8,3,0,0
26,0,4,800,0,8,3,0,0
56,1,2,1875,0,7,3,0,1
61,0,1,370,1,9,3,0,1
56,1,2,2375,0,7,3,1,2
57,1,4,6000,1,9,1,1,1
34,0,2,1800,1,5,4,0,0
28,1,2,1000,0,3,3,0,1
67,0,2,1650,0,9,3,0,2
34,1,4,3200,1,8,3,1,2
73,0,2,1800,1,8,3,0,1
72,0,3,300,1,10,3,0,0
53,0,2,650,0,8,2,0,0
50,0,2,820,0,6,1,0,1
63,1,1,1200,1,6,3,0,1
25,1,2,1300,0,8,2,0,2
25,0,2,670,1,9,3,0,0
34,1,3,1500,0,9,4,0,2
53,1,2,2600,1,7,2,0,1
68,1,1,2125,1,9,2,0,1
37,0,2,600,0,7,2,0,2
58,1,4,4000,0,10,4,1,0
57,0,2,1100,0,8,3,0,3
53,1,4,4500,1,8,3,1,1
71,1,1,1200,1,10,4,0,0
97,0,4,1100,0,8,1,0,2
26,0,4,1200,1,10,4,1,1
66,0,2,400,0,7,2,1,1
33,0,1,1800,1,8,3,1,2
46,1,1,1800,1,5,2,0,1
20,0,4,1100,1,9,3,1,2
38,1,2,1500,0,4,0,0,2
26,1,4,600,0,8,3,1,2
48,0,2,1100,0,8,3,0,2
29,1,4,900,1,9,3,0,2
40,1,2,2700,0,9,4,0,2
63,0,2,1875,1,8,4,0,2
51,0,4,900,1,10,1,0,3
57,0,3,1550,1,8,3,1,2
47,1,2,1100,0,7,3,0,0
32,1,4,1700,1,8,2,0,0
20,0,4,1750,1,10,3,1,2
57,1,2,2000,0,8,2,1,1
49,0,4,2000,1,9,4,0,0
55,0,2,1700,1,8,3,0,0
50,0,2,400,1,4,2,0,2
23,0,4,1800,1,8,4,0,1
55,1,4,2100,0,9,3,0,0
50,0,2,813,0,8,3,0,1
25,1,1,1800,1,8,3,0,1
31,1,4,2400,0,8,3,1,0
78,0,4,1200,0,7,2,0,2
40,0,4,1800,1,7,4,1,2
60,1,3,3000,1,8,3,0,1
70,1,2,900,0,8,2,0,3
66,1,2,823,0,8,3,0,0
52,0,2,500,0,7,1,0,1
49,0,1,550,1,5,2,0,3
39,1,2,3800,1,8,3,0,1
71,1,1,950,0,6,4,0,3
65,0,1,1500,1,8,3,0,2
66,0,4,488,0,5,3,1,2
53,1,1,1800,1,9,3,0,1
47,0,4,900,1,8,4,0,2
57,1,2,3800,0,8,3,0,0
54,0,2,1800,1,6,2,0,0
35,0,4,1,0,10,3,0,1
47,0,2,2800,1,6,1,0,3
64,0,2,450,0,9,2,0,1
53,1,4,1500,0,8,2,0,0
25,1,4,450,1,7,4,0,3
53,1,1,1400,1,5,2,1,2
65,1,4,4500,1,9,3,1,2
36,1,3,3500,1,8,4,0,1
31,1,1,1900,1,9,4,1,0
52,0,2,1800,1,8,3,0,0
79,1,4,2375,1,9,2,0,0
28,0,4,2700,1,8,4,1,1
67,1,1,1750,0,7,3,0,0
75,0,1,800,0,9,2,0,3
43,1,1,2050,1,8,1,0,1
73,0,1,820,0,6,1,0,1
22,1,1,2000,1,8,4,0,1
59,1,3,3100,1,9,3,0,2
47,1,1,1235,1,7,3,0,1
54,0,3,1000,0,8,3,0,2
36,0,4,2100,1,8,3,0,1
69,1,2,1250,0,8,2,0,1
27,1,4,2400,1,9,4,0,2
42,1,2,1750,1,5,2,1,0
82,1,4,1500,0,8,2,0,0
32,1,4,500,1,6,2,0,2
75,0,1,1063,0,8,2,0,0
35,1,2,600,0,7,3,1,0
29,1,4,1500,1,5,3,1,0
46,1,2,938,1,6,2,0,0
41,1,4,3000,1,8,3,0,1
70,1,1,1500,1,10,3,0,1
68,1,4,2100,1,8,1,0,2
45,0,2,900,1,10,4,1,1
66,0,1,1000,1,8,4,0,1
45,1,4,5500,1,8,3,1,0
59,1,2,816,0,4,1,0,1
68,0,1,1000,1,7,4,1,1
53,1,1,680,0,5,1,0,3
46,1,3,1700,1,8,2,0,0
33,0,4,2300,1,9,4,0,1
54,0,0,45,0,5,1,0,2
76,1,1,1200,1,10,2,0,2
69,1,4,2500,1,8,3,0,0
26,1,4,1429,0,7,3,0,1
67,0,4,420,1,10,4,1,2
23,0,4,450,1,9,3,0,1
48,1,1,1300,0,2,4,0,2
65,1,1,1500,1,7,0,0,0
56,0,2,500,0,6,2,0,1
39,0,4,1000,0,7,1,0,0
46,0,2,1000,0,8,2,0,1
69,1,3,3500,1,9,3,0,0
51,0,2,1625,1,9,3,0,1
75,1,2,1300,1,5,2,1,2
61,1,4,2875,1,10,3,0,1
55,1,2,390,0,6,0,0,2
50,0,2,3000,0,9,3,0,0
27,1,0,750,0,8,3,1,0
58,1,3,150,1,10,4,0,1
57,0,1,1800,1,7,3,0,0
21,1,4,300,1,9,3,1,2
59,0,4,2700,1,10,4,1,0
52,1,2,1438,0,10,3,0,0
36,0,4,1600,1,8,4,1,0
34,1,2,2900,0,9,4,0,1
50,1,1,1700,1,7,3,0,0
31,0,4,1800,1,6,3,1,2
26,1,4,2100,1,7,3,0,1
76,0,1,688,1,9,2,0,1
31,1,2,1800,0,8,3,0,1
23,1,4,1500,1,8,3,0,1
76,1,1,1200,0,6,2,0,2
73,1,1,1400,0,8,3,0,1
52,1,4,1750,1,8,3,0,2
61,0,4,4300,1,10,3,0,1
75,1,1,2375,1,10,2,0,2
28,0,4,1990,0,8,3,1,2
46,1,4,5000,1,10,2,0,2
23,1,2,2211,1,9,4,0,1
66,1,1,1800,1,7,2,0,2
53,0,3,900,1,6,3,0,2
64,0,4,1400,0,5,1,0,2
30,0,4,875,1,8,4,1,2
48,1,1,1800,1,10,2,0,1
63,1,1,1500,1,9,1,0,1
73,0,2,1500,0,9,3,0,0
66,0,1,720,0,2,1,0,3
63,1,2,1300,0,8,3,0,0
75,1,1,1050,0,9,3,0,1
63,0,2,1800,0,9,3,0,1
31,0,2,1100,1,8,2,1,0
66,0,2,813,0,9,3,0,1
46,1,2,1000,0,8,3,0,3
53,0,2,1400,0,10,3,0,0
44,0,2,2300,0,8,3,0,2
89,0,4,2000,1,9,2,0,1
47,0,4,700,1,8,3,1,1
53,1,2,3500,0,8,4,1,3
76,1,1,1438,1,10,3,0,0
78,1,4,3300,1,6,1,0,2
52,0,4,2250,0,8,3,1,2
33,0,2,1300,1,10,2,0,2
73,0,4,2375,0,8,2,0,2
50,1,4,6250,1,8,3,0,1
56,0,2,353,1,10,1,0,0
47,1,2,834,0,9,2,0,3
58,0,4,3500,1,8,4,0,2
67,1,2,850,0,10,4,0,1
87,0,1,1100,1,8,2,0,0
52,0,1,710,0,5,1,0,2
47,1,1,450,1,4,0,0,3
58,1,2,742,0,8,2,0,0
63,0,1,795,1,8,3,0,1
72,1,1,780,0,7,2,0,3
73,1,3,3000,1,10,4,1,1
65,1,3,8750,0,8,3,0,1
48,1,2,1600,1,5,2,0,0
80,0,1,200,1,8,2,0,0
67,0,1,645,0,7,1,0,0
68,0,2,845,1,4,2,0,0
49,1,2,3900,1,8,3,0,1
60,1,4,620,0,7,2,0,2
51,1,4,1200,1,7,2,0,2
62,1,4,1875,0,8,2,0,2
53,0,2,350,0,6,1,1,1
26,1,4,1300,1,7,2,0,2
53,0,3,1875,0,10,4,0,0
34,0,4,5000,1,8,2,1,1
32,0,2,900,1,10,4,1,1
48,1,1,1900,1,7,2,0,2
35,0,4,1100,1,9,4,0,0
31,0,2,1200,0,9,3,0,1
84,1,3,1100,1,9,1,1,0
75,0,3,1063,0,5,1,0,3
44,0,1,800,1,6,2,0,1
70,0,4,456,1,9,1,0,1
51,0,2,896,0,7,0,0,2
84,1,4,1800,0,10,3,0,0
54,1,2,1875,0,9,3,0,0
64,1,2,1500,1,9,1,0,2
42,0,4,2000,1,8,3,0,1
32,0,4,3300,1,8,4,0,1
49,1,1,2400,0,9,3,1,1
38,0,1,1000,1,8,3,0,0
52,1,4,5000,1,8,3,1,2
46,0,2,938,0,5,1,0,2
67,0,1,1000,1,10,4,1,2
44,0,2,450,0,10,2,0,3
62,1,4,640,0,5,1,0,3
24,1,4,2100,0,8,3,0,1
50,0,2,800,0,8,3,0,2
29,1,1,1900,1,8,4,0,0
68,1,4,4500,1,9,4,1,1
64,0,2,750,1,10,3,0,0
48,1,4,1800,1,8,2,0,2
57,1,4,6250,1,9,4,1,2
25,0,4,1300,1,7,3,0,0
85,0,1,1063,0,10,2,0,1
18,1,4,150,1,9,4,0,2
66,0,1,280,1,8,4,0,1
76,1,1,1063,0,8,2,0,0
79,0,2,2000,1,10,2,1,1
84,1,1,1800,0,10,3,0,0
71,0,2,1040,0,9,3,0,0
51,1,0,400,0,2,0,0,3
64,0,1,1009,1,10,4,0,1
60,1,1,1188,1,8,2,1,2
48,1,2,1625,1,8,3,0,0
65,1,1,1188,1,8,3,1,0
48,0,2,2400,0,10,3,0,3
76,0,2,2500,1,9,3,0,1
60,0,4,1200,1,8,3,1,2
66,1,1,512,1,3,1,0,2
63,1,2,800,0,7,2,1,1
54,0,3,563,0,10,2,0,1
88,1,1,1500,0,10,2,0,1
40,1,2,1700,1,9,2,0,1
61,1,4,3000,0,8,3,0,1
30,0,4,380,1,10,3,0,1
71,1,2,2000,1,4,2,1,1
60,1,4,2700,0,8,1,0,2
30,1,2,2500,1,10,4,0,1
64,0,2,1500,1,8,3,0,1
75,0,4,1875,1,8,3,1,0
80,0,1,600,0,8,1,0,2
67,1,4,2800,1,8,2,0,0
33,0,1,1311,1,5,3,0,3
66,0,2,1000,0,9,4,0,1
82,1,1,1063,0,8,2,0,1
50,1,2,6250,1,9,4,0,1
48,0,4,3500,1,7,3,1,1
36,0,2,280,0,7,3,0,3
57,0,2,2400,0,7,3,0,3
18,1,4,800,1,8,3,1,1
67,0,2,688,0,8,2,0,0
53,1,3,1500,0,9,3,0,3
38,1,2,1375,0,5,2,0,3
29,1,2,1500,1,8,4,0,3
60,1,1,1400,1,4,2,0,3
67,1,4,3500,1,9,3,1,1
61,1,2,980,0,6,3,0,0
52,1,4,7300,1,9,3,0,0
67,1,2,1100,0,5,2,1,2
32,1,2,2300,1,10,4,0,2
57,1,4,950,1,5,1,0,2
78,1,3,1300,1,8,3,0,1
79,0,1,630,0,7,2,0,1
49,0,2,1000,1,8,4,0,1
53,1,2,2000,0,7,3,0,2
63,1,2,990,1,7,2,0,3
51,1,4,2100,1,7,1,1,2
32,0,4,1750,0,9,4,1,0
55,1,2,1875,1,7,3,0,1
48,1,2,3000,1,8,3,1,1
47,1,4,1340,1,8,3,0,2
78,0,1,500,0,8,2,0,3
46,0,4,900,0,3,1,1,2
57,1,1,2000,1,10,2,1,1
23,1,4,500,1,6,3,0,2
22,0,4,400,1,7,4,0,0
40,0,4,450,1,10,4,1,0
49,1,2,3000,1,8,2,0,1
53,0,2,1450,0,10,3,0,2
67,1,1,680,1,8,2,0,1
56,1,2,1600,0,4,1,0,3
68,1,1,1625,1,7,1,0,0
62,1,1,1800,1,9,3,0,1
52,1,2,2000,1,9,4,0,2
64,1,3,4000,1,9,3,1,0
33,0,4,1600,1,2,2,1,2
67,1,4,1000,0,7,2,0,0
37,1,2,1600,0,7,3,0,3
48,1,2,1600,0,7,3,0,1
25,1,4,2100,1,10,4,1,2
42,0,4,1800,1,8,3,1,1
44,0,2,1200,1,9,4,1,1
32,0,2,800,0,10,3,0,3
51,0,4,3500,1,7,2,1,2
83,1,1,1400,1,5,1,0,2
84,0,1,700,0,7,0,0,2
90,1,3,3500,1,6,2,1,2
46,1,4,1800,0,8,2,1,2
50,1,1,3000,1,9,2,0,0
55,1,4,3500,1,8,2,0,1
23,1,2,1500,1,9,3,0,0
49,1,2,2400,0,10,1,0,0
34,1,1,1188,1,10,2,1,0
41,0,2,1200,0,7,2,0,3
71,1,1,1200,1,8,4,0,1
64,1,4,1200,1,8,3,1,1
29,1,2,2600,1,7,3,0,1
79,0,4,3400,1,10,3,0,1
51,0,2,1500,0,8,2,0,3
68,1,3,5000,0,9,3,0,1
23,0,4,200,1,9,4,0,1
40,1,1,460,0,3,1,0,2
60,0,2,800,0,8,3,0,2
81,0,4,2125,1,10,4,1,2
42,0,1,1000,1,10,3,0,0
52,1,2,1600,0,7,2,0,0
55,0,2,1500,0,9,4,0,2
25,1,4,556,0,9,4,1,1
60,0,2,1000,0,8,0,0,1
67,1,4,2700,1,10,3,0,2
66,1,1,2200,1,10,4,0,1
45,0,4,2000,0,10,4,0,1
48,1,2,1200,1,8,2,0,1
77,1,4,901,0,8,3,0,2
44,0,4,2500,1,9,4,1,1
62,0,2,688,0,6,3,0,2
31,0,4,2300,1,9,4,0,1
52,1,2,700,1,8,1,0,3
74,0,1,1188,0,5,2,0,2
51,1,3,2700,1,5,2,0,2
63,1,1,1650,1,7,2,0,0
22,1,1,1300,0,7,3,0,1
52,0,3,1700,1,9,4,1,2
56,1,1,1875,1,7,3,0,0
81,1,1,1438,1,8,3,0,3
19,0,4,470,1,8,3,0,3
76,1,4,1400,0,5,3,0,3
66,1,2,1188,0,10,4,0,1
69,0,4,2125,0,9,3,0,1
46,1,2,1450,0,8,3,0,3
79,1,1,1625,1,9,3,1,2
74,1,1,4000,1,9,2,1,0
60,0,1,1625,1,7,3,0,0
29,0,4,1300,0,9,4,0,3
28,1,4,3000,1,8,3,0,1
57,0,2,550,1,10,3,0,1
67,0,1,2125,1,10,2,0,0
20,0,1,1200,1,5,4,0,1
67,1,2,1500,1,8,3,1,1
42,0,2,800,1,5,2,0,1
74,1,1,1050,1,8,3,0,0
65,0,2,900,0,6,2,0,2
60,0,4,2500,1,10,4,1,2
22,1,1,730,1,6,4,0,3
54,0,1,1600,1,5,2,0,1
52,1,4,2400,0,6,3,0,2
64,0,2,1400,0,8,2,0,2
40,1,4,3200,1,9,3,0,0
20,1,4,688,1,7,3,0,1
51,1,2,2300,1,9,3,0,0
23,1,4,2050,1,9,4,0,1
67,0,2,550,0,5,3,0,3
44,0,1,1100,1,10,1,0,3
55,0,4,1800,0,7,2,0,1
47,1,4,2600,1,8,3,0,2
28,0,2,1200,1,8,2,0,1
49,1,4,3500,1,7,2,0,2
69,0,2,524,1,8,3,0,0
59,0,2,2000,0,9,4,0,1
25,0,4,2150,1,6,2,0,0
26,1,2,1500,0,8,3,0,2
57,0,4,1438,1,9,3,0,2
63,1,2,2400,1,10,3,0,1
20,0,2,772,1,9,2,0,1
27,0,4,450,0,8,4,0,1
56,0,2,404,0,5,2,0,1
24,0,3,1800,1,9,3,0,0
60,1,4,5800,1,10,4,0,1
51,1,2,1500,1,10,3,0,1
84,0,1,400,1,7,2,0,0
77,0,1,776,0,7,1,0,0
62,1,4,3500,1,8,1,1,0
74,1,1,550,1,9,2,0,3
19,0,3,700,1,8,3,1,2
83,0,4,800,1,8,2,1,2
53,0,3,2000,1,7,3,0,3
47,0,2,758,1,5,1,0,1
54,1,3,4500,1,9,3,0,2
32,0,4,1200,1,10,4,1,2
33,1,4,3200,1,8,3,0,1
55,0,4,3500,0,8,2,0,2
64,0,4,550,1,10,3,0,2
58,0,3,860,0,6,2,0,2
72,0,2,1400,0,9,2,0,1
73,1,4,2800,1,8,2,1,2
57,1,2,1300,0,9,3,0,2
54,0,2,1500,1,7,3,0,0
64,0,2,1000,0,6,3,0,0
45,0,4,2400,1,9,4,1,1
65,0,1,2200,1,7,2,0,3
40,0,2,192,1,8,4,0,2
49,1,4,2000,1,7,3,0,2
46,0,4,1500,1,9,3,0,1
51,1,2,1625,1,8,2,0,0
71,0,2,300,1,8,2,1,1
73,1,2,3090,1,9,4,0,1
53,0,2,500,0,5,0,0,3
32,0,3,1900,1,9,2,1,2
36,1,1,2100,1,7,2,1,1
56,0,2,1900,0,9,3,0,0
76,0,1,850,1,7,1,0,1
53,0,1,700,1,10,3,0,0
46,0,1,450,1,10,4,0,3
48,0,2,813,1,8,3,0,1
28,0,4,6250,1,9,3,1,1
44,1,1,1800,1,8,3,0,0
21,0,4,660,1,9,3,0,2
32,0,4,2700,1,8,3,0,1
42,1,4,3200,1,9,4,0,2
77,1,1,1200,0,7,3,0,0
82,0,0,1200,0,6,1,0,1
55,0,2,1313,1,8,3,0,1
31,0,2,2000,1,8,4,1,2
21,0,1,1500,1,7,3,0,0
75,0,1,1625,1,10,2,0,2
35,1,4,2400,1,9,4,0,0
57,1,2,7000,1,10,3,0,3
79,1,1,1800,1,7,2,0,0
66,1,1,1400,1,10,1,0,1
48,0,2,3000,0,10,3,1,2
73,0,4,500,0,8,1,0,0
64,0,2,1100,0,10,3,0,1
20,0,2,580,1,9,2,0,3
57,0,4,1500,1,7,1,0,2
72,1,1,760,1,5,2,0,3
50,0,1,650,1,5,2,0,1
56,1,2,1600,0,7,2,0,1
73,1,4,2500,0,9,2,0,3
49,1,2,1300,1,7,1,0,1
66,0,4,3400,1,9,4,0,0
46,0,4,1875,0,7,3,0,2
67,0,2,1300,0,9,3,0,2
30,0,3,1625,1,7,2,0,2
23,0,4,250,1,10,4,1,0
49,1,1,360,1,4,1,1,0
49,0,4,750,1,6,2,0,2
42,1,3,3500,1,9,4,0,1
54,1,2,2875,0,7,3,0,0
65,0,3,800,0,8,2,0,2
50,1,4,3000,1,8,3,0,2
70,1,4,1400,1,10,3,0,1
35,1,2,3500,1,9,3,0,0
22,0,4,1000,1,9,4,0,1
64,0,1,500,1,9,3,0,1
74,1,1,1400,1,10,2,0,1
27,0,3,600,1,7,3,0,2
23,1,4,250,1,9,4,0,1
67,1,4,1800,1,6,3,0,1
28,0,3,1100,0,7,3,0,2
39,0,4,1500,1,8,1,0,0
72,1,2,1830,0,9,4,0,0
58,1,4,1500,0,4,1,0,2
27,1,1,450,0,7,3,0,2
62,1,4,3000,1,10,2,1,2
81,0,2,1063,0,10,1,0,2
43,1,4,3600,1,7,3,0,2
51,0,2,450,1,6,2,0,1
46,1,2,6250,0,8,3,1,1
60,0,2,450,1,9,3,1,2
77,0,1,890,0,8,3,0,2
34,0,2,980,1,8,3,0,1
56,0,3,2600,1,8,2,0,0
74,1,2,1000,0,8,3,0,0
64,0,2,1300,0,7,3,0,1
72,1,4,4000,1,9,4,0,1
28,0,4,1875,1,8,3,0,0
64,0,4,2600,1,8,2,0,1
45,0,4,1900,1,8,3,1,2
35,0,2,250,1,8,3,0,2
35,1,2,1063,0,10,3,0,3
73,1,1,1200,0,10,2,0,1
71,0,2,1900,1,8,2,0,0
22,0,1,350,1,7,4,0,1
68,0,1,607,1,7,3,0,1
77,1,1,1050,0,7,2,0,0
56,1,1,2125,1,8,3,0,3
49,1,4,5000,1,9,2,0,1
69,0,4,550,0,9,2,0,1
57,0,2,1313,1,7,2,0,1
21,1,4,300,1,8,4,1,2
49,1,4,6250,1,8,3,1,1
86,1,1,1500,1,9,2,0,0
67,1,1,1060,0,8,2,0,2
69,1,1,800,0,7,2,0,3
40,1,4,1900,0,7,3,0,0
48,1,1,2650,1,8,3,1,3
57,0,1,1200,1,8,3,0,1
33,1,4,3000,1,9,3,1,1
75,1,4,3000,1,5,1,1,3
28,1,2,1875,0,9,4,0,1
35,1,1,650,0,8,3,0,3
61,0,2,1875,0,8,1,0,3
48,1,4,2800,1,8,2,1,0
63,0,1,813,0,8,2,0,0
64,1,2,1350,0,8,2,0,0
29,0,4,1100,0,3,2,0,2
56,1,1,2200,1,8,2,0,0
22,1,4,450,1,6,2,0,0
79,1,1,1600,1,5,3,0,1
77,1,4,1438,0,7,3,1,0
74,0,1,1100,1,10,3,0,2
70,0,1,500,1,8,2,0,0
57,0,2,404,0,6,2,0,3
54,1,2,1400,0,7,3,0,0
