transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
lock-up,6,midsize,1985,16.0,22.0,3.7884
lock-up,8,midsize,1985,15.0,20.0,5.0348
lock-up,8,midsize,1985,15.0,21.0,5.0348
lock-up,8,midsize,1985,15.0,21.0,5.0348
lock-up,6,midsize,1985,16.0,23.0,3.7884
lock-up,6,midsize,1985,23.0,32.0,4.3132
lock-up,6,midsize,1985,17.0,22.0,3.7884
lock-up,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,16.0,23.0,2.9684
lock-up,6,midsize,1985,16.0,23.0,2.9684
auto,4,midsize,1985,21.0,24.0,2.214
auto,4,midsize,1985,18.0,21.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
lock-up,8,midsize,1985,15.0,20.0,5.2152
lock-up,8,midsize,1985,11.0,14.0,5.2152
auto,4,midsize,1985,21.0,26.0,2.214
manual,4,midsize,1985,23.0,30.0,2.214
auto,4,midsize,1985,19.0,23.0,2.214
auto,4,midsize,1985,17.0,22.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
lock-up,8,midsize,1985,15.0,19.0,5.2152
lock-up,8,midsize,1985,11.0,14.0,5.2152
auto,4,midsize,1985,18.0,23.0,2.214
manual,4,midsize,1985,22.0,27.0,2.214
manual,4,midsize,1985,21.0,31.0,2.214
manual,4,midsize,1985,22.0,31.0,2.214
auto,4,midsize,1985,19.0,24.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
manual,4,midsize,1985,22.0,30.0,2.214
auto,4,midsize,1985,21.0,24.0,2.214
auto,4,midsize,1985,18.0,22.0,2.5584
lock-up,6,midsize,1985,16.0,22.0,3.7884
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,6,midsize,1985,16.0,22.0,3.7884
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,8,midsize,1985,15.0,22.0,5.002
lock-up,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,17.0,23.0,2.8372
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,23.0,31.0,4.3132
lock-up,6,midsize,1985,17.0,22.0,3.7884
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,6,midsize,1985,17.0,22.0,3.7884
lock-up,8,midsize,1985,15.0,20.0,5.002
lock-up,8,midsize,1985,15.0,22.0,5.002
lock-up,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,18.0,25.0,2.8372
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,17.0,24.0,2.8372
lock-up,6,midsize,1985,17.0,26.0,2.8372
lock-up,6,midsize,1985,23.0,32.0,4.3132
auto,8,midsize,1985,8.0,10.0,6.7568
auto,8,midsize,1985,8.0,10.0,6.7568
auto,4,midsize,1985,17.0,20.0,2.3124
lock-up,4,midsize,1985,19.0,23.0,2.3124
manual,4,midsize,1985,17.0,23.0,2.3124
manual,4,midsize,1985,21.0,26.0,2.3124
auto,4,midsize,1985,17.0,20.0,2.3124
lock-up,4,midsize,1985,19.0,23.0,2.3124
manual,4,midsize,1985,21.0,26.0,2.3124
manual,4,midsize,1985,17.0,23.0,2.3124
auto,6,midsize,1985,16.0,21.0,2.8536
auto,6,midsize,1985,16.0,21.0,2.8536
lock-up,6,midsize,1985,21.0,25.0,2.378
manual,6,midsize,1985,22.0,27.0,2.378
lock-up,6,midsize,1985,21.0,25.0,2.378
manual,6,midsize,1985,22.0,27.0,2.378
auto,5,midsize,1985,15.0,20.0,2.2304
manual,5,midsize,1985,17.0,23.0,2.2304
manual,5,midsize,1985,17.0,23.0,2.2304
auto,5,midsize,1985,15.0,20.0,2.2304
lock-up,6,midsize,1985,15.0,20.0,2.9684
lock-up,6,midsize,1985,15.0,23.0,2.9684
lock-up,6,midsize,1985,16.0,23.0,3.7884
lock-up,6,midsize,1985,23.0,31.0,4.3132
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,6,midsize,1985,15.0,21.0,2.9684
lock-up,6,midsize,1985,16.0,23.0,2.9684
lock-up,6,midsize,1985,16.0,24.0,3.7884
lock-up,6,midsize,1985,23.0,32.0,4.3132
lock-up,4,midsize,1985,21.0,29.0,2.4764
manual,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,16.0,23.0,2.8372
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,23.0,31.0,4.3132
lock-up,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,16.0,23.0,2.8372
manual,4,midsize,1985,21.0,29.0,2.4764
lock-up,6,midsize,1985,16.0,22.0,2.8372
lock-up,6,midsize,1985,17.0,23.0,2.8372
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,23.0,32.0,4.3132
auto,4,midsize,1985,17.0,22.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
auto,4,midsize,1985,18.0,21.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
auto,4,midsize,1985,19.0,23.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
auto,4,midsize,1985,18.0,22.0,2.214
manual,4,midsize,1985,22.0,27.0,2.214
manual,4,midsize,1985,21.0,31.0,2.214
manual,4,midsize,1985,22.0,31.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
auto,4,midsize,1985,18.0,24.0,2.214
manual,4,midsize,1985,23.0,30.0,2.214
manual,4,midsize,1985,22.0,30.0,2.214
auto,4,midsize,1985,21.0,24.0,2.214
lock-up,6,midsize,1985,16.0,20.0,3.7884
lock-up,6,midsize,1985,17.0,20.0,3.7884
lock-up,6,midsize,1985,16.0,20.0,3.7884
lock-up,6,midsize,1985,17.0,20.0,3.7884
auto,5,midsize,1985,18.0,20.0,3.0012
auto,5,midsize,1985,18.0,20.0,3.0012
auto,5,midsize,1985,19.0,23.0,3.0012
lock-up,6,midsize,1985,15.0,23.0,2.9684
lock-up,6,midsize,1985,16.0,23.0,3.7884
lock-up,6,midsize,1985,23.0,31.0,4.3132
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,6,midsize,1985,15.0,20.0,2.9684
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,6,midsize,1985,15.0,21.0,2.9684
lock-up,6,midsize,1985,16.0,23.0,2.9684
lock-up,6,midsize,1985,16.0,24.0,3.7884
lock-up,6,midsize,1985,23.0,32.0,4.3132
auto,4,midsize,1985,22.0,23.0,2.3124
auto,4,midsize,1985,18.0,19.0,1.9680000000000002
manual,4,midsize,1985,17.0,22.0,1.9680000000000002
auto,4,midsize,1985,22.0,23.0,2.3124
auto,4,midsize,1985,18.0,22.0,2.214
manual,4,midsize,1985,22.0,27.0,2.214
manual,4,midsize,1985,21.0,31.0,2.214
manual,4,midsize,1985,22.0,31.0,2.214
auto,4,midsize,1985,19.0,23.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
manual,4,midsize,1985,22.0,30.0,2.214
auto,4,midsize,1985,21.0,24.0,2.214
auto,4,midsize,1985,18.0,21.0,2.5584
auto,4,midsize,1985,18.0,24.0,2.214
manual,4,midsize,1985,23.0,30.0,2.214
lock-up,6,midsize,1985,23.0,31.0,4.3132
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,23.0,32.0,4.3132
lock-up,6,midsize,1985,17.0,25.0,2.8372
lock-up,6,midsize,1985,16.0,22.0,2.8372
lock-up,6,midsize,1985,16.0,23.0,2.8372
lock-up,6,midsize,1985,17.0,23.0,2.8372
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,6,midsize,1985,16.0,23.0,2.8372
lock-up,4,midsize,1985,19.0,26.0,2.4764
lock-up,6,midsize,1985,17.0,22.0,2.7552
lock-up,6,midsize,1985,17.0,22.0,2.7552
auto,4,midsize,1985,15.0,20.0,2.1319999999999997
manual,4,midsize,1985,15.0,21.0,2.1319999999999997
auto,4,midsize,1985,18.0,22.0,2.3124
auto,4,midsize,1985,15.0,20.0,2.1319999999999997
manual,4,midsize,1985,21.0,26.0,2.3124
manual,4,midsize,1985,15.0,20.0,2.1319999999999997
auto,4,midsize,1985,18.0,22.0,2.3124
manual,4,midsize,1985,21.0,26.0,2.3124
manual,6,small,1985,17.0,24.0,2.4928
manual,6,small,1985,17.0,24.0,2.4928
auto,3,small,1985,35.0,39.0,1.0004
manual,3,small,1985,39.0,47.0,1.0004
auto,3,small,1985,35.0,39.0,1.0004
manual,3,small,1985,39.0,47.0,1.0004
manual,8,small,1985,9.0,15.0,2.9356
manual,8,small,1985,9.0,15.0,2.9356
auto,6,small,1985,11.0,13.0,2.4928
manual,6,small,1985,11.0,17.0,2.4928
manual,6,small,1985,13.0,17.0,2.4928
auto,6,small,1985,11.0,13.0,2.4928
auto,3,small,1985,35.0,39.0,1.0004
manual,3,small,1985,39.0,47.0,1.0004
auto,3,small,1985,35.0,39.0,1.0004
manual,3,small,1985,39.0,47.0,1.0004
manual,4,small,1985,21.0,26.0,1.7876
auto,4,small,1985,21.0,23.0,1.7876
auto,4,small,1985,21.0,23.0,1.7876
manual,4,small,1985,21.0,26.0,1.7876
manual,4,large,1985,26.0,30.0,2.2468
manual,4,large,1985,25.0,30.0,2.2468
lock-up,4,large,1985,18.0,25.0,2.4764
manual,4,large,1985,19.0,24.0,2.4764
manual,4,large,1985,21.0,26.0,2.4764
lock-up,6,large,1985,17.0,23.0,2.8372
manual,6,large,1985,17.0,23.0,2.8372
manual,6,large,1985,16.0,23.0,2.8372
lock-up,4,large,1985,18.0,25.0,2.4764
manual,4,large,1985,19.0,24.0,2.4764
manual,4,large,1985,21.0,26.0,2.4764
lock-up,6,large,1985,15.0,22.0,2.8372
manual,4,large,1985,21.0,27.0,1.9516
manual,4,large,1985,26.0,31.0,2.2468
manual,4,large,1985,26.0,33.0,2.2468
manual,6,large,1985,16.0,23.0,2.8372
manual,6,large,1985,15.0,23.0,2.8372
manual,4,large,1985,19.0,23.0,2.0008
manual,4,large,1985,21.0,25.0,2.0008
auto,4,large,1985,18.0,20.0,2.0008
auto,4,large,1985,21.0,22.0,2.0008
manual,4,large,1985,19.0,23.0,2.0008
manual,4,large,1985,21.0,24.0,2.0008
manual,4,large,1985,21.0,25.0,2.0008
auto,4,large,1985,18.0,20.0,2.0008
manual,4,large,1985,21.0,25.0,2.0008
lock-up,4,large,1985,18.0,23.0,2.296
manual,4,large,1985,22.0,26.0,2.296
lock-up,6,large,1985,15.0,20.0,2.8044
manual,6,large,1985,16.0,21.0,2.8044
lock-up,4,large,1985,18.0,22.0,2.296
manual,4,large,1985,23.0,27.0,2.296
manual,4,large,1985,25.0,30.0,2.296
lock-up,6,large,1985,16.0,22.0,2.8044
manual,4,large,1985,21.0,25.0,2.0008
manual,4,large,1985,26.0,30.0,2.2468
manual,4,large,1985,25.0,30.0,2.2468
lock-up,4,large,1985,18.0,25.0,2.4764
manual,4,large,1985,19.0,24.0,2.4764
manual,4,large,1985,21.0,26.0,2.4764
lock-up,6,large,1985,17.0,23.0,2.8372
manual,6,large,1985,17.0,23.0,2.8372
manual,6,large,1985,16.0,23.0,2.8372
manual,6,large,1985,15.0,23.0,2.8372
manual,4,large,1985,21.0,27.0,1.9516
manual,6,large,1985,16.0,23.0,2.8372
lock-up,6,large,1985,15.0,22.0,2.8372
manual,4,large,1985,26.0,31.0,2.2468
manual,4,large,1985,21.0,26.0,2.4764
manual,4,large,1985,26.0,33.0,2.2468
manual,4,large,1985,19.0,24.0,2.4764
lock-up,4,large,1985,18.0,25.0,2.4764
manual,4,large,1985,19.0,25.0,1.9516
auto,4,large,1985,23.0,25.0,2.2468
manual,4,large,1985,21.0,26.0,1.9516
auto,4,large,1985,18.0,20.0,1.9516
manual,4,large,1985,22.0,29.0,1.9516
manual,4,large,1985,21.0,26.0,1.9516
auto,4,large,1985,23.0,25.0,2.2468
manual,4,large,1985,30.0,35.0,2.2468
manual,4,large,1985,28.0,33.0,2.2468
manual,4,large,1985,26.0,31.0,2.2468
auto,4,large,1985,18.0,20.0,1.9516
manual,4,large,1985,22.0,29.0,1.9516
manual,4,large,1985,18.0,23.0,2.5584
manual,4,large,1985,19.0,23.0,2.0008
auto,4,large,1985,18.0,20.0,2.5584
auto,4,large,1985,18.0,20.0,2.5584
manual,4,large,1985,18.0,24.0,2.5584
manual,4,large,1985,18.0,23.0,2.5584
manual,4,large,1985,19.0,23.0,2.0008
manual,4,large,1985,21.0,24.0,2.0008
manual,4,large,1985,21.0,25.0,2.0008
manual,4,large,1985,21.0,25.0,2.0008
manual,4,large,1985,26.0,31.0,2.3452
manual,4,large,1985,24.0,27.0,2.3452
auto,4,large,1985,18.0,20.0,2.5584
manual,4,large,1985,21.0,25.0,2.0008
lock-up,4,large,1985,18.0,21.0,2.3944
manual,4,large,1985,18.0,23.0,2.3944
manual,4,large,1985,24.0,29.0,2.4928
manual,4,large,1985,23.0,29.0,1.9516
manual,4,large,1985,26.0,30.0,2.4928
manual,4,large,1985,19.0,24.0,2.3944
lock-up,4,large,1985,18.0,20.0,2.3944
manual,4,large,1985,28.0,32.0,2.4436
manual,4,large,1985,26.0,31.0,2.4436
manual,4,large,1985,21.0,25.0,2.3616
auto,4,large,1985,19.0,21.0,2.3616
manual,4,large,1985,22.0,26.0,2.3616
manual,4,large,1985,26.0,27.0,2.4436
auto,4,large,1985,19.0,22.0,2.3616
lock-up,4,large,1985,18.0,22.0,2.3616
manual,4,large,1985,19.0,24.0,2.3616
auto,4,large,1985,21.0,23.0,2.3616
lock-up,4,large,1985,18.0,22.0,2.3616
manual,4,large,1985,21.0,25.0,2.3616
manual,4,large,1985,23.0,29.0,2.3616
auto,4,large,1985,21.0,23.0,2.3616
manual,4,large,1985,21.0,25.0,2.3616
manual,4,large,1985,17.0,20.0,2.5584
manual,4,large,1985,17.0,20.0,2.5584
manual,4,large,1985,22.0,24.0,2.3452
auto,4,large,1985,17.0,17.0,2.5584
manual,4,large,1985,18.0,21.0,2.5584
auto,4,large,1985,17.0,17.0,2.5584
manual,4,large,1985,24.0,27.0,2.3452
auto,4,large,1985,17.0,17.0,2.5584
lock-up,6,large,1985,15.0,20.0,2.8044
manual,6,large,1985,16.0,20.0,2.8044
manual,4,large,1985,21.0,25.0,2.296
lock-up,6,large,1985,15.0,20.0,2.8044
manual,4,large,1985,21.0,26.0,2.296
manual,6,large,1985,17.0,21.0,2.8044
manual,4,large,1985,23.0,26.0,2.296
manual,4,large,1985,23.0,25.0,2.2468
manual,4,large,1985,18.0,20.0,1.9516
manual,4,large,1985,18.0,21.0,1.9516
manual,4,large,1985,23.0,25.0,2.2468
manual,4,large,1985,16.0,17.0,2.46
manual,4,large,1985,16.0,17.0,2.46
auto,6,large,1985,15.0,17.0,4.2312
manual,6,large,1985,15.0,17.0,4.2312
manual,4,large,1985,17.0,19.0,2.46
auto,6,large,1985,15.0,17.0,4.2312
manual,6,large,1985,15.0,17.0,4.2312
manual,4,large,1985,17.0,19.0,2.46
manual,6,large,1985,15.0,20.0,4.2312
manual,6,large,1985,15.0,20.0,4.2312
manual,4,large,1985,18.0,21.0,2.5584
manual,4,large,1985,17.0,20.0,2.5584
manual,4,large,1985,24.0,27.0,2.3452
manual,4,large,1985,22.0,24.0,2.3452
manual,4,large,1985,17.0,20.0,2.5584
manual,4,midsize,1985,22.0,29.0,1.9844
lock-up,4,midsize,1985,19.0,26.0,1.9844
lock-up,4,midsize,1985,21.0,29.0,1.804
lock-up,4,midsize,1985,21.0,29.0,1.804
manual,4,midsize,1985,23.0,32.0,1.804
lock-up,4,midsize,1985,22.0,27.0,1.9844
manual,4,midsize,1985,23.0,32.0,1.9844
manual,4,midsize,1985,23.0,32.0,1.804
lock-up,4,midsize,1985,19.0,26.0,1.9844
manual,4,midsize,1985,22.0,29.0,1.9844
manual,4,midsize,1985,21.0,29.0,1.9844
lock-up,6,midsize,1985,17.0,23.0,2.8372
manual,6,midsize,1985,15.0,21.0,2.8372
lock-up,4,midsize,1985,22.0,27.0,1.9844
manual,4,midsize,1985,23.0,32.0,1.9844
manual,4,midsize,1985,21.0,30.0,1.9844
lock-up,6,midsize,1985,17.0,24.0,2.8372
manual,6,midsize,1985,16.0,21.0,2.8372
lock-up,4,midsize,1985,21.0,23.0,2.0008
manual,4,midsize,1985,21.0,27.0,2.0008
lock-up,4,midsize,1985,21.0,23.0,2.0008
manual,4,midsize,1985,21.0,27.0,2.0008
manual,4,midsize,1985,24.0,33.0,1.8532
auto,4,midsize,1985,22.0,27.0,1.6072
manual,4,midsize,1985,23.0,32.0,1.6072
manual,4,midsize,1985,22.0,32.0,1.6072
auto,4,midsize,1985,21.0,26.0,1.6072
manual,4,midsize,1985,23.0,31.0,1.6072
auto,4,midsize,1985,23.0,29.0,1.8532
manual,4,midsize,1985,23.0,33.0,1.8532
manual,4,midsize,1985,31.0,39.0,2.0008
auto,4,midsize,1985,23.0,29.0,1.8532
manual,4,midsize,1985,28.0,39.0,1.8532
manual,4,midsize,1985,23.0,33.0,1.8532
auto,4,midsize,1985,22.0,27.0,1.6072
manual,4,midsize,1985,22.0,30.0,1.6072
manual,4,midsize,1985,31.0,39.0,2.0008
manual,4,midsize,1985,23.0,32.0,1.6072
manual,4,midsize,1985,22.0,32.0,1.6072
auto,4,midsize,1985,21.0,26.0,1.6072
lock-up,4,midsize,1985,25.0,29.0,1.4924
manual,4,midsize,1985,28.0,33.0,1.4924
manual,4,midsize,1985,23.0,26.0,1.4924
lock-up,4,midsize,1985,23.0,26.0,1.4924
manual,4,midsize,1985,26.0,31.0,1.4924
manual,4,midsize,1985,23.0,26.0,1.4924
manual,4,midsize,1985,24.0,33.0,1.8532
auto,4,midsize,1985,22.0,27.0,1.6072
manual,4,midsize,1985,23.0,32.0,1.6072
manual,4,midsize,1985,22.0,32.0,1.6072
auto,4,midsize,1985,23.0,29.0,1.8532
manual,4,midsize,1985,28.0,39.0,1.8532
manual,4,midsize,1985,23.0,33.0,1.8532
manual,4,midsize,1985,31.0,39.0,2.0008
manual,4,midsize,1985,23.0,32.0,1.6072
auto,4,midsize,1985,22.0,27.0,1.6072
manual,4,midsize,1985,22.0,32.0,1.6072
manual,4,midsize,1985,31.0,39.0,2.0008
auto,4,midsize,1985,23.0,29.0,1.8532
manual,4,midsize,1985,23.0,33.0,1.8532
auto,4,midsize,1985,19.0,21.0,1.4924
manual,4,midsize,1985,22.0,26.0,1.4924
manual,4,midsize,1985,22.0,27.0,1.4924
lock-up,4,midsize,1985,21.0,23.0,2.0008
lock-up,4,midsize,1985,23.0,27.0,1.6072
manual,4,midsize,1985,26.0,33.0,1.6072
lock-up,6,midsize,1985,15.0,20.0,2.9684
lock-up,4,midsize,1985,23.0,27.0,1.6072
manual,4,midsize,1985,26.0,35.0,1.6072
lock-up,6,midsize,1985,15.0,20.0,2.9684
manual,4,midsize,1985,26.0,33.0,1.6072
lock-up,4,midsize,1985,23.0,27.0,1.6072
manual,6,midsize,1985,15.0,21.0,2.8372
lock-up,4,midsize,1985,21.0,29.0,1.804
manual,4,midsize,1985,23.0,32.0,1.804
lock-up,4,midsize,1985,19.0,26.0,1.9844
manual,4,midsize,1985,22.0,29.0,1.9844
lock-up,6,midsize,1985,17.0,24.0,2.8372
manual,4,midsize,1985,23.0,32.0,1.9844
lock-up,6,midsize,1985,17.0,24.0,2.8372
manual,6,midsize,1985,16.0,21.0,2.8372
lock-up,4,midsize,1985,22.0,27.0,1.9844
manual,4,midsize,1985,23.0,32.0,1.804
lock-up,4,midsize,1985,21.0,29.0,1.804
lock-up,4,midsize,1985,21.0,23.0,2.0008
manual,4,midsize,1985,21.0,27.0,2.0008
lock-up,4,midsize,1985,21.0,23.0,2.0008
manual,4,midsize,1985,21.0,27.0,2.0008
manual,4,midsize,1985,22.0,29.0,1.9844
lock-up,4,midsize,1985,21.0,29.0,1.804
manual,4,midsize,1985,23.0,32.0,1.804
lock-up,4,midsize,1985,21.0,29.0,1.804
manual,4,midsize,1985,23.0,32.0,1.804
manual,4,midsize,1985,23.0,32.0,1.9844
auto,4,midsize,1985,18.0,22.0,2.1648
manual,4,midsize,1985,21.0,29.0,2.1648
auto,4,midsize,1985,18.0,22.0,2.1648
manual,4,midsize,1985,21.0,29.0,2.1648
lock-up,4,midsize,1985,22.0,26.0,1.7876
lock-up,4,midsize,1985,21.0,24.0,1.7876
manual,4,midsize,1985,22.0,29.0,1.7876
manual,4,midsize,1985,23.0,29.0,1.7876
lock-up,4,midsize,1985,21.0,26.0,1.7876
manual,4,midsize,1985,23.0,29.0,1.7876
lock-up,4,midsize,1985,21.0,24.0,1.7876
manual,4,midsize,1985,22.0,29.0,1.7876
auto,4,midsize,1985,25.0,27.0,1.4596
manual,4,midsize,1985,26.0,35.0,1.4596
auto,4,midsize,1985,22.0,25.0,1.4596
manual,4,midsize,1985,23.0,29.0,1.4596
auto,4,midsize,1985,21.0,23.0,1.4596
manual,4,midsize,1985,23.0,29.0,1.4596
auto,4,midsize,1985,25.0,29.0,1.4596
manual,4,midsize,1985,26.0,33.0,1.4596
manual,4,midsize,1985,22.0,29.0,1.7876
auto,4,midsize,1985,19.0,23.0,1.7876
manual,5,midsize,1985,15.0,20.0,2.2304
manual,4,midsize,1985,28.0,35.0,1.5908
manual,5,midsize,1985,15.0,20.0,2.2304
auto,4,midsize,1985,19.0,23.0,1.7876
manual,4,midsize,1985,22.0,29.0,1.7876
manual,4,midsize,1985,28.0,35.0,1.5908
lock-up,6,large,1985,15.0,21.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
lock-up,8,large,1985,14.0,20.0,5.002
auto,6,large,1985,16.0,17.0,4.2968
lock-up,6,large,1985,15.0,20.0,4.2968
manual,6,large,1985,16.0,19.0,4.2968
manual,6,large,1985,15.0,20.0,4.2968
lock-up,8,large,1985,13.0,15.0,5.002
lock-up,8,large,1985,14.0,19.0,5.002
manual,8,large,1985,13.0,17.0,5.002
manual,8,large,1985,13.0,17.0,5.002
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,18.0,21.0,6.2156
manual,8,large,1985,18.0,20.0,6.2156
lock-up,6,large,1985,15.0,17.0,4.2968
manual,6,large,1985,14.0,17.0,4.2968
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,16.0,19.0,6.2156
lock-up,6,large,1985,15.0,20.0,4.2968
lock-up,6,large,1985,15.0,17.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
manual,8,large,1985,11.0,14.0,5.002
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,18.0,21.0,6.2156
lock-up,8,large,1985,11.0,15.0,5.74
lock-up,8,large,1985,15.0,20.0,6.2156
lock-up,6,large,1985,15.0,19.0,4.2968
lock-up,6,large,1985,15.0,21.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
lock-up,8,large,1985,15.0,20.0,5.002
lock-up,8,large,1985,13.0,17.0,5.002
manual,6,large,1985,15.0,17.0,4.2968
manual,6,large,1985,15.0,19.0,4.2968
manual,6,large,1985,16.0,20.0,3.69
manual,6,large,1985,15.0,19.0,3.69
manual,6,large,1985,14.0,17.0,3.69
auto,8,large,1985,11.0,13.0,5.2152
auto,8,large,1985,11.0,14.0,5.2152
lock-up,8,large,1985,13.0,15.0,5.2152
manual,8,large,1985,10.0,13.0,5.2152
auto,8,large,1985,10.0,12.0,5.904
manual,8,large,1985,13.0,17.0,5.2152
manual,8,large,1985,10.0,13.0,5.2152
manual,8,large,1985,8.0,11.0,5.904
manual,8,large,1985,11.0,17.0,5.2152
auto,8,large,1985,11.0,13.0,5.2152
auto,8,large,1985,11.0,12.0,5.2152
lock-up,6,large,1985,15.0,17.0,3.69
manual,8,large,1985,10.0,13.0,5.2152
manual,8,large,1985,11.0,14.0,5.2152
auto,8,large,1985,10.0,11.0,5.904
manual,8,large,1985,8.0,11.0,5.904
lock-up,6,large,1985,15.0,17.0,3.69
manual,6,large,1985,13.0,14.0,3.69
auto,6,large,1985,13.0,15.0,3.69
manual,6,large,1985,13.0,17.0,3.69
auto,8,large,1985,11.0,14.0,5.2152
manual,8,large,1985,11.0,17.0,5.2152
auto,8,large,1985,10.0,11.0,5.904
manual,8,large,1985,8.0,11.0,5.904
auto,8,large,1985,11.0,14.0,5.2152
lock-up,8,large,1985,11.0,15.0,4.9528
auto,8,large,1985,13.0,15.0,4.9528
lock-up,8,large,1985,13.0,17.0,4.9528
auto,8,large,1985,11.0,13.0,4.9528
auto,6,large,1985,14.0,15.0,4.92
lock-up,6,large,1985,15.0,20.0,4.92
manual,6,large,1985,15.0,17.0,4.92
manual,6,large,1985,17.0,22.0,4.92
manual,8,large,1985,15.0,17.0,4.9528
auto,8,large,1985,11.0,13.0,5.7564
auto,6,large,1985,14.0,15.0,4.92
manual,6,large,1985,15.0,17.0,4.92
lock-up,8,large,1985,11.0,15.0,4.9528
lock-up,8,large,1985,13.0,17.0,4.9528
manual,8,large,1985,13.0,14.0,4.9528
manual,8,large,1985,11.0,12.0,5.7564
auto,8,large,1985,10.0,12.0,5.7564
auto,8,large,1985,11.0,11.0,5.7564
auto,6,large,1985,13.0,15.0,4.92
manual,6,large,1985,15.0,17.0,4.92
lock-up,8,large,1985,11.0,14.0,4.9528
lock-up,8,large,1985,13.0,17.0,4.9528
auto,8,large,1985,11.0,11.0,5.7564
lock-up,8,large,1985,13.0,17.0,4.9528
auto,6,large,1985,13.0,15.0,4.92
lock-up,6,large,1985,15.0,19.0,4.92
manual,6,large,1985,15.0,17.0,4.92
manual,6,large,1985,15.0,20.0,4.92
lock-up,8,large,1985,11.0,15.0,4.9528
lock-up,6,large,1985,15.0,20.0,4.2968
lock-up,6,large,1985,15.0,21.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
lock-up,8,large,1985,14.0,20.0,5.002
auto,6,large,1985,16.0,17.0,4.2968
lock-up,6,large,1985,15.0,20.0,4.2968
manual,6,large,1985,16.0,19.0,4.2968
manual,6,large,1985,15.0,20.0,4.2968
lock-up,8,large,1985,13.0,15.0,5.002
lock-up,8,large,1985,14.0,19.0,5.002
manual,8,large,1985,13.0,17.0,5.002
lock-up,6,large,1985,15.0,19.0,4.2968
lock-up,6,large,1985,15.0,21.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
lock-up,8,large,1985,15.0,20.0,5.002
lock-up,6,large,1985,15.0,17.0,4.2968
manual,6,large,1985,15.0,17.0,4.2968
manual,6,large,1985,15.0,19.0,4.2968
lock-up,8,large,1985,13.0,17.0,5.002
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,18.0,21.0,6.2156
lock-up,8,large,1985,11.0,15.0,5.74
lock-up,8,large,1985,15.0,20.0,6.2156
manual,8,large,1985,13.0,17.0,5.002
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,18.0,21.0,6.2156
manual,8,large,1985,18.0,20.0,6.2156
lock-up,6,large,1985,15.0,17.0,4.2968
manual,6,large,1985,14.0,17.0,4.2968
lock-up,8,large,1985,14.0,17.0,5.002
manual,8,large,1985,11.0,14.0,5.002
lock-up,8,large,1985,17.0,21.0,6.2156
manual,8,large,1985,16.0,19.0,6.2156
manual,4,large,1985,19.0,25.0,2.3616
auto,4,large,1985,21.0,23.0,2.3616
manual,4,large,1985,19.0,25.0,2.3616
auto,4,large,1985,21.0,23.0,2.3616
lock-up,6,large,1985,14.0,17.0,4.2968
manual,6,large,1985,13.0,14.0,4.2968
lock-up,8,large,1985,11.0,15.0,5.74
lock-up,4,large,1985,18.0,21.0,2.4764
manual,4,large,1985,18.0,23.0,2.4764
