transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
auto,4,small,1994,24.0,29.0,1.476
manual,4,small,1994,28.0,35.0,1.476
lock-up,4,small,1994,23.0,30.0,1.8368
manual,4,small,1994,23.0,30.0,1.8368
lock-up,4,small,1994,21.0,27.0,1.7548
manual,4,small,1994,21.0,29.0,1.7548
auto,4,small,1994,17.0,20.0,2.0008
auto,4,small,1994,17.0,21.0,2.0008
lock-up,4,small,1994,19.0,25.0,2.0008
manual,4,small,1994,18.0,23.0,2.0008
manual,4,small,1994,19.0,26.0,2.0008
manual,4,small,1994,18.0,26.0,2.0008
manual,8,small,1994,11.0,16.0,3.4112
auto,8,small,1994,11.0,16.0,3.4112
lock-up,4,small,1994,25.0,31.0,1.2136
manual,4,small,1994,31.0,39.0,1.2136
lock-up,6,small,1994,17.0,26.0,3.7884
manual,6,small,1994,18.0,27.0,3.7884
lock-up,8,small,1994,15.0,23.0,4.9528
manual,8,small,1994,15.0,23.0,4.9528
lock-up,4,small,1994,19.0,29.0,1.9844
manual,4,small,1994,23.0,30.0,1.9844
lock-up,6,small,1994,18.0,24.0,2.4928
manual,6,small,1994,18.0,24.0,2.4928
auto,3,small,1994,31.0,35.0,1.0004
manual,3,small,1994,38.0,44.0,1.0004
manual,3,small,1994,43.0,51.0,1.0004
lock-up,4,small,1994,25.0,33.0,1.4924
manual,4,small,1994,35.0,41.0,1.4924
manual,4,small,1994,33.0,41.0,1.4924
manual,4,small,1994,29.0,36.0,1.4924
lock-up,4,small,1994,23.0,30.0,1.5908
manual,4,small,1994,25.0,32.0,1.5908
manual,4,small,1994,39.0,50.0,1.4924
manual,4,small,1994,37.0,45.0,1.4924
lock-up,4,small,1994,21.0,26.0,2.1648
manual,4,small,1994,19.0,24.0,2.1648
manual,4,small,1994,21.0,26.0,2.1648
lock-up,4,small,1994,19.0,25.0,2.2632
manual,4,small,1994,19.0,24.0,2.2632
lock-up,4,small,1994,23.0,32.0,1.476
manual,4,small,1994,24.0,33.0,1.476
lock-up,4,small,1994,23.0,30.0,1.476
manual,4,small,1994,23.0,30.0,1.476
manual,4,small,1994,23.0,29.0,1.476
lock-up,6,small,1994,16.0,21.0,2.9684
lock-up,6,small,1994,15.0,21.0,3.9852
lock-up,6,small,1994,15.0,21.0,3.9852
lock-up,12,small,1994,11.0,15.0,6.0024
lock-up,8,small,1994,16.0,21.0,3.9688
manual,6,small,1994,16.0,21.0,3.0012
lock-up,6,small,1994,15.0,21.0,3.0012
manual,6,small,1994,21.0,26.0,1.8532
lock-up,4,small,1994,21.0,29.0,2.0008
manual,4,small,1994,23.0,31.0,2.0008
lock-up,6,small,1994,18.0,24.0,2.4928
manual,6,small,1994,18.0,24.0,2.4928
lock-up,6,small,1994,18.0,25.0,1.8532
manual,4,small,1994,25.0,33.0,1.6072
lock-up,4,small,1994,22.0,31.0,1.6072
auto,6,small,1994,17.0,23.0,3.198
auto,4,small,1994,17.0,20.0,2.0008
auto,4,small,1994,17.0,21.0,2.0008
lock-up,4,small,1994,19.0,25.0,2.0008
manual,4,small,1994,18.0,26.0,2.0008
manual,4,small,1994,19.0,26.0,2.0008
manual,4,small,1994,18.0,23.0,2.0008
lock-up,6,small,1994,16.0,22.0,2.9684
manual,6,small,1994,17.0,23.0,2.9684
manual,6,small,1994,16.0,22.0,2.9684
auto,4,small,1994,24.0,29.0,1.476
manual,4,small,1994,28.0,35.0,1.476
lock-up,4,small,1994,23.0,30.0,1.8368
manual,4,small,1994,23.0,30.0,1.8368
lock-up,4,small,1994,21.0,27.0,1.7548
manual,4,small,1994,21.0,29.0,1.7548
lock-up,4,small,1994,23.0,32.0,1.6072
manual,4,small,1994,25.0,35.0,1.6072
lock-up,4,small,1994,21.0,27.0,2.0008
manual,4,small,1994,21.0,29.0,2.0008
lock-up,6,small,1994,16.0,21.0,2.9684
manual,6,small,1994,16.0,22.0,2.9684
auto,4,small,1994,24.0,29.0,1.476
auto,4,small,1994,17.0,21.0,2.0008
auto,4,small,1994,17.0,20.0,2.0008
lock-up,4,small,1994,19.0,25.0,2.0008
manual,4,small,1994,18.0,23.0,2.0008
manual,4,small,1994,19.0,26.0,2.0008
manual,4,small,1994,18.0,26.0,2.0008
manual,4,small,1994,28.0,35.0,1.476
lock-up,4,small,1994,23.0,30.0,1.8368
manual,4,small,1994,23.0,30.0,1.8368
lock-up,4,small,1994,21.0,27.0,1.7548
manual,4,small,1994,21.0,29.0,1.7548
lock-up,6,small,1994,17.0,26.0,3.3456
manual,6,small,1994,17.0,26.0,3.3456
lock-up,8,small,1994,15.0,23.0,5.74
manual,8,small,1994,15.0,25.0,5.74
auto,3,small,1994,31.0,36.0,1.0004
manual,3,small,1994,38.0,45.0,1.0004
lock-up,4,small,1994,21.0,29.0,2.0008
manual,4,small,1994,22.0,32.0,2.0008
lock-up,6,small,1994,18.0,26.0,3.1324
manual,6,small,1994,17.0,26.0,3.1324
lock-up,8,small,1994,9.0,14.0,6.7568
lock-up,8,small,1994,9.0,14.0,6.7568
auto,4,small,1994,16.0,20.0,2.1156
manual,4,small,1994,18.0,24.0,2.296
auto,4,small,1994,16.0,20.0,1.9844
manual,4,small,1994,18.0,24.0,1.9844
manual,4,small,1994,18.0,24.0,1.9844
lock-up,4,small,1994,23.0,32.0,1.9024
lock-up,4,small,1994,21.0,29.0,1.9024
manual,4,small,1994,24.0,33.0,1.9024
manual,4,small,1994,22.0,31.0,1.9024
manual,4,small,1994,21.0,26.0,1.8204
manual,3,small,1994,28.0,33.0,1.1972
manual,3,small,1994,24.0,29.0,1.1972
lock-up,6,small,1994,15.0,23.0,3.3128
lock-up,6,small,1994,15.0,23.0,3.3128
lock-up,4,small,1994,21.0,27.0,1.8204
manual,4,small,1994,22.0,29.0,1.8204
lock-up,4,small,1994,19.0,26.0,1.8204
auto,4,small,1994,25.0,31.0,1.2956
manual,4,small,1994,31.0,39.0,1.2956
manual,4,small,1994,24.0,32.0,1.2956
lock-up,4,small,1994,23.0,29.0,1.7712
manual,4,small,1994,23.0,31.0,1.7712
lock-up,4,small,1994,21.0,27.0,2.1648
manual,4,small,1994,21.0,26.0,2.1648
lock-up,4,small,1994,23.0,26.0,1.4596
manual,4,small,1994,26.0,33.0,1.4596
manual,4,small,1994,24.0,31.0,1.4596
lock-up,6,small,1994,16.0,23.0,2.7880000000000003
manual,6,small,1994,16.0,22.0,2.7880000000000003
manual,6,small,1994,17.0,22.0,2.9848
lock-up,6,small,1994,16.0,21.0,2.9848
manual,4,small,1994,19.0,27.0,1.9680000000000002
manual,8,small,1994,15.0,23.0,5.7236
lock-up,8,small,1994,15.0,22.0,5.74
manual,8,small,1994,15.0,25.0,5.74
manual,10,small,1994,13.0,20.0,8.0032
manual,8,small,1994,11.0,17.0,3.4112
manual,8,small,1994,11.0,17.0,3.4112
manual,12,small,1994,10.0,15.0,4.9528
lock-up,4,small,1994,25.0,33.0,1.4924
manual,4,small,1994,30.0,37.0,1.4924
lock-up,4,small,1994,23.0,30.0,1.5908
manual,4,small,1994,25.0,32.0,1.5908
manual,4,small,1994,23.0,27.0,1.5908
manual,6,small,1994,13.0,20.0,3.9852
manual,4,small,1994,15.0,25.0,2.1812
lock-up,4,small,1994,21.0,26.0,1.8368
manual,4,small,1994,19.0,25.0,1.8368
lock-up,2,small,1994,16.0,22.0,1.3119999999999998
manual,2,small,1994,15.0,23.0,1.3119999999999998
auto,6,small,1994,15.0,22.0,3.198
auto,8,small,1994,15.0,19.0,4.9692
auto,12,small,1994,11.0,16.0,5.986000000000001
lock-up,6,small,1994,16.0,21.0,2.9684
lock-up,6,small,1994,16.0,21.0,2.9684
manual,6,small,1994,16.0,22.0,2.9684
manual,6,small,1994,16.0,22.0,2.9684
auto,6,small,1994,15.0,21.0,3.608
manual,6,small,1994,15.0,23.0,3.608
manual,6,small,1994,15.0,21.0,3.608
auto,4,small,1994,15.0,23.0,3.0012
manual,4,small,1994,15.0,24.0,3.0012
manual,4,small,1994,18.0,25.0,2.0008
lock-up,4,small,1994,18.0,27.0,2.1648
manual,4,small,1994,19.0,26.0,2.1648
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,13.0,17.0,5.002
lock-up,8,large,1994,13.0,17.0,5.74
lock-up,8,large,1994,15.0,20.0,6.478
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,8,large,1994,11.0,16.0,5.2152
lock-up,8,large,1994,11.0,15.0,5.904
lock-up,8,large,1994,11.0,15.0,5.904
lock-up,6,large,1994,14.0,17.0,3.9196
auto,8,large,1994,11.0,14.0,5.2152
lock-up,8,large,1994,11.0,16.0,5.2152
lock-up,8,large,1994,11.0,17.0,4.9528
auto,6,large,1994,13.0,15.0,4.92
lock-up,6,large,1994,13.0,17.0,4.92
lock-up,6,large,1994,15.0,19.0,4.0016
lock-up,8,large,1994,11.0,16.0,5.7564
auto,6,large,1994,11.0,13.0,4.92
lock-up,6,large,1994,11.0,15.0,4.92
lock-up,8,large,1994,11.0,15.0,5.7564
lock-up,6,large,1994,16.0,21.0,3.0012
manual,6,large,1994,17.0,23.0,3.0012
lock-up,6,large,1994,15.0,19.0,4.0016
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,8,large,1994,15.0,20.0,6.478
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,13.0,17.0,5.74
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,13.0,17.0,5.002
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,14.0,17.0,4.2968
lock-up,6,large,1994,14.0,19.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,6,large,1994,14.0,17.0,4.2968
lock-up,8,large,1994,11.0,17.0,5.002
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,8,large,1994,15.0,19.0,6.478
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,6,large,1994,14.0,16.0,3.9196
auto,8,large,1994,11.0,14.0,5.2152
lock-up,8,large,1994,11.0,16.0,5.2152
lock-up,8,large,1994,11.0,15.0,5.904
lock-up,8,large,1994,11.0,15.0,5.2152
lock-up,8,large,1994,10.0,15.0,5.904
lock-up,8,large,1994,11.0,15.0,5.7564
manual,6,large,1994,15.0,22.0,3.0012
lock-up,6,large,1994,15.0,19.0,4.0016
lock-up,6,large,1994,14.0,19.0,4.0016
lock-up,6,large,1994,11.0,15.0,4.92
lock-up,8,large,1994,11.0,17.0,4.9528
lock-up,6,large,1994,15.0,21.0,3.0012
lock-up,8,large,1994,11.0,17.0,5.002
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,8,large,1994,15.0,19.0,6.478
lock-up,6,large,1994,14.0,17.0,4.2968
lock-up,6,large,1994,14.0,19.0,4.2968
lock-up,6,large,1994,15.0,20.0,4.2968
lock-up,8,large,1994,11.0,16.0,5.74
lock-up,6,large,1994,14.0,17.0,4.2968
lock-up,4,large,1994,15.0,20.0,2.4436
lock-up,4,large,1994,15.0,19.0,2.4436
lock-up,4,large,1994,15.0,20.0,2.4436
lock-up,4,large,1994,17.0,21.0,2.4436
lock-up,6,small,1995,16.0,21.0,3.2144
lock-up,6,small,1995,17.0,22.0,3.2144
manual,6,small,1995,16.0,23.0,3.2144
manual,6,small,1995,16.0,24.0,3.2144
lock-up,5,small,1995,18.0,23.0,2.46
lock-up,6,small,1995,14.0,20.0,2.952
manual,6,small,1995,15.0,22.0,2.952
lock-up,6,small,1995,16.0,20.0,2.7716
manual,6,small,1995,16.0,22.0,2.7716
manual,5,small,1995,16.0,21.0,2.2304
lock-up,6,small,1995,16.0,24.0,2.7716
lock-up,6,small,1995,17.0,25.0,2.7716
lock-up,6,small,1995,17.0,22.0,2.7716
manual,6,small,1995,17.0,23.0,2.7716
manual,6,small,1995,17.0,24.0,2.7716
manual,6,small,1995,17.0,23.0,2.7716
manual,8,small,1995,13.0,21.0,3.9852
lock-up,4,small,1995,18.0,26.0,1.7876
manual,4,small,1995,19.0,29.0,1.7876
lock-up,6,small,1995,16.0,23.0,2.4928
manual,6,small,1995,17.0,26.0,2.4928
lock-up,8,small,1995,15.0,23.0,3.0012
manual,8,small,1995,15.0,22.0,3.0012
lock-up,8,small,1995,15.0,23.0,3.9852
lock-up,4,small,1995,19.0,27.0,2.2796
lock-up,4,small,1995,18.0,29.0,2.296
lock-up,6,small,1995,17.0,26.0,3.1324
lock-up,6,small,1995,17.0,26.0,3.1324
manual,4,small,1995,21.0,33.0,2.1976
lock-up,6,small,1995,18.0,26.0,3.1324
lock-up,6,small,1995,18.0,26.0,3.1324
manual,4,small,1995,22.0,33.0,2.1976
manual,4,small,1995,19.0,29.0,2.2632
lock-up,4,small,1995,18.0,29.0,2.296
lock-up,6,small,1995,18.0,26.0,3.1324
lock-up,6,small,1995,18.0,26.0,3.1324
lock-up,4,small,1995,18.0,27.0,2.0008
lock-up,4,small,1995,19.0,29.0,2.0008
manual,4,small,1995,19.0,30.0,2.0008
manual,4,small,1995,19.0,29.0,2.0008
lock-up,6,small,1995,18.0,26.0,2.4928
lock-up,4,small,1995,18.0,27.0,2.0008
lock-up,4,small,1995,19.0,29.0,2.0008
manual,4,small,1995,19.0,30.0,2.0008
manual,4,small,1995,19.0,29.0,2.0008
lock-up,6,small,1995,18.0,26.0,2.4928
lock-up,4,small,1995,23.0,30.0,2.0008
manual,4,small,1995,25.0,35.0,2.0008
lock-up,4,small,1995,21.0,29.0,1.9844
lock-up,6,small,1995,19.0,27.0,2.4928
manual,6,small,1995,18.0,26.0,2.4928
lock-up,4,small,1995,21.0,26.0,1.7876
manual,4,small,1995,22.0,29.0,1.7876
lock-up,4,small,1995,23.0,31.0,1.886
manual,4,small,1995,26.0,35.0,1.886
lock-up,4,small,1995,23.0,27.0,1.5908
manual,4,small,1995,24.0,31.0,1.5908
lock-up,4,small,1995,23.0,31.0,1.7712
manual,4,small,1995,25.0,31.0,1.7712
lock-up,6,small,1995,17.0,23.0,2.6732
lock-up,4,small,1995,21.0,27.0,2.1648
lock-up,4,small,1995,21.0,26.0,2.1648
manual,4,small,1995,22.0,29.0,2.1648
manual,4,small,1995,22.0,29.0,2.1648
lock-up,4,small,1995,19.0,26.0,1.8368
lock-up,4,small,1995,19.0,26.0,1.8368
manual,4,small,1995,18.0,26.0,1.8368
manual,4,small,1995,18.0,26.0,1.8368
lock-up,4,small,1995,24.0,33.0,1.4924
manual,4,small,1995,25.0,35.0,1.4924
manual,4,small,1995,19.0,26.0,1.5908
lock-up,4,small,1995,19.0,26.0,2.0008
lock-up,4,small,1995,19.0,26.0,2.0008
manual,4,small,1995,21.0,29.0,2.0008
manual,4,small,1995,21.0,29.0,2.0008
lock-up,12,small,1995,11.0,15.0,6.0024
lock-up,6,small,1995,15.0,21.0,3.9852
lock-up,4,small,1995,22.0,31.0,1.6072
manual,4,small,1995,22.0,30.0,1.6072
manual,4,small,1995,25.0,32.0,1.6072
lock-up,4,small,1995,21.0,26.0,1.8368
manual,4,small,1995,21.0,26.0,1.8368
lock-up,6,small,1995,18.0,26.0,3.0012
manual,4,small,1995,22.0,29.0,1.7876
lock-up,4,small,1995,23.0,31.0,1.886
manual,4,small,1995,26.0,35.0,1.886
lock-up,4,small,1995,21.0,29.0,1.9844
lock-up,6,small,1995,19.0,27.0,2.4928
manual,6,small,1995,18.0,26.0,2.4928
lock-up,4,small,1995,21.0,26.0,1.7876
lock-up,6,small,1995,18.0,26.0,2.2632
lock-up,6,small,1995,18.0,25.0,2.4928
lock-up,4,small,1995,23.0,32.0,1.4924
manual,4,small,1995,26.0,35.0,1.4924
lock-up,4,small,1995,21.0,29.0,1.8368
lock-up,4,small,1995,21.0,26.0,1.8368
manual,4,small,1995,24.0,33.0,1.8368
manual,4,small,1995,23.0,29.0,1.8368
lock-up,4,small,1995,23.0,30.0,1.6072
manual,4,small,1995,25.0,33.0,1.6072
auto,8,small,1995,16.0,22.0,4.1984
auto,8,small,1995,14.0,19.0,4.9692
auto,12,small,1995,11.0,16.0,5.986000000000001
auto,4,small,1995,21.0,26.0,2.1976
auto,6,small,1995,18.0,24.0,2.8044
auto,6,small,1995,16.0,20.0,3.608
auto,6,small,1995,18.0,24.0,3.198
lock-up,6,small,1995,16.0,23.0,2.9684
lock-up,4,small,1995,19.0,26.0,2.3452
manual,4,small,1995,21.0,27.0,2.3452
lock-up,6,small,1995,18.0,25.0,2.4928
lock-up,6,small,1995,16.0,23.0,2.9684
lock-up,4,small,1995,18.0,26.0,2.3944
manual,4,small,1995,21.0,27.0,2.3944
manual,4,small,1995,19.0,29.0,2.2632
lock-up,4,small,1995,19.0,27.0,2.2796
lock-up,4,small,1995,18.0,29.0,2.296
lock-up,6,small,1995,17.0,26.0,3.1324
lock-up,6,small,1995,17.0,26.0,3.1324
lock-up,4,small,1995,23.0,30.0,2.0008
manual,4,small,1995,25.0,35.0,2.0008
manual,4,small,1995,19.0,29.0,2.2632
lock-up,4,small,1995,19.0,27.0,2.2796
lock-up,4,small,1995,18.0,29.0,2.296
lock-up,6,small,1995,17.0,26.0,3.1324
lock-up,6,small,1995,18.0,26.0,3.1324
manual,4,small,1995,21.0,33.0,2.1976
manual,4,small,1995,19.0,29.0,2.2632
lock-up,4,small,1995,18.0,29.0,2.296
lock-up,8,small,1995,9.0,15.0,6.7568
lock-up,4,small,1995,21.0,31.0,1.9024
lock-up,4,small,1995,23.0,33.0,1.9024
manual,4,small,1995,24.0,36.0,1.9024
manual,4,small,1995,22.0,32.0,1.9024
lock-up,4,small,1995,21.0,29.0,2.214
manual,4,small,1995,21.0,29.0,2.214
lock-up,4,small,1995,19.0,26.0,2.214
manual,4,small,1995,18.0,26.0,2.214
manual,4,small,1995,24.0,31.0,1.5908
lock-up,4,small,1995,23.0,31.0,1.7712
manual,4,small,1995,24.0,31.0,1.7712
lock-up,4,small,1995,23.0,27.0,1.5908
manual,4,small,1995,21.0,29.0,1.9844
lock-up,6,small,1995,16.0,23.0,2.7880000000000003
manual,6,small,1995,17.0,23.0,2.7880000000000003
manual,6,small,1995,17.0,23.0,2.7880000000000003
lock-up,4,small,1995,21.0,26.0,1.9844
lock-up,4,small,1995,21.0,26.0,1.9844
manual,4,small,1995,21.0,29.0,1.9844
lock-up,6,small,1995,15.0,23.0,2.9192
lock-up,6,large,1995,17.0,26.0,3.7884
lock-up,6,large,1995,17.0,26.0,3.7884
lock-up,8,large,1995,15.0,23.0,5.74
lock-up,8,large,1995,15.0,23.0,4.5756
lock-up,8,large,1995,15.0,23.0,5.74
lock-up,8,large,1995,15.0,24.0,4.9036
lock-up,8,large,1995,15.0,23.0,4.5756
lock-up,8,large,1995,15.0,23.0,5.74
lock-up,8,large,1995,16.0,24.0,4.3132
lock-up,6,large,1995,16.0,24.0,3.2964
lock-up,6,large,1995,18.0,26.0,3.2964
lock-up,6,large,1995,16.0,24.0,3.5260000000000002
lock-up,6,large,1995,16.0,24.0,3.5260000000000002
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,15.0,21.0,4.6084
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,6,large,1995,18.0,26.0,3.2964
lock-up,6,large,1995,16.0,24.0,3.2964
lock-up,6,large,1995,16.0,24.0,3.5260000000000002
lock-up,6,large,1995,18.0,26.0,3.2964
lock-up,6,large,1995,16.0,24.0,3.2964
lock-up,6,large,1995,16.0,24.0,3.5260000000000002
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,14.0,20.0,4.6084
lock-up,8,large,1995,14.0,20.0,4.6084
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,13.0,17.0,5.74
lock-up,8,large,1995,14.0,20.0,4.6084
lock-up,8,large,1995,15.0,22.0,4.6084
lock-up,8,large,1995,14.0,20.0,4.6084
lock-up,8,large,1995,15.0,20.0,4.6084
lock-up,8,large,1995,15.0,23.0,4.6084
lock-up,8,large,1995,15.0,23.0,4.6084
lock-up,8,large,1995,15.0,23.0,4.6084
lock-up,8,large,1995,15.0,23.0,4.6084
auto,6,large,1995,15.0,22.0,3.198
auto,6,large,1995,18.0,26.0,3.444
auto,8,large,1995,14.0,19.0,4.1984
auto,6,large,1995,15.0,22.0,3.198
auto,8,large,1995,14.0,17.0,4.9692
auto,12,large,1995,11.0,15.0,5.986000000000001
lock-up,6,large,1995,17.0,26.0,3.7884
lock-up,6,large,1995,17.0,26.0,3.7884
lock-up,6,large,1995,17.0,26.0,3.7884
lock-up,6,large,1995,15.0,23.0,3.7884
lock-up,8,large,1995,9.0,14.0,6.7568
auto,4,large,1995,16.0,25.0,2.296
auto,4,large,1995,15.0,23.0,2.296
manual,4,large,1995,18.0,26.0,2.296
manual,4,large,1995,18.0,26.0,2.296
manual,4,large,1995,18.0,26.0,2.296
auto,6,large,1995,16.0,25.0,2.9684
lock-up,6,large,1995,18.0,26.0,3.0012
lock-up,8,midsize,1995,15.0,23.0,5.74
lock-up,8,midsize,1995,15.0,23.0,5.74
lock-up,8,midsize,1995,15.0,22.0,3.9852
lock-up,8,midsize,1995,15.0,22.0,3.9852
lock-up,12,midsize,1995,14.0,19.0,5.3792
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.7884
lock-up,6,midsize,1995,17.0,26.0,3.7884
lock-up,8,midsize,1995,15.0,23.0,4.5756
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,15.0,24.0,3.3948
lock-up,4,midsize,1995,18.0,26.0,2.4272
lock-up,6,midsize,1995,18.0,26.0,2.4928
lock-up,4,midsize,1995,19.0,26.0,2.5092
lock-up,6,midsize,1995,18.0,24.0,2.9684
lock-up,4,midsize,1995,18.0,26.0,2.4272
lock-up,6,midsize,1995,18.0,26.0,2.4928
lock-up,6,midsize,1995,16.0,24.0,3.198
lock-up,6,midsize,1995,17.0,26.0,3.7884
lock-up,6,midsize,1995,17.0,26.0,2.9848
lock-up,6,midsize,1995,16.0,22.0,3.7884
lock-up,6,midsize,1995,17.0,24.0,3.7884
manual,6,midsize,1995,16.0,24.0,3.7884
lock-up,8,midsize,1995,15.0,23.0,4.6084
lock-up,6,midsize,1995,18.0,27.0,2.9848
manual,6,midsize,1995,16.0,24.0,2.9848
lock-up,4,midsize,1995,18.0,26.0,2.0008
manual,4,midsize,1995,18.0,26.0,2.0008
lock-up,8,midsize,1995,15.0,20.0,4.4936
lock-up,8,midsize,1995,14.0,20.0,4.4936
lock-up,6,midsize,1995,16.0,21.0,3.0012
lock-up,8,midsize,1995,17.0,23.0,3.9688
lock-up,6,midsize,1995,17.0,24.0,3.7884
lock-up,8,midsize,1995,15.0,23.0,4.6084
lock-up,8,midsize,1995,16.0,23.0,4.6084
lock-up,6,midsize,1995,18.0,27.0,2.9848
lock-up,6,midsize,1995,17.0,26.0,3.7884
lock-up,4,midsize,1995,21.0,29.0,2.0008
manual,4,midsize,1995,23.0,31.0,2.0008
lock-up,6,midsize,1995,18.0,24.0,2.4928
manual,6,midsize,1995,18.0,24.0,2.4928
lock-up,6,midsize,1995,17.0,22.0,2.952
lock-up,6,midsize,1995,18.0,26.0,2.9848
manual,6,midsize,1995,19.0,25.0,2.9848
lock-up,8,midsize,1995,15.0,22.0,4.0016
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,15.0,24.0,3.3948
lock-up,4,midsize,1995,19.0,26.0,2.5092
lock-up,6,midsize,1995,18.0,24.0,2.9684
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,15.0,24.0,3.3948
lock-up,8,midsize,1995,9.0,14.0,6.7568
lock-up,8,midsize,1995,10.0,15.0,6.7568
lock-up,8,midsize,1995,9.0,14.0,6.7568
lock-up,8,midsize,1995,9.0,15.0,6.7568
manual,4,midsize,1995,18.0,26.0,1.9844
auto,4,midsize,1995,18.0,26.0,2.296
manual,4,midsize,1995,18.0,26.0,2.296
auto,6,midsize,1995,17.0,25.0,2.4928
manual,6,midsize,1995,16.0,23.0,2.4928
lock-up,4,midsize,1995,18.0,26.0,2.1648
manual,4,midsize,1995,21.0,29.0,2.1648
lock-up,6,midsize,1995,18.0,26.0,3.0012
lock-up,4,midsize,1995,18.0,25.0,1.9844
manual,4,midsize,1995,18.0,26.0,1.9844
lock-up,6,midsize,1995,16.0,23.0,2.7880000000000003
manual,6,midsize,1995,16.0,23.0,2.7880000000000003
lock-up,5,midsize,1995,17.0,24.0,2.3288
lock-up,5,midsize,1995,18.0,26.0,2.4436
manual,5,midsize,1995,18.0,26.0,2.4436
auto,4,midsize,1995,17.0,22.0,2.3124
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,4,midsize,1995,21.0,26.0,1.8368
manual,4,midsize,1995,21.0,26.0,1.8368
manual,4,midsize,1995,18.0,22.0,2.3452
manual,4,midsize,1995,19.0,25.0,2.3452
lock-up,4,midsize,1995,17.0,21.0,2.3452
lock-up,4,midsize,1995,18.0,24.0,2.3452
lock-up,6,midsize,1995,16.0,24.0,3.7884
lock-up,6,midsize,1995,18.0,27.0,2.9848
lock-up,4,midsize,1995,18.0,22.0,2.1648
lock-up,6,midsize,1995,18.0,27.0,2.9848
lock-up,6,midsize,1995,16.0,24.0,3.7884
auto,6,midsize,1995,16.0,22.0,3.198
manual,4,midsize,1995,19.0,25.0,2.3452
lock-up,4,midsize,1995,18.0,24.0,2.3452
manual,4,midsize,1995,19.0,25.0,2.3452
manual,4,midsize,1995,18.0,22.0,2.3452
lock-up,4,midsize,1995,18.0,24.0,2.3452
lock-up,4,midsize,1995,17.0,21.0,2.3452
lock-up,6,midsize,1995,17.0,26.0,3.1324
lock-up,6,midsize,1995,17.0,26.0,3.1324
manual,4,midsize,1995,21.0,29.0,2.214
lock-up,4,midsize,1995,19.0,26.0,2.214
manual,4,midsize,1995,18.0,26.0,2.214
lock-up,4,midsize,1995,21.0,29.0,2.214
lock-up,4,midsize,1995,18.0,26.0,2.1648
lock-up,6,midsize,1995,18.0,26.0,3.0012
lock-up,6,midsize,1995,16.0,23.0,2.7880000000000003
manual,6,midsize,1995,16.0,23.0,2.7880000000000003
lock-up,5,midsize,1995,17.0,24.0,2.3288
lock-up,5,midsize,1995,18.0,26.0,2.4436
manual,5,midsize,1995,18.0,26.0,2.4436
auto,4,midsize,1995,17.0,22.0,2.3124
lock-up,6,small,1995,17.0,24.0,2.7716
lock-up,6,small,1995,16.0,24.0,2.7716
lock-up,6,small,1995,18.0,26.0,2.4928
lock-up,4,small,1995,18.0,26.0,1.7876
